item_id,asin,code_1,code_2,code_3,code_4,dedup_last,sid,sid_prefix,collision_group_size,is_collided,item_text
3378,B001AHAEZ8,169,88,232,82,0,169-88-232-82-0,169-88-232-82,1,False,Revlon RV480 Professional Ceramic Universal Finger Diffuser Revlon Beauty Diffusers Hair Care Styling Tools
3379,B001AHJJJA,218,107,193,100,0,218-107-193-100-0,218-107-193-100,1,False,Origins Checks and Balances&#153; Frothy Face Wash 5 oz Origins Checks & Balances Frothy Face Wash--/5OZ Beauty Cleansers Face Skin Care
3380,B001AIVBRC,86,53,174,127,1,86-53-174-127-1,86-53-174-127,2,True,Essie The Nail Corrector Pen 0.105 fl oz. Essie Essie The Nail Corrector Pen features a pre-saturated angled tip to create picture-perfect nails. The special tip allows you to reach into grooves and get close the nail to remove any color that may be on the surrounding skin. Includes 3 replacement tips. Beauty Makeup Nail Polish Remover Nails
3381,B001AJOEFM,43,130,12,154,0,43-130-12-154-0,43-130-12-154,1,False,"Sleek Look Sealing Serum by Matrix, 4.2 Ounce Matrix Contains intense smoothing ingredients that repair and care for your hair. Calming flyaway and unruly hair, matrix sleek sealing serum gives hair a brilliant sheen, without allowing the moisture in. Beauty Hair Care Hair Styling Serums Styling Products"
3382,B001AL2CNG,14,29,177,163,0,14-29-177-163-0,14-29-177-163,1,False,"China Glaze LUBU HEELS 77064 China Glaze 12-day nail polish with hardeners. Rapid drying high-gloss finish. No chipping or peeling. Specially designed bottle for comfort and accurate application. .5 oz. Please note:This color chart was made to come as close as possible to the real colors. However, monitor settings differ, and using anything less than a 24-bit true color setting on your monitor makes them even less accurate. Remember: this should only give you a rough idea on how the colors look. Beauty Makeup Nail Polish Nails"
3383,B001AL4DBA,14,12,19,168,0,14-12-19-168-0,14-12-19-168,3,True,"China Glaze: For Audrey, 0.5 oz China Glaze China Glaze 'Something Blue' 6pc Counter Display, nail polish set features a limited edition ""For Audrey"" Tiffany inspired turquoise creme nail lacquer. This also makes a luxurious counter display. Beauty Makeup Nail Polish Nails"
3384,B001ALPKXA,3,74,154,117,0,3-74-154-117-0,3-74-154-117,1,False,"Cuba Gold by Cuba, 3.30 Ounce Cuba Cuba Gold was launched by the design house of Cuba. This product is a fragrance item that comes in retail packaging. It is recommended for casual wear. Beauty Body Lotions Moisturizers Skin Care"
3385,B001AMOKR6,21,24,150,212,0,21-24-150-212-0,21-24-150-212,1,False,"TIGI S Factor Silky Smooth Moisture Serum, 8.45 Ounce Tigi SILKY SMOOTH MOISTURE SERUM 8.45 OZ Design House: Tigi Fragrance Notes: Ideal For All Hair Types Smoothes Straight Hair Enhances Gloss In Short Hair And Combats Frizz Great For Color Treated Hair Beauty Body Lotions Moisturizers Skin Care"
3386,B001AN0UTC,52,50,98,29,0,52-50-98-29-0,52-50-98-29,1,False,"Bare Escentuals Mineral Veil Finishing Powder -- 9g Bare Escentuals What it is:A luminous 100% pure bareMinerals finishing powder for the face.What it is formulated to do:For the ultimate, translucent ""finishing touch"" to your makeup, Mineral Veil melts into your skin, infusing it with softness and light, giving the look you see with a soft focus camera lens. Buff on Mineral Veil over bareMinerals Foundation to lend extra staying power.What it is formulated WITHOUT:- Parabens- Sulfates- Synthetic Fragrances- Synthetic Dyes- Petro-Chemicals- PhthalatesWhat else you need to know:Completely sheer and ideal for all skin tones, Mineral Veil gently absorbs oil and minimizes the appearance of lines and pores without the buildup of pressed or loose powders that contain parabens, waxes, dyes and binders.Best of Sephora Winner 2008 Beauty Face Makeup Powder"
3387,B001ANOONK,11,170,153,124,0,11-170-153-124-0,11-170-153-124,1,False,The Naked Bee Moisturizing Orange Blossom Honey Lip Balm The Naked Bee Buy The Naked Bee Lip Treatment/Balms - The Naked Bee Orange Blossom Honey Lip Balm 0.15 oz Beauty Lips Lipstick Primers Makeup
3388,B001ANOOOE,79,174,32,4,0,79-174-32-4-0,79-174-32-4,1,False,"The Naked Bee Vitmin C Moisturizing Sunscreen SPF 30, 5.5 oz (163 ml.) The Naked Bee 5.5 oz (163 ml.) The Naked Bee Vitamin C Moisturizing Sunscreen SPF30
Moisturizing Sunscreen SPF 30, 5.5 oz (163 ml.) 70% Certified Organic. ingredientsVitamin C enriched moisturizes and nourishes skin while providing broad spectrum UVA/UVB protection. Made with vegetable glycerin, organic aloe vera, sunflower seed oil... Beauty Skin Care Skin Protection Sports Sun"
3389,B001AO0WCG,37,146,0,179,0,37-146-0-179-0,37-146-0-179,1,False,"Moroccan Oil Hair Treatment 3.4 Oz Bottle with Blue Box Moroccanoil Moroccanoil is an ultra-light formula which is absorbed by the hair instantly, resulting in a natural, silky finish and brilliant shine.  Moroccanoil has the ability to restore over-processed hair damaged by environmental factors and chemical procedures - it also revives, hydrates and detangles hair, wigs and hair extensions. Beauty Hair & Scalp Treatments Hair Care"
3390,B001AO0WDA,128,181,219,185,0,128-181-219-185-0,128-181-219-185,1,False,"Kerastase Nutritive Oleo-Relax Anti-Frizz Masque, 6.8 Ounce Kerastase Oleo-Relax provides smoothness and optimal nourishing ingredients for dry and rebellious hair. This smoothing hair masque from Kerastase Nutritive leaves hair extra smooth with long-lasting frizz protection. Made with shorea seed butter and palm oils, this treatment is never tested on animals. Beauty Hair & Scalp Treatments Hair Care"
3391,B001AQ6HDM,237,121,6,100,0,237-121-6-100-0,237-121-6-100,1,False,"SkinMedica TNS Eye Repair-0.5 oz SkinMedica TNS Night Eye Repair is designed to repair, nourish and protect the delicate skin surrounding the eye. Its rich texture supplies plumping moisture with hyaluronic acid in order to diminish dehydration lines and increase radiance and brightness. Vitamins A, C and E supply antioxidant protection as they condition the skin and help to lighten dark under eye circles. Peptides and NouriCel-MD aim to keep the eye area youthful- and rested-looking. Wake up to renewed eyes each morning with TNS Night Eye Repair. Beauty Dark Circle Treatments Eyes Skin Care"
3392,B001AROTDG,242,193,253,48,0,242-193-253-48-0,242-193-253-48,1,False,OPI RAPIDRY TOP COAT .5oz OPI NAIL COLOR Opi Rapid Dry Top Coat 0.50 oz By Opi Beauty Makeup Nails Top & Base Coats
3393,B001ARQWW2,86,121,246,240,0,86-121-246-240-0,86-121-246-240,2,True,"OPI Nail Envy Matte, 0.5-Fluid Ounce OPI Maximum strength formula with hydrolyzed wheat protein & calcium Beauty Hands & Nails Nail Strengthening Nail Treatments Skin Care"
3394,B001ARQYV6,128,174,17,69,0,128-174-17-69-0,128-174-17-69,1,False,"Kerastase Lait Vital 6.8 fl.oz Kerastase Nourishing ingredients selectively treat and enrich the most sensitized areas of the hairWon't weigh hair downLeaves hair silky, shiny and suppleNever tested on animals Beauty Conditioners Hair Care"
3395,B001ARSVI0,86,121,246,240,1,86-121-246-240-1,86-121-246-240,2,True,"OPI Nail Envy Natural Nail Strengthener, Soft and Thin, 0.5 Ounce OPI OPI nail envy soft and thin; a custom formulated natural nail strengthener with calcium and sea minerals to whip nails back into shape, leaving them strong and healthy. Fortifies soft, thin nails with extra calcium. Adds a layer of extra protection. With extra calcium and sea minerals. Beauty Hands & Nails Nail Strengthening Nail Treatments Skin Care"
3396,B001ARSVTY,49,247,90,130,0,49-247-90-130-0,49-247-90-130,1,False,Olay Regenerist Micro Sculpting Cream - 1.7 oz Olay OLAY REGENERIST MICR-SCLPT CRE Size: 1.7 OZ Beauty Face Skin Care Treatments & Masks
3397,B001ARUX8G,49,151,245,0,0,49-151-245-0-0,49-151-245-0,1,False,Olay Total Effects Revitalizing Foaming Cleanser 6.5 Fl Oz Olay Revitalizes skin for a rejuvenated clean. Beauty Cleansers Face Skin Care
3398,B001ASYBS8,43,157,42,48,0,43-157-42-48-0,43-157-42-48,1,False,"Paul Mitchell Freeze &amp; Shine Spray 8.5 oz. Paul Mitchell Freeze and Shine Super Spray FIRM-HOLD FINISHING SPRAY Provides Powerful, Long-lasting Hold ? Firm holding styling resins provide intense hold and memory Intensifies Shine ? Contains extracts of algae, aloe, jojoba, henna and rosemary to enhance shine Added Protection ? Contains sunscreens Beauty Hair Care Hair Sprays Styling Products"
3399,B001AUQMVK,68,97,122,197,0,68-97-122-197-0,68-97-122-197,1,False,"Profective Mega Growth Growth N Healing Anti- Thinning Stimulant, Temple Recovery 4.25oz Profectiv Infuses hair & scalp with a deep penetrating oxygen-enriched complex designed to stimulate healthy growth and circulation at the root. Stop breakage, fading and exfoliate at edges, temples, and thinning areas without build-up & clogging pores. Beauty Hair Care Hair Loss Products Hair Regrowth Treatments"
3400,B001AUYS3O,31,2,61,161,0,31-2-61-161-0,31-2-61-161,1,False,"Clairol Beautiful Collection Semi Permanent Color, B18D Darkest Brown Clairol Size : 3oz. Beauty Chemical Hair Dyes Hair Care Hair Color"
3401,B001AV4D7Y,217,104,153,224,0,217-104-153-224-0,217-104-153-224,1,False,"Queen Helene Jojoba Hot Oil Treatment 8 fl oz Queen Helene Water, propylene glycol, PPG-12-PEG65 lanolin oil, jojoba extract, panthenol, keratin amino acids, polyquaternium-10, cetrimonium chloride, disodium EDTA, diazolidinyl urea, caramel, fragrance. Beauty Hair & Scalp Treatments Hair Care"
3402,B001AVNE9C,14,12,253,160,0,14-12-253-160-0,14-12-253-160,1,False,"China Glaze, First and Last, 0.5 Fluid Ounce, 0.5 Fluid Ounce China Glaze Base coat and top coat in one bottle. Protects polish and provides a high gloss finish. Beauty Makeup Nails Top & Base Coats"
3403,B001AVWSLW,244,133,62,117,0,244-133-62-117-0,244-133-62-117,1,False,"Philosophy Pure Grace Spray Fragrance, 2 Ounce Philosophy A soap and water scent, pure grace is an infinitely clean fragrance designed to make you feel like you just stepped out of the shower. Beauty Eau de Toilette Fragrance Women's"
3404,B001AWDWWA,153,44,192,248,0,153-44-192-248-0,153-44-192-248,1,False,"Aubrey Organics GPB Glycogen Protein Balancing Conditioner, 16-Ounce Bottle Aubrey Organics Nutrient-rich, protein-based GPB rehydrates and reenergizes your hair, strengthens hair fiber and repairs damage from salon treatments to restore softness, manageability and shine. Our most popular product ever.FEATURES:Milk Protein.Organic Aloe.Glycoprotein & Horsetail Extract.BENEFITS:Rich in cysteine and methionine; strengthens and mends damaged areas.Replenishes moisture.Balance & fortify hair & scalp. Beauty Conditioners Hair Care"
3405,B001AWG0BK,153,93,145,71,0,153-93-145-71-0,153-93-145-71,1,False,"Aubrey Organics Rosa Mosqueta Rose Hip Moisturizing Cream, 4-Ounce Bottle Rosa Mosqueta Moisturizing Cream by Aubrey Organics 4 oz Cream Ultra-rich formula smooths and hydrates dry skin on contact with organic Rosa Mosqueta oil high in essential fatty acids vitamin C and other nutrients. An excellent source of linolenic and linoleic acids necessary for healthy skin. Soothes and moisturizes with organic aloe sweet almond oil and Aubrey's rich fatty acid base. Contains silica-rich horsetail and coltsfoot very beneficial to the skin. Ingredients Coconut Fatty Acid Cream Base Organic Aloe Vera Horsetail Extract Coltsfoot Extract Coneflower Extract Rosa Mosqueta Rose Hip Seed Oil Calendula Oil St. John's Wort Oil Sweet Almond Oil Aubrey's Preservative (Citrus Seed Extract Vitamins A C and E) Nettle Extract Bitter Almond Oil. Beauty Creams & Moisturizers Face Skin Care"
3406,B001AWG0IS,67,227,86,170,0,67-227-86-170-0,67-227-86-170,1,False,"Aubrey Organics Sea Buckthorn &amp; Cucumber with Ester-C Moisturizing Cream, 4-Ounce Bottle Aubrey Organics Sea Buckthorn Cucumber w Ester C Moisturizing Cream by Aubrey Organics 4 oz Liquid Silky-smooth daytime moisturizer offers antioxidant protection and invigorates dull dry skin on contact. Restores moisture and softness with evening primrose organic Rosa Mosqueta oil and other emollients. Helps prevent the formation of free radicals with herbal antioxidants and Ester-C. Soothes and freshens the complexion with cucumber extract and organic aloe. Ingredients Coconut Fatty Acid Cream Base Organic Aloe Vera Topical Ester-C Cucumber Extract Evening Primrose Oil Rosa Mosqueta Rose Hip Seed Oil Canadian Willowherb Extract Aubrey's Preservative (Citrus Seed Extract Vitamins A C and E) Shea Butter Sea Buckthorn Oil Lavender Water Cucumber Oil. Beauty Creams & Moisturizers Face Skin Care"
3407,B001AWJ5PI,153,93,81,143,0,153-93-81-143-0,153-93-81-143,1,False,"Aubrey Organics Jojoba &amp; Aloe Desert Herb Revitalizing Conditioner, 11-Ounce Bottle Aubrey Organics Jojoba Aloe Desert Herb Revitalizing Conditioner by Aubrey Organics 11 oz Liquid Jojoba Aloe Desert Herb Revitalizing Conditioner 11 oz Liquid Product For Dry Damaged Hair Bring damaged desert-dry hair back to life. Moisture-rich botanicals nourish rebalance and rehydrate parched overprocessed hair on contact. Milk protein strengthens and mends damaged areas and promotes elasticity to prevent breakage and leave hair touchably soft shiny and resilient. FEATURES BENEFITS Organic Jojoba Oil Nourishes adds a natural sheen Organic Aloe Vera Replenishes moisture Lactalbumin (milk protein) Strengthens mends damaged areas Ingredients Coconut Fatty Acid Cream Base Organic Aloe Vera Organic Jojoba Oil Wheat Germ Oil Lactalbumin Extracts of Fennel Hops Balm Mint Mistletoe Camomile and Yarrow Organic Rosemary Oil Organic Sage Oil Carrot Oil Essential Oil Blend (Cedar Grapefruit Rose-Geranium Lavender) Aubreys Preservative (Citrus Seed Extract Vitamins A C and E). Warnings Keep out of reach of chi Beauty Conditioners Hair Care"
3408,B001AWL010,238,227,52,20,0,238-227-52-20-0,238-227-52-20,1,False,"Aubrey Organics Lumessence Rejuvenating Eye Creme, .5-Ounce Bottle Aubrey Organics Lumessence Eye Creme Anti-Wrinkle Firming by Aubrey Organics 0.5 oz (15ml) Liquid Lumessence Eye Creme Anti-Wrinkle Firming 0.5 oz (15ml) Liquid Rejuvenating eye cream firms delicate eye area and reduces the appearance of fine lines and wrinkles with twice daily use. Moisture-rich oat protein goes to work instantly to smooth and tighten delicate eye area while rye seed extract provides a gradual firming action reducing the look of lines and wrinkles over time. Moisturizing liposomes deliver rich hydration and improve skin texture. Other Ingredients Aqua glycerin rosa rubiginosa (Rosa Mosqueta) seed oil camellia sinensis leaf oil avena sativa (oat) kernel extract oenothera biennis (evening primrose) oil laminaria digitata extract secale cereale (rye) seed extract butyrospermum parkii (shea) butter carrageenan hydrogenated lecithin sodium PCA citrus grandis (grapefruit) peel oil lavandula angustifolia (lavender) flower sodium benzoate citrus grandis (grapefruit) extract potassium sorbat Beauty Dark Circle Treatments Eyes Skin Care"
3409,B001AWVR5O,87,6,51,45,0,87-6-51-45-0,87-6-51-45,1,False,"Almay Intense i, Color Eye Shadow Trio Brown Eyes (021) Almay ALMAY intense i-color&trade; shades with light interplay technology&trade;, formulated with light catching minerals to instantly brighten eyes. Hypoallergenic. Ophthalmologist tested. Beauty Eye Shadow Eyes Makeup"
3410,B001AXIWGA,80,173,62,213,0,80-173-62-213-0,80-173-62-213,1,False,"Fake Bake Fair Lotion, 6-Ounce Fake Bake Fake Bake Fair Self-Tan Lotion has been specially formulated for people with fair complexions. This luxurious shimmering tanning lotion uses only the finest naturally derived ingredients, providing a light, non-sticky coating to the skin which doesn't clog pores. Shimmer is the balanced PH to ensure the natural acid mantel of your skin is maintained whilst smooth silky natural silicones moisturise. The transfer resistant formula can be washed off with soap and water, leaving no colour. Gloves provided. Beauty Body Lotions Moisturizers Skin Care"
3411,B001AY8XSQ,111,123,144,20,0,111-123-144-20-0,111-123-144-20,1,False,"St. Ives Moisturizing Olive Cleanser, 6.75-Ounce Pump Bottles (Pack of 3) Elements Olive Cleanser 6.7 oz.  St. Ives Olive Cleanser deep cleans to gently remove dirt and make-up and helps maintain skin's moisture balance.  Skin is left clean, fresh and feeling moisturized.  Deep cleans and leaves skin feeling moisturized. Made in USA.  All natural anti-oxidants.  Dermatologist tested. Not tested on animals, Beauty Cleansers Face Skin Care"
3412,B001AZIY6Q,61,106,90,203,0,61-106-90-203-0,61-106-90-203,1,False,"Super Skinny Balm Unisex Balm by Paul Mitchell, 6.8 Ounce Paul Mitchell Smoothening Your Unruly Locks Is Now Easy!Paul Mitchell Super Skinny Relaxing Balm soothes your hair to get the best out of it. If you are finding it hard to tame your unruly hair, this product is going to make it super manageable. On top of that, it adds shine and fights frizz, giving your hair styles richness and the right texture. You really can't miss out on this product.Manages and gives performanceSpeeds up dry time HydratesAll these unique conditioning agents come together to moisturize your hair leaving it with a smooth texture. The Super Skinny Relaxing Balm can be used anytime as its effects are noticeable in all kinds of weather.Just for you:Suitable for all hair typesA Closer Look:Paul Mitchell Super Skinny Relaxing Balm has an innovative formula that helps speed up the drying and styling process by forcing out water from the hair. It also contains wheat and vegetable proteins fused with conditioning ingredients to leave your locks hydrated. Also, it has a unique ingredient that helps provide memory in all conditions.Get Started:Rub two to four pumps into hands and apply evenly to damp hair. Style as desired. Beauty Creams, Gels & Lotions Hair Care Styling Products"
3413,B001AZPK90,184,234,149,161,0,184-234-149-161-0,184-234-149-161,1,False,"Carol's Daughter, Tui Hair Smoothie, 8-Ounce Carol&#39;s Daughter Intense Conditioning Treatment for Normal to Dry Hair. Beauty Creams, Gels & Lotions Hair Care Styling Products"
3414,B001AZS6R8,60,229,196,156,0,60-229-196-156-0,60-229-196-156,1,False,"Sebastian Cellophanes - Caramel Brown Sebastian Product Description
Size: 10.2 oz Sebastian Laminates Cellophanes makes a cool comeback, from the original Colourshines, with new technology including a thicker formula, better color balance and new shade names. Sebastian Professional brings you the one accessory that your client can?t live without, which is the ultimate lip gloss for their hair: Cellophanes. In addition to delivering translucent, rich color, Cellophanes contains a special Color Shine Acid Complex for sheen and richness to natural hair color or color treated hair. This unique technology works in heat to seal the cuticle layer to reflect light, deliver proteins and amino acids to the hair shaft, and deposit pure dye pigments. By sealing off the hair?s cuticle layer, incoming light is reflected, revealing a high gloss shine. For best results, use with Sebastian Laminates Cellophanes Shampoo and Sebastian Laminate Cellophanes Conditioner . The new thicker, protein-enriched formula deposits non-oxidative pure dye pigments on the hair Beauty Color Refreshers Hair Care Hair Color"
3415,B001AZXB0A,233,99,43,184,0,233-99-43-184-0,233-99-43-184,1,False,"Sebastian Laminates Cellophanes Pearl Blonde 10.2 oz Sebastian Sebastian Cellophane Pearl Blonde girls are the shiny, stellar super-stars of life, lighting up the night with a show-stopping shock of shimmering-white blonde. Use Pearl Blonde as an overlay to reduce yellow undertones on all blondes - the violet base tones down brassiness while remaining sheer. Pearl Blonde can even be used as an in-between brightener and conditioning service on other blonde shades. (10.2 oz) Beauty Color Refreshers Hair Care Hair Color"
3416,B001B0TLYE,34,92,192,163,0,34-92-192-163-0,34-92-192-163,1,False,"Dr. Bronner's Magic Soaps Pure-Castile Soap, 18-in-1 Hemp Almond, 32-Ounce Dr. Bronner&#39;s Magic Soaps Supermild castile has outstanding water softening & cleansing powers. Preferable to harsh soap and defattening synthetics. It does not cut dirt, but dissolves it. It is the mildest, most pleasant soap you ever used or money back! Enjoy body rub to stimulate body-mind-soul-spirit. Beauty Hand Soaps Hands & Nails Skin Care"
3417,B001B0X05U,3,74,234,140,0,3-74-234-140-0,3-74-234-140,1,False,"Yacht Man Blue By Puig Eau-de-toilette Spray, 3.4 Ounce Puig Yacht man blue is classified as a refreshing, fresh, masculine, sensual fragrance. Yacht man blue is recommended for all occasions. Beauty Body Lotions Moisturizers Skin Care"
3418,B001B153BS,145,123,29,228,0,145-123-29-228-0,145-123-29-228,1,False,WEN by Chaz Dean Lavender Re Moist Hydrating Hair Mask 4 oz WEN&reg; by Chaz Dean Beauty Hair & Scalp Treatments Hair Care
3419,B001B1831U,157,121,126,184,0,157-121-126-184-0,157-121-126-184,1,False,"Neutrogena Norwegian Formula Fast Absorbing Hand Cream, 3 Ounce Neutrogena Neutrogena Norwegian Formula Fast Absorbing Hand Cream instantly delivers the moisture you hands need without any greasy after feel. This lightweight formula was developed with dermatologists and works in three ways: Moisturizes and nourishes skin to transform uncomfortably dry, hands into soft, smooth hands. Helps repair skin's moisture barrier to keep hands softer and smoother, longer. Instantly absorbs into skin and leaves behind only the comfort of perfectly soft, supple, smooth hands. Beauty Hand Creams & Lotions Hands & Nails Skin Care"
3420,B001B1MFM8,238,221,140,43,0,238-221-140-43-0,238-221-140-43,1,False,"SKINCEUTICALS RETINOL 0.5 REFINING NIGHT Cream 6 x 5 ML = 1 Oz / 30 ML, With 0.5% PURE Retinol TRAVEL KIT. SkinCeuticals Skinceuticals Retinol 0.5 Refining Night Cream with 0.5% Retinol in SIX (6) Mini / travel size bottles of 5 ml in a convenient box = EQUIVALENT to the regular size sold at 6 + TAX. Box & tubes are * Marked As Samples *. The tubes don't read ""5 ML"", however those sizes are well-known for containing 5 ML. Beauty Face Skin Care Treatments & Masks"
3421,B001B1QMKO,16,173,74,149,0,16-173-74-149-0,16-173-74-149,1,False,"Estee Lauder Advanced Night Repair eye recovery complex .5oz. Estee Lauder ESTEE LAUDER by Estee Lauder ADVANCED NIGHT REPAIR EYE SYNCHRONIZED COMPLEX --/0.5OZ Launched by the design house of Estee Lauder in 1968, ESTEE LAUDER by Estee Lauder possesses a blend of citrus, sweet fruits, flowers and sandalwood.. It is recommended for romantic wear. Beauty Eyes Puffiness Treatments Skin Care"
3422,B001B1T2SS,14,57,241,196,0,14-57-241-196-0,14-57-241-196,1,False,"China Glaze Polish Fairy Dust 70563/551 Discontinued [Health and Beauty] Delta Highlights:For two-handle kitchen, tub and lavatory Delta faucetsStainless steel plateFor Delta and Peerless faucetsCarded Beauty Makeup Nail Polish Nails"
3423,B001B2A2LS,102,63,112,78,0,102-63-112-78-0,102-63-112-78,1,False,2400 1mm &amp; 2mm Round Nail Art Rhinestone Wheel Kit Eamee 2400 1mm & 2mm Round Nail Art Rhinestone Wheel Kit Beauty Nail Art Equipment Nail Tools Tools & Accessories
3424,B001B2RX10,145,134,29,88,0,145-134-29-88-0,145-134-29-88,1,False,"WEN&reg; Lavender Styling Creme 6oz WEN&reg; by Chaz Dean Achieve all your styling options and the benefits of a leave-in conditioner, polishing gloss and gel in one product. This amazing styling creme works great on straight, wavy and curly hair types to give them rich moisture, gleaming shine and body with hold. The virtually weightless formula is used as a heat-protectant from damage caused by styling tools, and also to tame frizz when drying naturally. Beauty Creams, Gels & Lotions Hair Care Styling Products"
3425,B001B488WG,102,143,105,120,0,102-143-105-120-0,102-143-105-120,1,False,500 WHITE French Acrylic False Artificial Tips Nail Art Eamee 500 FRENCH Acrylic False Artificial Tips Nail Art Beauty False Nails Nail Tools Tools & Accessories
3426,B001B4NBOQ,57,129,57,58,0,57-129-57-58-0,57-129-57-58,1,False,"NOW Foods - Sandalwood Oil 14% Blend 1 Oz Now Foods 100% Pure  Natural 14% Oil BlendSantalum album Ingredients: Pure sandalwood oil  pure grapeseed oilAroma: Subtle, floral, undertones of wood and fruitBenefits: Grounding, focusing, balancingTry Blissful Thinking - a recipe with Sandalwood Oil Blendor Male Clarity - another recipe using Sandalwood Oil BlendView all of our recipes Beauty Body Lotions Moisturizers Skin Care"
3427,B001B4SEY8,108,72,74,188,1,108-72-74-188-1,108-72-74-188,2,True,"Grandma's Lye Soap Remington Pure mild soap used daily by folks for hundreds of years. Ingredients: Lard, water, and lye. 7 oz. bar. Beauty Body Moisturizers Oils Skin Care"
3428,B001B54XL0,90,173,191,13,0,90-173-191-13-0,90-173-191-13,1,False,"Garnier Nutrisse Level 3 Permanent Hair Creme, Extra, Light Ash Blonde 111 (White Chocolate) Garnier Nutrisse Garnier Nutrisse Level 3 Permanent Hair Creme, Extra, Light Ash Blonde 111 (White Chocolate) Beauty Chemical Hair Dyes Hair Care Hair Color"
3429,B001B5AZWQ,253,11,19,12,0,253-11-19-12-0,253-11-19-12,1,False,"KMS California: HairPlay Sea Salt Spray, 6.8 oz KMS KMS California HairPlay Sea Salt Spray creates tousled, just-out-of-the-ocean texture with a matte finish. Beauty Hair Care Hair Sprays Styling Products"
3430,B001B5ZFNA,108,99,194,29,0,108-99-194-29-0,108-99-194-29,1,False,"Margo Neem Soap - 75 Gram (2.5 Oz) Bar - From India This cleansing soap has a mild fragrance of neem leaves and moisturizing lanolin. Imported from India. All New Margo Neem Soap, one of the fastest growing premium soaps in India and abroad, promises a complexion aglow with the goodness of neem. Soap Base Vegetable oils in their natural form Neem oil soap contains Azadiractin and bitters. Bath & Body Beauty Cleansers Soaps"
3431,B001B611L4,31,57,197,13,0,31-57-197-13-0,31-57-197-13,1,False,"The Invisibles 8 pcs Cosmetology Hair Coloring Tint &amp; Brush Kit Cydraend The Invisibles from Burmax. Contains 1 Tint Bowl, 2 Jumbo Clips, 1 Handle Comb, 1 Large - 1 Medium - 1 Small Tint Brush, 1 Rat Tail Comb. Convenient carrying vinyl case.1 Tint Bowl2 Jumbo Clips1 Handle Comb1 Large - 1 Medium - 1 Small Tint Brush1 Rat Tail Comb Beauty Brushes, Combs & Needles Hair Coloring Tools Tools & Accessories"
3432,B001B7CJDM,223,175,2,20,0,223-175-2-20-0,223-175-2-20,1,False,"The Body Shop Nail Block The Body Shop Best if you want to: Use one essential tool to file, buff, smooth and shine your nails thanks to a four-way nail block with different finishes on each side. How it works: Four sides have steps 1-4 clearly printed on them for an easy-to-follow nail care regime. Side 1 is abrasive enough to help file nails into shape. Side 2 helps to smooth ridges and clean stains from nails. Side 3 buffs and smoothes nails. Side 4 adds a natural-looking sheen to nails.... Beauty Nail Files & Buffers Nail Tools Tools & Accessories"
3433,B001B7EXZY,58,175,177,133,0,58-175-177-133-0,58-175-177-133,1,False,The Body Shop Round Body Brush The Body Shop Best if you want to: Massage and gently exfoliate your skin to remove dead skin cells and stimulate blood circulation using a rounded wooden brush with soft bristles. How it works: Extra long nylon bristles provide gentle massage and exfoliation benefits without irritating skin. Made from Forest Stewardship Council (FSC) beech wood means that the wood comes from well managed forests that are independently certified in accordance with the rules of the FSC. Particularly good on dry skin that needs to be exfoliated regularly.... Beauty Foot Rasps Nail Tools Tools & Accessories
3434,B001B7GJ2E,95,100,21,248,0,95-100-21-248-0,95-100-21-248,1,False,Body Toolz Double Loop Facial Skin Care Tool Body Toolz Double loop extractor for removing blackheads and whiteheads. Textured non-slip handle for easy use. Beauty Blemish Tools Makeup Brushes & Tools Tools & Accessories Treatment Tools
3435,B001B7KJUW,95,100,91,29,0,95-100-91-29-0,95-100-91-29,1,False,Body Toolz Professional Lancet and Extractor Skin Care Tool Body Toolz A Professional implement used by Aestheticians for piercing whiteheads and removing blackheads.  Made of stainless steel and will not rust.  Ends unscrew for easy storage inside handle. The Lancet and Extractor are inside the handles and to release them the ends have to be unscrewed. Beauty Blemish Tools Makeup Brushes & Tools Tools & Accessories Treatment Tools
3436,B001B7MAU4,43,82,49,6,0,43-82-49-6-0,43-82-49-6,1,False,"W8less Plus Extra Strong Hold Shaping and Control Hair Spray by Rusk for Unisex - 10 Ounce Hair Spray Rusk Rusk W8less Plus Extra Strong Hold Shaping and Control Hair Spray has an extra strong internal hold, good for all hair types. Natural shine with long lasting hold. Beauty Hair Care Hair Sprays Styling Products"
3437,B001B7PUBK,214,76,78,171,1,214-76-78-171-1,214-76-78-171,2,True,Body Toolz Cuticle Pusher Body Toolz Professional Pusher gently pushes cuticles. Cleaner for removing dirt or acrylic under nails. Beauty Cuticle Pushers Nail Tools Tools & Accessories
3438,B001B7PVRS,214,137,174,213,0,214-137-174-213-0,214-137-174-213,1,False,Body Toolz Cuticle Pusher Dual-ended pusher will not scratch the natural nail. Curve conforms to the natural nail for pushing cuticles. Beauty Cuticle Pushers Nail Tools Tools & Accessories
3439,B001B8OKK6,161,209,233,29,0,161-209-233-29-0,161-209-233-29,1,False,Redken Real Control Conditioner 8.5 oz Redken Real Control Conditioner Beauty Conditioners Hair Care
