user_id,user_raw_id,train_seq_len,train_sequence,val_item_id,test_item_id
5407,A1XGHQF6IV1O45,5,542 3203 6158 6567 7294,7115,4169
5408,A1XGR9MADYNL5T,4,2390 3540 9358 134,5179,8227
5409,A1XH6NCME860D3,4,5527 11612 4122 7123,10055,13
5410,A1XHFBJTBTPOV0,7,2754 1995 7567 1855 3786 5223 6045,7114,71
5411,A1XHHN855APCK4,3,8123 8135 6236,10099,11214
5412,A1XHPYG3D2WVCM,10,1901 1497 8421 2426 3654 6140 8514 1540 2027 6021,7393,5664
5413,A1XIBJHFDFPFLV,3,3709 6118 970,2243,4449
5414,A1XIFSUPEFWBWG,5,8587 10508 389 5999 4945,8783,95
5415,A1XIIET5TNE9XK,6,6469 6474 974 3626 11490 11479,2647,10166
5416,A1XIRB17MOLXPB,4,1107 2488 5599 6537,1796,2754
5417,A1XJ3M3JTMD3HZ,13,1316 2551 522 9590 9591 9882 6264 10570 10706 3855 881 8291 7021,11651,11362
5418,A1XJ8S8M1POF8M,6,226 8654 1221 2073 3507 4653,6868,4312
5419,A1XJOSJN6FHFO0,20,11992 11993 11528 11585 11588 11577 11584 11586 11592 11669 11671 11672 11673 11674 11675 11676 11954 11955 12055 12007,11587,11332
5420,A1XJR38PVTPXQG,5,6733 1226 1915 2806 4722,7765,9743
5421,A1XJZT0E99BMM8,3,3739 1189 3259,7417,9149
5422,A1XK7N18XGBJA1,3,552 3468 4976,3340,8803
5423,A1XKCHZELFYG6D,5,9271 3760 8606 2360 1500,3860,7360
5424,A1XKQX71GJASJR,11,3567 5825 2567 6774 717 1353 7572 9452 253 9321 453,4726,6501
5425,A1XL8I61AWXIAP,3,2412 3075 4578,9196,1244
5426,A1XLDDRNS2CJEP,3,4734 4525 5208,5411,6348
5427,A1XLECOS11FFBF,6,2305 2398 3929 4191 7464 1735,11068,10724
5428,A1XLIWO29Y9P8G,6,2839 6726 4216 4334 447 4270,62,942
5429,A1XLJUPLCY0FGU,9,7095 2275 4299 7752 2419 8790 2070 797 2325,8085,6160
5430,A1XLK1JAEFAN9I,10,11424 11421 12070 12014 12080 11853 12091 12092 12093 11259,11995,12074
5431,A1XLWVZQQFW8QX,4,11923 11616 11317 11904,12009,11407
5432,A1XM174S8JOU2K,5,7038 7918 7846 8224 9019,9146,7466
5433,A1XMLDELA2WROU,4,3295 664 3799 5297,10032,7059
5434,A1XMRQFTR7VNI3,9,300 2010 7661 744 4512 7664 8970 7699 7697,11159,7817
5435,A1XMZS04CAC5FZ,8,3791 4449 4472 5786 6317 8740 4434 5790,8759,9443
5436,A1XNC5RBHFE6DJ,4,8082 1778 6262 8195,8740,10406
5437,A1XOQU117PKOHN,10,12 132 2151 2799 3357 6726 6959 8144 9083 9508,10577,11596
5438,A1XOVR4ONAUEJ8,15,7981 5487 10010 8746 2174 5509 5206 3662 6612 1473 1656 2979 9254 7487 6138,1485,4086
5439,A1XP0SOW0GJT2F,4,2031 5409 9980 3024,6329,6952
5440,A1XP13D49I37DV,3,2486 7584 8193,8992,11123
5441,A1XP1EPCT56HAS,3,10392 11561 11873,11813,12065
5442,A1XP2LC716IUFH,4,4666 11248 1934 2318,4205,11499
5443,A1XPOYD7BLAAPN,3,2218 267 3130,7529,8234
5444,A1XQ0F01CF84Y3,20,10744 2561 11399 8029 7090 7192 8216 1162 7289 6777 69 1164 3866 4515 5879 2253 5173 4435 4015 5167,4363,3838
5445,A1XQ13E8REBVLM,4,5266 2345 5295 11083,4423,9611
5446,A1XQENKF1Z3HMJ,5,3705 201 862 3683 1901,3643,11411
5447,A1XQFWZJBKLEER,3,598 2272 2823,322,5242
5448,A1XQWTZA2572JQ,4,376 2783 4035 4653,3518,4459
5449,A1XR2ZKDO2ELSD,3,2336 4805 4810,2144,1853
5450,A1XR5P3Y8NPZYT,3,5169 10245 1348,2500,5248
5451,A1XRBL7XI90FX,3,2948 3511 4078,9243,4516
5452,A1XRW9OP3U63V8,3,1413 6160 4928,7171,3281
5453,A1XRYOG0R74D,4,8318 8319 1668 2678,9223,9777
5454,A1XSSG2IQL1023,3,9556 9560 6242,11691,11184
5455,A1XSYYLTSL1LEC,3,1206 5097 9711,10439,10631
5456,A1XT5J531NVLX0,3,2174 5279 5420,8043,2379
5457,A1XT88DDXPWSZC,5,1027 2244 6618 6820 9592,9593,9594
5458,A1XTBANUTZ4EEL,5,9584 9585 8557 10199 3700,8228,11771
5459,A1XTE3IHX65GTZ,12,574 2504 5856 317 491 3987 10334 2726 69 3656 6871 10355,3781,10011
5460,A1XTST0IBGCJVY,5,4036 4857 7129 8598 8600,8743,6935
5461,A1XTUTWLWW4EIA,6,722 7570 5806 502 2500 3357,846,9442
5462,A1XTVN0TGNHW92,9,1783 2971 3265 3601 699 7855 5325 1520 7750,6752,4525
5463,A1XU4YJ6EWD8OH,4,5374 2697 4630 4113,6884,7505
5464,A1XUA7404SYGBB,4,2344 2921 3298 8242,9128,10820
5465,A1XUBAZHHWNZDS,6,6965 11938 11304 11790 11227 12053,12057,11934
5466,A1XURL0P01JA50,5,6325 6650 6172 6313 9381,9383,6173
5467,A1XW5MPEN3P6EG,3,2553 113 4314,9048,5228
5468,A1XW7WZQOT6FK3,4,10401 11228 6373 7735,10353,6401
5469,A1XWINXYD448MK,4,2125 6017 11619 2822,5758,11618
5470,A1XWO6BJJF7PP,5,7345 6486 7609 8070 5097,5514,7776
5471,A1XWX7QTBR3UPV,4,10705 10698 11765 11782,11800,10378
5472,A1XX7A00LMV0B0,5,1097 6537 7256 4511 5088,7086,7571
5473,A1XX7ZG1DI7E39,5,7461 7487 9784 9408 2647,3254,3524
5474,A1XXDO3KIS2YYZ,3,4208 8123 8135,8635,10162
5475,A1XXK5ZIQ5YKKE,4,5288 8597 10337 5518,6519,6883
5476,A1XXM9JQEN95V9,3,1389 4140 4165,5886,8379
5477,A1XXP19R4BBIS4,7,7758 1376 8610 1986 1520 6783 7550,8654,1246
5478,A1XXTS077SE602,9,10678 10978 11302 9766 9701 10110 11248 11573 5665,8823,7412
5479,A1XXXD9WNPD9YS,3,11702 6532 7042,11839,11989
5480,A1XY0ASNNO7AYT,4,6828 4732 5712 5824,11375,11369
5481,A1XYGS9BACL5XM,3,189 77 2796,2133,930
5482,A1XYQ7GX8QREJN,3,3314 8620 5097,8632,9034
5483,A1XYSBJMJYXPXB,7,267 1796 8507 9815 1715 940 1642,8037,9707
5484,A1XYWDGW0SE1E2,3,6367 6194 7769,70,7525
5485,A1XYZ0013Y4AQR,4,8771 1439 3545 3950,9289,2934
5486,A1XYZSOYCTW4CG,3,1151 5147 5151,5844,11885
5487,A1XZ3Q7W0UPV56,3,2709 51 4357,10680,3677
5488,A1XZ4QLPZXPGV6,7,605 9122 9910 10353 10860 2610 7531,7598,11122
5489,A1XZBI594HFG7Z,13,11789 11880 11664 11982 11888 11961 11252 11894 6087 10457 11687 11981 11997,11998,11424
5490,A1XZDMVZZYQPVD,3,138 457 2757,2943,580
5491,A1XZET5BV5EYW1,5,3585 5261 7958 8261 9296,9298,9642
5492,A1Y03DOSTP3ZWD,9,944 5928 4977 10270 5828 10368 10442 919 7536,1972,6442
5493,A1Y04T4W6I1T0K,3,439 9195 6641,7120,7651
5494,A1Y0IW3RYX3SWE,5,1770 1587 1483 4311 5954,8030,10861
5495,A1Y0OFER9AX8SK,5,428 1561 4870 10015 10608,641,3246
5496,A1Y0QSRN3Z91C,3,1351 12027 11989,11289,12010
5497,A1Y0SZKSFOMESE,4,7564 11081 5347 638,3627,9497
5498,A1Y0TYXFU40KOS,3,1489 1306 6432,6434,8082
5499,A1Y0W8QMWK3V3U,7,3226 9514 10089 10155 10643 11126 11550,10662,10978
5500,A1Y1BX4MQAN6P5,3,7109 81 7652,8568,12
5501,A1Y1PREAQQJFEK,3,137 1368 1687,8312,99
5502,A1Y1R5R1C96Q5M,8,9265 9589 9884 10527 10708 8557 10568 10814,10813,10163
5503,A1Y20OL39W4XI7,4,6132 1249 1252 1700,9205,2074
5504,A1Y24MCR1A7PML,6,3320 810 2398 1427 4455 8771,794,2517
5505,A1Y27H97JNSNZL,3,3672 5208 5216,7570,2524
5506,A1Y2D2EDIHXHN6,6,6324 1315 5191 2352 6902 9028,4942,8255
5507,A1Y2P32QBXO7JC,6,6471 6479 7477 8070 8346 3908,10591,11311
5508,A1Y2ZTPD623BTF,3,9188 5785 9598,7846,9688
5509,A1Y32FBX45NCNL,3,9004 9594 2831,5780,11819
5510,A1Y34W3HQJQ2RH,13,843 1657 2918 3723 39 2571 2670 2868 6447 1775 5220 5675 2173,6378,9331
5511,A1Y3FEUELH3FTI,20,11601 11742 11957 11958 11993 11999 12012 12013 12063 12071 12096 11279 11704 12059 12068 12075 12074 11677 11749 11972,12061,12099
5512,A1Y3QKMCHRT73Y,15,5830 4141 7555 4619 2864 697 3392 5288 876 2053 7985 20 5469 8398 3798,5737,11269
5513,A1Y4N9DWEJW99W,5,1198 4943 542 584 1674,5134,6337
5514,A1Y4PA8IOGPPU9,5,2054 638 9286 9430 6664,6846,10861
5515,A1Y4Y0MMSFNJWT,3,2369 4848 167,129,7261
5516,A1Y51LLK1BEPG2,4,2921 1297 10665 9422,8162,10245
5517,A1Y5ERIKQBEMSP,3,3877 6726 8558,10373,11930
5518,A1Y5ESG7LTTZWV,5,431 1324 8762 5752 9618,10569,10572
5519,A1Y5V1ZOY5WVA,5,4625 7056 2318 5409 8461,8971,5504
5520,A1Y64EPRAH20CX,5,2522 2868 7418 2564 3925,7747,11045
5521,A1Y67JYC666O1K,3,998 1270 2865,7354,7716
5522,A1Y6F4OEZ99UVQ,3,663 2838 1967,1754,11403
5523,A1Y6FYP1Z6L83G,4,2915 5449 6917 5187,8550,7604
5524,A1Y765I59I0ZTE,7,2448 3117 2180 6854 1718 4828 3741,9969,9971
5525,A1Y76ZZYI90IYK,3,7105 10881 11290,10801,9235
5526,A1Y7C8PV83I3XW,3,765 2002 4184,5522,7652
5527,A1Y7JDCPP2ZOPA,4,3608 2892 1386 4272,2914,444
5528,A1Y7P7UU6XH1Z5,20,1933 2806 6191 4830 4832 6241 6710 8738 632 6395 7408 1481 6833 1477 1998 2322 2799 4766 6248 5193,8739,6251
5529,A1Y7T9SN7CTNP,3,171 7107 8123,8714,8800
5530,A1Y7TIDOJ90CCW,11,6822 47 3707 3675 4811 180 8872 428 3129 648 525,10413,5618
5531,A1Y7YR52YGFNJ,6,43 9888 2616 3002 3761 4648,5898,6946
5532,A1Y87C9PZLSCK3,5,11488 11749 11683 11741 11793,11718,11656
5533,A1Y87RE26G3SF,4,8343 10982 7981 9824,10113,9147
5534,A1Y8950MYIDY2M,4,1883 1663 492 5696,11645,5479
5535,A1Y8FAXDC434S1,4,7121 9347 3590 5527,7120,6839
5536,A1Y8MXGYT8RUBF,3,4123 5175 5527,5575,11689
5537,A1Y8VA9NT9CN3M,5,4634 9475 2602 2639 9324,3168,3872
5538,A1Y8VJRLT7KAFO,3,2541 4578 6656,6985,1953
5539,A1Y91AXTNDEIWW,4,1617 893 2373 4016,4459,5239
5540,A1Y98ZI1D2V84X,4,3503 6141 6190 6214,6215,8602
5541,A1YA3CD0KLU1JD,3,5158 621 685,5007,5926
5542,A1YA73FN8VP06A,7,4584 4908 6352 7570 9064 9094 11863,11171,11392
5543,A1YAP371XWJC6L,4,7114 4475 10750 3473,4477,11422
5544,A1YAV7FD0IJFJD,3,4081 7224 8807,9196,10128
5545,A1YB4BT2CV33OW,3,726 2069 4971,7576,2673
5546,A1YB7U6KLFXZAZ,7,11275 4283 4289 3111 3293 5100 9940,10644,11399
5547,A1YBCWIBZMSY2G,11,1977 2352 2951 4217 5191 6049 6050 2283 9101 10564 10880,10882,5429
5548,A1YBOCF1XGFFGM,6,438 7848 7976 8817 11367 7443,9111,11268
5549,A1YBV3YKSYHPB6,7,4891 10501 514 10618 2986 3185 8352,10331,8149
5550,A1YCQHS3N8E8UE,5,3878 5825 11159 11402 10720,11215,11763
5551,A1YCUWBZQGGW19,4,4505 5281 6726 5039,2092,9556
5552,A1YCV76MUFESR1,9,5474 4948 10689 10527 10668 10375 11372 6140 11774,11362,11883
5553,A1YCWZWOXLUAY5,3,4724 5347 8073,726,11710
5554,A1YD0ZDQ79NBQ0,8,3876 636 1908 5420 8728 3108 7458 622,1626,4412
5555,A1YD35RI6XTRQL,3,6324 10019 11032,11155,10370
5556,A1YDJKYFOT9QG5,6,4735 5059 8814 4857 6716 8642,9602,10763
5557,A1YDL61TWTD5ME,3,428 661 2647,2921,8248
5558,A1YDYW6JSFGBB8,3,4352 1699 7164,2997,1424
5559,A1YE4XQ4I28DSW,8,8650 8967 9108 9368 9766 10155 10177 10354,10745,10746
5560,A1YEERTQ3AFU27,3,7306 10106 3596,2599,8923
5561,A1YEMA3KHCVSEZ,10,6401 7550 7273 6785 2882 9337 5191 7066 7437 3001,8155,9773
5562,A1YEPFLLH42OU1,16,3799 3707 3540 10319 5292 10669 10537 10571 11402 1500 11897 11896 11730 11796 11728 12032,6024,10956
5563,A1YESZ8S8RGBPS,4,378 1586 4397 4014,9019,2436
5564,A1YETX467CJV00,5,3164 4856 6441 4865 4688,454,4863
5565,A1YFMKO8JTHO2,10,6376 4230 4273 5454 6909 8089 6431 8039 8666 205,5039,6726
5566,A1YG2SCO8P85Q5,3,183 3218 3465,7993,3947
5567,A1YG9BZM4OCJ4I,3,719 5793 5875,8662,4462
5568,A1YGDKJ7CAOQN3,3,1699 4352 6906,206,2765
5569,A1YGL15IYAD0KG,14,9735 5883 2549 330 2148 9122 3176 1520 5824 10718 961 1259 9192 579,1481,11321
5570,A1YH1Z44PMZQ1L,3,1823 3281 4184,7916,9524
5571,A1YH6DMZOS59A2,12,9081 6569 10709 10752 10983 10690 10372 10441 11713 11775 11817 11758,11876,11983
5572,A1YHCGT82C1B61,5,11948 11975 12053 11227 11685,11839,11275
5573,A1YHP3TKOTIIZ3,6,7129 8620 9037 10793 11022 11420,11866,11851
5574,A1YHSQ3GAFTNEG,5,4831 6700 7004 7018 8326,10403,10441
5575,A1YHXGV6GC51IM,10,460 4317 1136 7056 6856 4436 6104 399 2252 2721,5411,9430
5576,A1YI0MCJVOQHAV,4,4246 2099 7744 7851,9773,11351
5577,A1YIBS8K69EG1V,3,5776 3129 2093,9261,7421
5578,A1YIDFOSOKSAG,4,8538 1076 925 1361,3633,7874
5579,A1YIL280BNXSE4,6,2674 4184 5925 4036 9076 10191,5164,9111
5580,A1YILLVK1277IC,3,6434 5076 8989,10272,11895
5581,A1YIM13OA3J9S3,5,2736 3940 6157 5428 6299,4681,893
5582,A1YIP6DQQLNBUC,3,4026 2206 6840,7045,6363
5583,A1YIYGMYN18994,5,5186 1988 11225 9850 8352,9368,11920
5584,A1YJEY40YUW4SE,3,6845 7872 4584,0,5405
5585,A1YJKLHQJ10GJZ,12,8620 9034 10452 8835 4168 8749 8903 10248 11020 11410 8478 8481,8482,11388
5586,A1YJMG0QJXZLD4,20,220 7791 6259 9265 2619 4438 2616 2618 9249 9250 10694 4566 10558 10564 10568 10560 10561 10565 10706 3063,6640,10376
5587,A1YK1JZXIIMNZK,11,5597 5966 4865 8043 267 166 260 1778 6446 6678 7061,7632,2721
5588,A1YK59IX3EH51T,3,6263 7820 3011,8201,9119
5589,A1YK5ORSDOBRJO,20,8286 3557 5039 8242 9891 10173 6057 389 4795 7528 4433 717 7423 2002 2584 1278 1646 2232 4975 7401,4111,8630
5590,A1YKFFAJ74HXOA,11,1624 799 2459 5061 95 180 7359 7799 7699 7698 7742,6270,3207
5591,A1YKI3IKM9KW8V,5,5344 7074 1161 10975 9320,267,920
5592,A1YKICY93I50R4,3,1415 3746 2479,4520,6092
5593,A1YL2J8E5WZ7MV,3,7265 7958 8885,9509,5191
5594,A1YL5RV2FKLA4O,4,2440 3387 7939 2636,4408,3876
5595,A1YLEB9Q5JNKXG,20,8845 839 443 5085 6339 6552 7397 2721 10113 3522 6396 8343 10667 10982 11324 2755 3316 11031 3059 6193,190,11449
5596,A1YLLARX683DKC,20,8540 1363 2017 6002 6763 6914 9672 1849 2270 3470 6801 10383 3293 3718 5149 7303 7304 1898 55 1373,2689,7660
5597,A1YLR8A0X8OU0E,3,9253 3365 4948,7180,11522
5598,A1YMB134U0SU0A,4,3468 10401 10302 10814,9656,10557
5599,A1YMCUUOXV9BLH,4,7519 7651 7652 8086,11522,11860
5600,A1YMFIVQF46T5J,3,7137 2328 3027,8643,10634
5601,A1YMM5JZYWTI82,10,1489 1272 181 5979 5836 9083 4818 7789 7958 4003,330,11601
5602,A1YMNTFLNDYQ1F,20,11918 11935 11961 11962 11992 12031 12042 12028 12059 11677 11847 12093 11993 12073 5128 11259 12091 12092 11973 11919,12074,11421
5603,A1YMRKLXD49W5W,8,1002 7844 7137 1233 1837 7412 8107 6070,8732,11050
5604,A1YMVVUV1O75F3,12,8135 9999 10769 10925 10926 4663 8507 9017 9844 9827 10018 10643,10525,8898
5605,A1YMXGQQT7YWMN,20,1542 9200 5989 5934 6394 9911 7282 3484 4430 3526 5411 7892 9122 6952 6701 6752 2935 230 9168 2940,8249,11757
5606,A1YMZ3PYX65PGV,10,6578 8212 2957 6386 8738 8186 10072 1746 5094 6706,11220,2592
5607,A1YN3FO1YZV92F,3,7453 2269 1458,544,7904
5608,A1YNHL97QBYWGA,8,5828 6984 8297 8818 5431 1077 5518 6399,6143,6638
5609,A1YNI8AT0RX4FN,4,8968 1207 6060 5120,208,6839
5610,A1YNIAF6VIUF63,7,134 3274 10132 2647 10125 489 7649,7651,8166
5611,A1YNOLPAF4I0PJ,8,5566 4857 7436 3487 8325 8597 6434 8589,5577,8632
5612,A1YNROKNPCC45F,3,5983 8815 10608,8818,8258
5613,A1YNYT8F584IYV,3,8112 10815 11183,11156,9606
5614,A1YO2JISOJI0UG,6,6577 9727 7073 1554 4826 6693,8003,10399
5615,A1YO5QGGMNA94W,3,8192 1612 1226,330,11662
5616,A1YOAHJAQ3KNDZ,15,6026 871 4520 6059 8242 8074 5193 7778 4525 5192 5033 6049 6058 5126 10275,14,8082
5617,A1YOQSRKB03HQK,4,11594 1245 3473 6726,7175,10314
5618,A1YOQTO8WJC7FI,3,1911 2757 2943,4530,4534
5619,A1YP3QSM10EECD,6,6191 8255 2214 148 8966 3312,4184,2523
5620,A1YP5WLIHGG136,7,1335 2405 3700 43 3762 5878 1500,7711,5852
5621,A1YP96MT6W9FTB,7,8729 10505 10701 10810 10572 11781 11930,11534,11535
5622,A1YPIBTP32CE26,3,7752 9200 7495,6337,7417
5623,A1YPM4GCO8I1W1,3,179 2066 4170,9769,10213
5624,A1YPMP7FXG9A54,6,165 4096 132 7130 6579 7732,3190,1571
5625,A1YPT5II83LY3I,6,3306 4776 6422 3302 10873 982,2222,8321
5626,A1YPWA0MA1XNKG,6,213 266 400 6962 9674 1755,9197,1860
5627,A1YQ4Z5U9NIGP,3,1489 2008 10272,4045,5413
5628,A1YQALBYMTYLH9,3,183 2085 6447,10768,10958
5629,A1YQYPNB3YT3B8,3,1855 2647 6800,7332,5518
5630,A1YQZCX2K3ISX5,3,3626 4611 835,6315,6434
5631,A1YR160GBBYJB7,4,11253 7531 1795 4667,5057,8195
5632,A1YRCEF0HM8QVR,20,1365 2707 2783 4402 4404 7467 8307 8798 8872 10347 70 1226 2281 3197 3296 3953 7127 1175 3830 3866,8299,8360
5633,A1YRG9XIP9LGH6,3,1506 911 1811,5266,1991
5634,A1YRHLWLQYRXKH,3,9302 6101 6102,6255,11039
5635,A1YRKSACD6D8XP,6,5107 2780 6742 9445 5521 9122,2557,5078
5636,A1YRLG0G615QH,3,6081 7675 2652,4299,5097
5637,A1YRLIXIMF8KZC,7,5030 5087 6078 11127 6995 9773 7423,8890,10880
5638,A1YSA2U70V9E21,20,5243 6334 6287 7578 8698 8699 8717 8896 9646 9647 9648 9649 5265 5453 5630 5632 7015 7125 8599 8704,8743,8857
5639,A1YSI5NDGXHH72,3,4201 2419 2167,1099,3143
5640,A1YSVN7EBQZ5XT,3,10532 10 7596,10760,3855
5641,A1YSXBJFTLNSXM,7,291 327 8226 9034 9396 11425 317,5097,8295
5642,A1YSYZTXYMY5IF,3,5456 8630 6521,1307,2198
5643,A1YT9NJR4HW2KF,5,3336 5622 6997 7293 8395,9029,7471
5644,A1YTA2XWL0ESL5,3,4920 5048 3027,3981,6654
5645,A1YTD26YJF0E0R,7,4773 50 8533 4044 6726 5094 5343,10387,9602
5646,A1YTGPGPNYM2W6,3,4630 5373 5376,5432,11637
5647,A1YTIGPH3FBZLS,7,1606 1857 2769 4007 10476 3221 5249,5824,10290
5648,A1YTQUIFXD5LG1,13,4963 8144 574 9970 1356 9963 9969 7379 3104 4216 5595 8082 5999,4790,2341
5649,A1YTTKG1R5COW8,3,4623 2226 10268,7234,5738
5650,A1YTZ0IX7MY1GC,3,4988 5411 7763,1244,3221
5651,A1YUGBWG0G9REI,3,1260 2261 6726,7732,10138
5652,A1YUL9PCJR3JTY,20,261 732 386 389 1139 3027 3759 614 940 4235 2045 4238 3819 3461 4266 3416 1317 1642 516 4361,2305,11564
5653,A1YV2JN4NA793S,4,6573 7131 3487 5527,6152,7091
5654,A1YV668D5T9Y0M,6,5141 7675 2911 2912 124 9122,11038,8287
5655,A1YVDY3TISDRE1,17,2066 334 4205 8726 9459 5292 10567 10692 10809 10810 10571 10807 10710 11229 11878 11896 11899,11930,11879
5656,A1YVJ2CLK0L2WR,20,9407 1923 2863 3979 6156 6490 8134 10820 7753 8478 8480 10827 5048 5033 7121 403 5260 8483 4616 9578,279,6929
5657,A1YVO5V1SO18DZ,6,5967 6112 7840 10895 10688 10690,5089,10372
5658,A1YVUUHT093E0K,19,267 2986 8104 1253 2203 5253 970 1117 3218 7170 8192 11511 736 1754 5745 6322 7531 8823 266,8458,9802
5659,A1YW778P40UHY1,20,1203 1313 8026 8718 323 744 1341 8536 2318 5267 854 1314 6344 7942 3068 5998 6049 7489 7107 7490,6568,1167
5660,A1YW7MGDBVKJ20,15,11304 11685 11873 1247 11948 11975 12038 11227 11971 12019 12053 11839 12049 12056 12064,12065,12057
5661,A1YWLUIUGFSFWM,4,6453 8414 4462 6527,771,3619
5662,A1YX68282RPR0S,9,5344 4614 2243 2645 4556 2373 11231 2876 3920,5415,6577
5663,A1YX6S4I5GG5VK,17,6112 8902 6433 10705 10318 10704 10709 9995 11229 8975 8976 11799 11817 11803 11849 11896 11900,11730,11710
5664,A1YXA0JG832LCL,3,3422 3993 7722,5164,5986
5665,A1YXIUYWPLQG3P,3,10056 10610 7056,5040,11221
5666,A1YXM0VXF9UIC3,3,2884 5518 9183,3045,10294
5667,A1YXPBS9SCXN83,4,6027 4825 3243 219,9216,10959
5668,A1YXVLZKRQ3ZJE,11,3632 2891 2759 2698 5522 1730 5087 2557 5776 7815 9778,11453,11338
5669,A1YXW7XKL851A4,3,4005 5907 347,6873,2170
5670,A1YXXNJPLWB91P,3,1244 1641 1748,6109,11635
5671,A1YY79BIQ893R,4,9954 10223 9872 8272,6324,5358
5672,A1YYAPEP1NB5IE,4,2032 2891 5476 9168,8337,7666
5673,A1YYBZI8NOLACA,11,278 1330 2986 3185 3393 7531 8192 8968 9368 10578 10586,10587,11041
5674,A1YYCRXY7V4PC4,6,1988 3799 2139 6743 2362 906,8253,8268
5675,A1YYIIB5MTYUY7,3,963 1857 5458,3132,7414
5676,A1YYJ2CZS1G24Q,5,7604 11855 11856 11873 12065,12064,11934
5677,A1YYNHPUR4OQQX,3,5279 11561 1239,3153,11096
5678,A1YYSWBMIOZO14,5,3366 6983 11438 6049 9366,797,7758
5679,A1YZ8KOTNU1BEU,4,7313 6 6865 6843,7909,8299
5680,A1YZEKPPMXG1YJ,5,9583 9593 9251 916 8559,8977,11383
5681,A1Z0LTKUA6F94D,11,62 6433 7915 8726 10302 10383 10708 11319 11055 11219 11766,11768,11731
5682,A1Z0OQW3X6J91A,3,6483 8060 8507,8863,9070
5683,A1Z1BARTE0DQW8,6,11873 12024 11685 12019 11678 11831,12058,12021
5684,A1Z1E5FG4HSRBE,8,11040 11062 3767 9512 11190 5233 266 267,8783,8784
5685,A1Z1SAA37G03TT,13,1057 2954 4683 5681 6191 7418 8829 9218 9871 1103 1960 4545 5279,7008,10959
5686,A1Z1U1EO45HG9X,5,3438 5223 6291 7635 8071,9292,10218
5687,A1Z1U1SPXZ0YOK,3,8967 8968 9368,10162,10925
5688,A1Z22080HNQGX0,5,997 2432 2512 5191 9540,9606,10035
5689,A1Z26BI583USZ4,3,3760 375 2018,2145,3473
5690,A1Z2GKDCKMY7A1,3,2891 5412 9045,9223,11260
5691,A1Z2P4GHN01I2M,5,4036 7129 8517 8598 8634,8635,8706
5692,A1Z30WP2CDG21E,3,1426 1699 3227,2363,6316
5693,A1Z38IRYLDFTNH,3,6497 5924 6584,7254,2620
5694,A1Z3AV93ONK5VF,20,12057 11987 11739 11891 11807 11908 12040 11989 12058 12065 12064 11044 11661 12039 12078 12076 12087 11971 12066 12067,12079,12077
5695,A1Z3DS4ZYZHCAZ,3,5248 8424 467,8653,9216
5696,A1Z3XWG2W5GOHP,4,2440 4649 457 3763,453,8115
5697,A1Z422MGMYNQ8I,4,8512 5614 9827 9985,10749,10768
5698,A1Z4CLPK790W4P,3,8146 9479 3907,4627,8325
5699,A1Z4NF2GJSGIJM,20,2376 4911 7294 8020 8640 9217 2479 3331 6414 7064 8003 8645 687 2647 2806 3127 5068 2029 7418 10125,750,12024
5700,A1Z4WDS16I363C,3,382 1428 1040,1946,5023
5701,A1Z4WHS1TXCHLX,6,407 5529 5559 4541 5681 9946,10245,11678
5702,A1Z4XCX0PC1HSM,4,5461 2788 5851 7691,1113,8394
5703,A1Z54EM24Y40LL,20,5252 1001 1416 2099 5839 6045 2148 10809 10668 9473 1419 11498 3627 9286 11803 10810 11767 11780 11806 11901,11565,11566
5704,A1Z59RFKN0M5QL,5,8498 8777 1795 5986 6058,10037,0
5705,A1Z5AB1CVT1DOU,9,289 1415 9122 10827 7453 2749 3776 6117 10497,10670,11221
5706,A1Z5LOVM2O5MRN,5,6843 10613 2920 6704 4371,5928,6440
5707,A1Z5T0WHIN0O9O,5,5726 5768 1669 7082 3251,7966,1651
5708,A1Z5WNXC34H0L0,3,2419 7317 8754,9282,7043
5709,A1Z64J8ZZ600W2,9,5082 8582 199 1306 7237 7238 7240 7746 9151,2500,5191
5710,A1Z66DGH8MRIHQ,5,5897 6623 7744 4101 4525,4126,10361
5711,A1Z66KHEXSF3L5,4,56 118 2736 2752,4270,7593
5712,A1Z6LEOOIN1ISV,19,5342 9413 8283 267 1677 1777 2318 6055 8554 8560 8564 10189 10191 10837 11294 2144 7354 8240 8868,9303,10429
5713,A1Z6UBG5RQXQJG,5,10491 10852 10923 10876 11292,5862,7848
5714,A1Z71RTL4HXDF5,11,6153 2645 1351 7585 8530 5333 7382 1520 2296 4710 717,2143,9869
5715,A1Z75QXX1ZP4DM,7,4857 8598 1879 5943 6494 8599 8705,8742,9186
5716,A1Z77BZWQTRIBM,6,403 2263 1993 2961 6666 6149,200,7689
5717,A1Z77HP4XHDRMB,10,544 3423 5022 10586 726 1767 3221 7811 5233 8039,9365,10088
5718,A1Z7FZP81N8CDU,7,2647 1345 2605 1228 9707 4168 8661,69,1531
5719,A1Z7PMIC74YW1R,3,2226 5566 9117,10551,11316
5720,A1Z7U8EH5XQWBG,6,7976 6915 4464 5199 8818 9818,10363,10162
5721,A1Z7Y2GMAP9SRY,20,8822 8726 8729 10559 10567 10161 266 4053 9861 2615 3848 10942 7043 6250 10888 10664 11800 2106 11771 11896,11857,11890
5722,A1Z8EOSJ2BNQOP,9,158 4354 3357 7365 8666 8958 9718 9729 11067,3483,7283
