window,user_raw_id,user_id,position,item_id
W4,ATJZ2IBUD9NML,21340,0,1595
W4,AEOSWWUZ6DO1G,18951,0,1603
W4,A1DRM3JV6T5O6P,2208,0,1610
W4,A1SCANWWQTEG9I,4567,0,1702
W4,A3094EPI56GKZ6,11896,0,1729
W4,ASY4TVBQLUU4V,21244,0,1754
W4,A1OVQ2WZJ4H7ZX,4014,0,1959
W4,A3PUOOMF1GB3KR,16096,0,2008
W4,A3JPFWKS83R49V,15108,0,2051
W4,A281XZHQ2MDWO7,7189,0,2334
W4,A3OJX18B60PJR9,15880,0,2498
W4,A17IS2KTMUBJ52,1202,0,2612
W4,A1EQIG3D3VBU5G,2360,0,2638
W4,A1IIECPU2GF17U,2977,0,2647
W4,A2LINNB0T986FU,9424,0,2769
W4,A11C2ZX984GQW6,248,0,2844
W4,A22AD8M2SSOFHJ,6221,0,2945
W4,A3FHDBBXZFNQUK,14383,0,2994
W4,A36Y1IEN4SR0OQ,12995,0,3214
W4,A2MW6MN2UDTHOO,9695,0,3377
W4,A2KLRV9M5I1AHA,9255,0,3403
W4,A3UPYGJKZ0XTU4,16934,0,3421
W4,A291HTT117RVS9,7365,0,3653
W4,A5P60H1YBPXBE,17449,0,3692
W4,A5XG0KDFX4WMI,17486,0,3726
W4,AAYJA4GME03V6,18303,0,3748
W4,AAYJA4GME03V6,18303,1,6825
W4,A3KT85K6QPMGSV,15275,0,3767
W4,A2PNOU7NXB1JE4,10167,0,3770
W4,A571T4LGCDJJZ,17385,0,3775
W4,A3GX6U4H2CRY71,14642,0,3854
W4,A3UBDVOL5UDIIB,16884,0,3933
W4,A32GK89C999834,12254,0,4541
W4,A2DCS7ORDHO1RQ,8099,0,5118
W5,A2B7BUH8834Y6M,7721,0,19
W5,A2B7BUH8834Y6M,7721,1,69
W5,A2B7BUH8834Y6M,7721,2,16
W5,A2B7BUH8834Y6M,7721,3,428
W5,A2B7BUH8834Y6M,7721,4,2299
W5,A281NPSIMI1C2R,7187,0,1957
W5,A281NPSIMI1C2R,7187,1,979
W5,A281NPSIMI1C2R,7187,2,1610
W5,A281NPSIMI1C2R,7187,3,143
W5,A281NPSIMI1C2R,7187,4,1309
W5,A281NPSIMI1C2R,7187,5,1077
W5,A281NPSIMI1C2R,7187,6,1220
W5,A281NPSIMI1C2R,7187,7,1400
W5,A281NPSIMI1C2R,7187,8,418
W5,A281NPSIMI1C2R,7187,9,417
W5,A281NPSIMI1C2R,7187,10,415
W5,A281NPSIMI1C2R,7187,11,2626
W5,A281NPSIMI1C2R,7187,12,2598
W5,A281NPSIMI1C2R,7187,13,732
W5,A281NPSIMI1C2R,7187,14,3938
W5,A281NPSIMI1C2R,7187,15,364
W5,A281NPSIMI1C2R,7187,16,3101
W5,A281NPSIMI1C2R,7187,17,2603
W5,A281NPSIMI1C2R,7187,18,3240
W5,A281NPSIMI1C2R,7187,19,3847
W5,AK7CAW3N1XZV6,19848,0,29
W5,AK7CAW3N1XZV6,19848,1,2541
W5,AK7CAW3N1XZV6,19848,2,161
W5,AK7CAW3N1XZV6,19848,3,111
W5,AK7CAW3N1XZV6,19848,4,365
W5,AK7CAW3N1XZV6,19848,5,800
W5,AK7CAW3N1XZV6,19848,6,862
W5,AK7CAW3N1XZV6,19848,7,2411
W5,AK7CAW3N1XZV6,19848,8,781
W5,AK7CAW3N1XZV6,19848,9,841
W5,AK7CAW3N1XZV6,19848,10,776
W5,AK7CAW3N1XZV6,19848,11,1268
W5,AK7CAW3N1XZV6,19848,12,2842
W5,AK7CAW3N1XZV6,19848,13,187
W5,AK7CAW3N1XZV6,19848,14,2476
W5,AK7CAW3N1XZV6,19848,15,3466
W5,A1SBVY5DX5ZKUX,4565,0,35
W5,A1SBVY5DX5ZKUX,4565,1,51
W5,A1SBVY5DX5ZKUX,4565,2,2299
W5,A1SBVY5DX5ZKUX,4565,3,2341
W5,A1SBVY5DX5ZKUX,4565,4,3181
W5,A1K5DUV1L52MUD,3244,0,559
W5,A1K5DUV1L52MUD,3244,1,841
W5,A1K5DUV1L52MUD,3244,2,46
W5,A1K5DUV1L52MUD,3244,3,58
W5,A1K5DUV1L52MUD,3244,4,2299
W5,A2D914K7LL3TM0,8085,0,46
W5,AXJTNYD3UK1BP,21977,0,58
W5,AXJTNYD3UK1BP,21977,1,75
W5,AXJTNYD3UK1BP,21977,2,2299
W5,AXJTNYD3UK1BP,21977,3,2419
W5,AXJTNYD3UK1BP,21977,4,3335
W5,A3M174IC0VXOS2,15464,0,1093
W5,A3M174IC0VXOS2,15464,1,1681
W5,A3M174IC0VXOS2,15464,2,2050
W5,A3M174IC0VXOS2,15464,3,1706
W5,A3M174IC0VXOS2,15464,4,228
W5,A3M174IC0VXOS2,15464,5,4537
W5,A3M174IC0VXOS2,15464,6,1230
W5,A3M174IC0VXOS2,15464,7,1182
W5,A3M174IC0VXOS2,15464,8,2336
W5,A3M174IC0VXOS2,15464,9,2341
W5,A3M174IC0VXOS2,15464,10,2113
W5,A3M174IC0VXOS2,15464,11,3559
W5,A3M174IC0VXOS2,15464,12,4024
W5,A3M174IC0VXOS2,15464,13,4049
W5,A3M174IC0VXOS2,15464,14,4270
W5,A3M174IC0VXOS2,15464,15,2294
W5,A3M174IC0VXOS2,15464,16,4151
W5,A3M174IC0VXOS2,15464,17,4677
W5,A3M174IC0VXOS2,15464,18,904
W5,A3M174IC0VXOS2,15464,19,2632
W5,A1Z54EM24Y40LL,5703,0,666
W5,A1Z54EM24Y40LL,5703,1,69
W5,A1Z54EM24Y40LL,5703,2,648
W5,A1Z54EM24Y40LL,5703,3,76
W5,A1Z54EM24Y40LL,5703,4,3837
W5,A1Z54EM24Y40LL,5703,5,3690
W5,A1Z54EM24Y40LL,5703,6,1376
W5,A1Z54EM24Y40LL,5703,7,3845
W5,A1Z54EM24Y40LL,5703,8,6791
W5,A1Z54EM24Y40LL,5703,9,3299
W5,A1Z54EM24Y40LL,5703,10,3919
W5,A1AMVA4R3G58TV,1725,0,81
W5,A1AMVA4R3G58TV,1725,1,184
W5,A1AMVA4R3G58TV,1725,2,188
W5,A3N6JG64P2G9EV,15643,0,118
W5,A2IQ2DVZK4YZCW,8960,0,147
W5,A3RGN75LHYAG8U,16382,0,150
W5,AWIF8AR75LL9L,21814,0,151
W5,AWIF8AR75LL9L,21814,1,2299
W5,AWIF8AR75LL9L,21814,2,2309
W5,AWIF8AR75LL9L,21814,3,3801
W5,AWIF8AR75LL9L,21814,4,70
W5,AWIF8AR75LL9L,21814,5,2663
W5,AWIF8AR75LL9L,21814,6,2419
W5,AWIF8AR75LL9L,21814,7,4024
W5,AWIF8AR75LL9L,21814,8,4039
W5,A1IU7S4HCK1XK0,3038,0,174
W5,A1IU7S4HCK1XK0,3038,1,203
W5,A1IU7S4HCK1XK0,3038,2,849
W5,A1IU7S4HCK1XK0,3038,3,64
W5,A1IU7S4HCK1XK0,3038,4,255
W5,A1IU7S4HCK1XK0,3038,5,261
W5,A1IU7S4HCK1XK0,3038,6,415
W5,A1IU7S4HCK1XK0,3038,7,957
W5,A1IU7S4HCK1XK0,3038,8,2299
W5,AN81JUYW2SL24,20353,0,175
W5,AN81JUYW2SL24,20353,1,3181
W5,AN81JUYW2SL24,20353,2,2777
W5,AN81JUYW2SL24,20353,3,3347
W5,AN81JUYW2SL24,20353,4,1261
W5,AN81JUYW2SL24,20353,5,4270
W5,AQNDWV4YMTBZF,20868,0,3403
W5,AQNDWV4YMTBZF,20868,1,240
W5,A1UGYU7MRZXXMJ,4897,0,335
W5,A1GTSEGAXWRSO8,2696,0,372
W5,A1ACM1CBGORBN1,1669,0,437
W5,A1ACM1CBGORBN1,1669,1,3347
W5,A1ACM1CBGORBN1,1669,2,4051
W5,A31E0MN0BPGLIE,12075,0,493
W5,A31E0MN0BPGLIE,12075,1,950
W5,A31E0MN0BPGLIE,12075,2,960
W5,A31E0MN0BPGLIE,12075,3,1282
W5,A31E0MN0BPGLIE,12075,4,2603
W5,A31E0MN0BPGLIE,12075,5,2637
W5,A31E0MN0BPGLIE,12075,6,2746
W5,A27493GW3TEX65,7028,0,570
W5,A27493GW3TEX65,7028,1,1092
W5,A27493GW3TEX65,7028,2,572
W5,A27493GW3TEX65,7028,3,571
W5,A27493GW3TEX65,7028,4,573
W5,A27493GW3TEX65,7028,5,559
W5,A27493GW3TEX65,7028,6,2113
W5,A27493GW3TEX65,7028,7,4152
W5,A1FRBG71Y7L7PB,2529,0,746
W5,A1BHCE2409B5QF,1862,0,1065
W5,A1BHCE2409B5QF,1862,1,563
W5,A1BHCE2409B5QF,1862,2,1092
W5,A1BHCE2409B5QF,1862,3,44
W5,A1BHCE2409B5QF,1862,4,366
W5,A1BHCE2409B5QF,1862,5,1077
W5,AX7QMRXX81L9K,21919,0,3403
W5,AX7QMRXX81L9K,21919,1,2309
W5,AX7QMRXX81L9K,21919,2,3181
W5,AX7QMRXX81L9K,21919,3,3817
W5,AX7QMRXX81L9K,21919,4,4040
W5,AN5T6MAD6FC5I,20337,0,6
W5,A3UC3YT2E65LZO,16887,0,33
W5,A3UC3YT2E65LZO,16887,1,28
W5,A3UC3YT2E65LZO,16887,2,450
W5,A13IRKEEPFTWFM,568,0,29
W5,A13IRKEEPFTWFM,568,1,51
W5,A13IRKEEPFTWFM,568,2,52
W5,A13IRKEEPFTWFM,568,3,95
W5,A13IRKEEPFTWFM,568,4,97
W5,ACXCS6NRA4EVU,18644,0,30
W5,ACXCS6NRA4EVU,18644,1,955
W5,ACXCS6NRA4EVU,18644,2,912
W5,ACXCS6NRA4EVU,18644,3,728
W5,ACXCS6NRA4EVU,18644,4,954
W5,AVYEYDC974DMD,21723,0,39
W5,AVYEYDC974DMD,21723,1,3653
W5,AVYEYDC974DMD,21723,2,2212
W5,AVYEYDC974DMD,21723,3,1613
W5,AQ1F3NP2G15S5,20776,0,563
W5,AQ1F3NP2G15S5,20776,1,42
W5,AQ1F3NP2G15S5,20776,2,3767
W5,ACNON4BZACUUL,18597,0,44
W5,ACNON4BZACUUL,18597,1,183
W5,A2W10YRC8CWAD7,11222,0,45
W5,A2W10YRC8CWAD7,11222,1,73
W5,A2W10YRC8CWAD7,11222,2,82
W5,A2W10YRC8CWAD7,11222,3,46
W5,A2W10YRC8CWAD7,11222,4,1273
W5,A3AGU9IY4LDG03,13561,0,54
W5,A3AGU9IY4LDG03,13561,1,1311
W5,A13STKDYQO5DQ8,608,0,744
W5,A13STKDYQO5DQ8,608,1,1023
W5,A13STKDYQO5DQ8,608,2,56
W5,A13STKDYQO5DQ8,608,3,696
W5,A13STKDYQO5DQ8,608,4,705
W5,A13STKDYQO5DQ8,608,5,3667
W5,A340T3DDR0ZTZ6,12520,0,497
W5,A340T3DDR0ZTZ6,12520,1,59
W5,A340T3DDR0ZTZ6,12520,2,6905
W5,ABWQP3ABN4EK6,18479,0,61
W5,ABWQP3ABN4EK6,18479,1,1455
W5,ABWQP3ABN4EK6,18479,2,1456
W5,ABWQP3ABN4EK6,18479,3,407
W5,A2ZI4RMRSA072T,11782,0,63
W5,A2ZI4RMRSA072T,11782,1,87
W5,A2ZI4RMRSA072T,11782,2,149
W5,A2ZI4RMRSA072T,11782,3,384
W5,A2ZI4RMRSA072T,11782,4,1195
W5,A2ZI4RMRSA072T,11782,5,559
W5,A2ZI4RMRSA072T,11782,6,570
W5,A2ZI4RMRSA072T,11782,7,573
W5,A2ZI4RMRSA072T,11782,8,2582
W5,A2ZI4RMRSA072T,11782,9,3101
W5,A2ZI4RMRSA072T,11782,10,4277
W5,A27UE9HJRZ22YI,7156,0,838
W5,A27UE9HJRZ22YI,7156,1,904
W5,A27UE9HJRZ22YI,7156,2,3669
W5,A27UE9HJRZ22YI,7156,3,3692
W5,A27UE9HJRZ22YI,7156,4,4709
W5,A27UE9HJRZ22YI,7156,5,1826
W5,A27UE9HJRZ22YI,7156,6,3755
W5,A27UE9HJRZ22YI,7156,7,97
W5,A27UE9HJRZ22YI,7156,8,1160
W5,A27UE9HJRZ22YI,7156,9,443
W5,A27UE9HJRZ22YI,7156,10,3938
W5,A27UE9HJRZ22YI,7156,11,916
W5,A27UE9HJRZ22YI,7156,12,1761
W5,A27UE9HJRZ22YI,7156,13,2060
W5,A27UE9HJRZ22YI,7156,14,2604
W5,A27UE9HJRZ22YI,7156,15,2045
W5,AKMEY1BSHSDG7,19921,0,2299
W5,AKMEY1BSHSDG7,19921,1,1944
W5,AKMEY1BSHSDG7,19921,2,3801
W5,AKMEY1BSHSDG7,19921,3,2663
W5,AKMEY1BSHSDG7,19921,4,3472
W5,AKMEY1BSHSDG7,19921,5,2419
W5,AKMEY1BSHSDG7,19921,6,255
W5,AKMEY1BSHSDG7,19921,7,981
W5,AKMEY1BSHSDG7,19921,8,3347
W5,AKMEY1BSHSDG7,19921,9,3767
W5,AKMEY1BSHSDG7,19921,10,640
W5,AKMEY1BSHSDG7,19921,11,775
W5,AKMEY1BSHSDG7,19921,12,2131
W5,AKMEY1BSHSDG7,19921,13,369
W5,AKMEY1BSHSDG7,19921,14,194
W5,AKMEY1BSHSDG7,19921,15,4051
W5,AKMEY1BSHSDG7,19921,16,4040
W5,AKMEY1BSHSDG7,19921,17,4148
W5,AKMEY1BSHSDG7,19921,18,881
W5,AKMEY1BSHSDG7,19921,19,4630
W5,A3FY3H6F4249E0,14456,0,687
W5,A3FY3H6F4249E0,14456,1,112
W5,A3FY3H6F4249E0,14456,2,763
W5,A3FY3H6F4249E0,14456,3,3181
W5,A3FY3H6F4249E0,14456,4,4270
W5,A28TWWUAWFVCTR,7328,0,121
W5,A3OZGW7KKKHYA4,15953,0,123
W5,AH1LFGRAN3GPC,19324,0,125
W5,A1E7AIEUMWTQNQ,2274,0,2998
W5,A1E7AIEUMWTQNQ,2274,1,1457
W5,A1E7AIEUMWTQNQ,2274,2,134
W5,A1E7AIEUMWTQNQ,2274,3,3834
W5,A1E7AIEUMWTQNQ,2274,4,1881
W5,A2X3OBHN1ICMZJ,11385,0,671
W5,A2X3OBHN1ICMZJ,11385,1,573
W5,A2X3OBHN1ICMZJ,11385,2,149
W5,A2X3OBHN1ICMZJ,11385,3,560
W5,A2X3OBHN1ICMZJ,11385,4,570
W5,A2X3OBHN1ICMZJ,11385,5,571
W5,A1MH8AMADOLQN8,3609,0,1250
W5,A1MH8AMADOLQN8,3609,1,151
W5,A1MH8AMADOLQN8,3609,2,843
W5,A1MH8AMADOLQN8,3609,3,1879
W5,A1MH8AMADOLQN8,3609,4,1603
W5,A39VNRG8P49QED,13470,0,151
W5,A39VNRG8P49QED,13470,1,1749
W5,A39VNRG8P49QED,13470,2,209
W5,A1HFT68GJ42LTM,2808,0,157
W5,A3P8CU9874SRK5,15983,0,159
W5,A3P8CU9874SRK5,15983,1,457
W5,A3P8CU9874SRK5,15983,2,1189
W5,A3P8CU9874SRK5,15983,3,1178
W5,A141W8WHW9AC3H,645,0,172
W5,A3H7NPNDMGLOU4,14693,0,174
W5,A1SYLII0808HD6,4659,0,1278
W5,A1SYLII0808HD6,4659,1,258
W5,A1SYLII0808HD6,4659,2,519
W5,A1SYLII0808HD6,4659,3,174
W5,A1SYLII0808HD6,4659,4,1273
W5,A1SYLII0808HD6,4659,5,1165
W5,A1SYLII0808HD6,4659,6,330
W5,A1TKX01K86Y3G9,4750,0,184
W5,A1TKX01K86Y3G9,4750,1,2025
W5,A1TKX01K86Y3G9,4750,2,714
W5,A1TKX01K86Y3G9,4750,3,1582
W5,A1TKX01K86Y3G9,4750,4,2021
W5,A1TKX01K86Y3G9,4750,5,955
W5,ALIBRPT7KIE1J,20043,0,860
W5,ALIBRPT7KIE1J,20043,1,904
W5,ALIBRPT7KIE1J,20043,2,187
W5,ALIBRPT7KIE1J,20043,3,3706
W5,A3PV7BY8K747QE,16099,0,189
W5,A3PV7BY8K747QE,16099,1,208
W5,A3PV7BY8K747QE,16099,2,687
W5,A3PV7BY8K747QE,16099,3,288
W5,A24XUWT3SCRAPT,6669,0,191
W5,A24XUWT3SCRAPT,6669,1,208
W5,A24XUWT3SCRAPT,6669,2,687
W5,A24XUWT3SCRAPT,6669,3,1244
W5,A24XUWT3SCRAPT,6669,4,3718
W5,A24XUWT3SCRAPT,6669,5,3665
W5,A24XUWT3SCRAPT,6669,6,1401
W5,A2SH7OWE8QJYNC,10611,0,191
W5,A2SH7OWE8QJYNC,10611,1,1538
W5,A2SH7OWE8QJYNC,10611,2,366
W5,A2SH7OWE8QJYNC,10611,3,1782
W5,A2SH7OWE8QJYNC,10611,4,6865
W5,A2SH7OWE8QJYNC,10611,5,2801
W5,A2SH7OWE8QJYNC,10611,6,3027
W5,A2SH7OWE8QJYNC,10611,7,3636
W5,A2SH7OWE8QJYNC,10611,8,3637
W5,A2SH7OWE8QJYNC,10611,9,2646
W5,A2SH7OWE8QJYNC,10611,10,3951
W5,A2SH7OWE8QJYNC,10611,11,4051
W5,A2SH7OWE8QJYNC,10611,12,4039
W5,A2SH7OWE8QJYNC,10611,13,4677
W5,A1BN12O9JLKHXU,1887,0,1244
W5,A1BN12O9JLKHXU,1887,1,191
W5,A1BN12O9JLKHXU,1887,2,1161
W5,A1BN12O9JLKHXU,1887,3,1243
W5,A1BN12O9JLKHXU,1887,4,1128
W5,A1BN12O9JLKHXU,1887,5,1457
W5,A1BN12O9JLKHXU,1887,6,1238
W5,A3R11XXC7MVNYW,16291,0,191
W5,A3R11XXC7MVNYW,16291,1,680
W5,A3R11XXC7MVNYW,16291,2,1465
W5,A3R11XXC7MVNYW,16291,3,1455
W5,A3R11XXC7MVNYW,16291,4,3669
W5,A1FHWJ7EFO3E3U,2479,0,195
W5,A1FHWJ7EFO3E3U,2479,1,4049
W5,A3RKKP0PT14CNM,16398,0,1402
W5,A3RKKP0PT14CNM,16398,1,3749
W5,A3RKKP0PT14CNM,16398,2,3750
W5,A3RKKP0PT14CNM,16398,3,1220
W5,A3RKKP0PT14CNM,16398,4,3752
W5,A3RKKP0PT14CNM,16398,5,207
W5,A5N1HB1T4EKCM,17439,0,4850
W5,A5N1HB1T4EKCM,17439,1,208
W5,A5N1HB1T4EKCM,17439,2,53
W5,A1X2LENOF84LCQ,5331,0,208
W5,A1X2LENOF84LCQ,5331,1,2299
W5,A1X2LENOF84LCQ,5331,2,2336
W5,A1X2LENOF84LCQ,5331,3,2341
W5,A1X2LENOF84LCQ,5331,4,2309
W5,A1X2LENOF84LCQ,5331,5,2663
W5,A1X2LENOF84LCQ,5331,6,2419
W5,A1X2LENOF84LCQ,5331,7,3636
W5,A1X2LENOF84LCQ,5331,8,3248
W5,A1X2LENOF84LCQ,5331,9,4040
W5,A1X2LENOF84LCQ,5331,10,4675
W5,A2OW1FKQFPIA5D,10035,0,209
W5,A10G136JEISLVR,112,0,219
W5,A3AOKQCH0YBZDS,13597,0,3472
W5,A3AOKQCH0YBZDS,13597,1,221
W5,A3AOKQCH0YBZDS,13597,2,3285
W5,A3AOKQCH0YBZDS,13597,3,215
W5,A1P4F6HIXU6WYE,4046,0,4510
W5,A1P4F6HIXU6WYE,4046,1,1225
W5,A1P4F6HIXU6WYE,4046,2,225
W5,A1P4F6HIXU6WYE,4046,3,902
W5,A1WSQ0QRWQC7VI,5285,0,708
W5,A1WSQ0QRWQC7VI,5285,1,234
W5,A1WSQ0QRWQC7VI,5285,2,2341
W5,A1WSQ0QRWQC7VI,5285,3,3555
W5,A1WSQ0QRWQC7VI,5285,4,3637
W5,A1WSQ0QRWQC7VI,5285,5,3248
W5,A1WSQ0QRWQC7VI,5285,6,3878
W5,A1WSQ0QRWQC7VI,5285,7,3898
W5,A12IRGQLFE4EBA,420,0,240
W5,A12IRGQLFE4EBA,420,1,407
W5,AIIR8E34EDKCQ,19564,0,3801
W5,AIIR8E34EDKCQ,19564,1,1662
W5,AIIR8E34EDKCQ,19564,2,563
W5,AIIR8E34EDKCQ,19564,3,3015
W5,AIIR8E34EDKCQ,19564,4,1663
W5,AIIR8E34EDKCQ,19564,5,131
W5,AIIR8E34EDKCQ,19564,6,3555
W5,AIIR8E34EDKCQ,19564,7,3347
W5,AIIR8E34EDKCQ,19564,8,4059
W5,AIIR8E34EDKCQ,19564,9,3637
W5,AIIR8E34EDKCQ,19564,10,4049
W5,AIIR8E34EDKCQ,19564,11,4152
W5,AIIR8E34EDKCQ,19564,12,1157
W5,AIIR8E34EDKCQ,19564,13,4051
W5,AIIR8E34EDKCQ,19564,14,413
W5,AIIR8E34EDKCQ,19564,15,3389
W5,AIIR8E34EDKCQ,19564,16,4040
W5,AIIR8E34EDKCQ,19564,17,4148
W5,AIIR8E34EDKCQ,19564,18,1010
W5,AIIR8E34EDKCQ,19564,19,4677
W5,APG4YVSUN3T6S,20697,0,247
W5,APG4YVSUN3T6S,20697,1,1370
W5,APG4YVSUN3T6S,20697,2,1518
W5,APG4YVSUN3T6S,20697,3,3389
W5,APG4YVSUN3T6S,20697,4,3848
W5,A2JCNIN1RNRCQI,9054,0,1135
W5,A2JCNIN1RNRCQI,9054,1,365
W5,A2JCNIN1RNRCQI,9054,2,255
W5,A2JCNIN1RNRCQI,9054,3,1151
W5,A2JCNIN1RNRCQI,9054,4,1152
W5,A2JCNIN1RNRCQI,9054,5,2113
W5,A2JCNIN1RNRCQI,9054,6,3637
W5,A2JCNIN1RNRCQI,9054,7,3636
W5,A2JCNIN1RNRCQI,9054,8,2067
W5,ASGIVOW34XNQS,21167,0,1634
W5,ASGIVOW34XNQS,21167,1,256
W5,ASGIVOW34XNQS,21167,2,4850
W5,ASGIVOW34XNQS,21167,3,985
W5,A182CP8NRL79TT,1290,0,258
W5,A182CP8NRL79TT,1290,1,839
W5,A182CP8NRL79TT,1290,2,5391
W5,A182CP8NRL79TT,1290,3,261
W5,A182CP8NRL79TT,1290,4,4862
W5,A1YUL9PCJR3JTY,5652,0,2121
W5,A1YUL9PCJR3JTY,5652,1,261
W5,A1YUL9PCJR3JTY,5652,2,732
W5,A1YUL9PCJR3JTY,5652,3,386
W5,A1YUL9PCJR3JTY,5652,4,389
W5,A1YUL9PCJR3JTY,5652,5,1139
W5,A1YUL9PCJR3JTY,5652,6,3027
W5,A7MJTKHGS43RY,17749,0,275
W5,A7MJTKHGS43RY,17749,1,799
W5,A7MJTKHGS43RY,17749,2,1962
W5,A7MJTKHGS43RY,17749,3,1071
W5,A7MJTKHGS43RY,17749,4,2837
W5,A7MJTKHGS43RY,17749,5,4580
W5,A1X93ES4DITTWK,5368,0,277
W5,A1X93ES4DITTWK,5368,1,1424
W5,A1X93ES4DITTWK,5368,2,552
W5,A1X93ES4DITTWK,5368,3,1273
W5,AEUY5C51JAWWH,18968,0,289
W5,AEUY5C51JAWWH,18968,1,290
W5,AEUY5C51JAWWH,18968,2,365
W5,AEUY5C51JAWWH,18968,3,3270
W5,AEUY5C51JAWWH,18968,4,2549
W5,A3NPJBLPHVWEF6,15738,0,304
W5,A2ZV4X5FFYBOIZ,11836,0,311
W5,A2ZV4X5FFYBOIZ,11836,1,2801
W5,AXO4PQU0XG3TG,22002,0,359
W5,A3LMILRM9OC3SA,15399,0,372
W5,A24ZFFRQ4MG3XL,6681,0,2986
W5,A24ZFFRQ4MG3XL,6681,1,932
W5,A24ZFFRQ4MG3XL,6681,2,386
W5,A24ZFFRQ4MG3XL,6681,3,783
W5,A24ZFFRQ4MG3XL,6681,4,3767
W5,A24ZFFRQ4MG3XL,6681,5,948
W5,A24ZFFRQ4MG3XL,6681,6,1970
W5,A24ZFFRQ4MG3XL,6681,7,1595
W5,A24ZFFRQ4MG3XL,6681,8,393
W5,A24ZFFRQ4MG3XL,6681,9,799
W5,A24ZFFRQ4MG3XL,6681,10,407
W5,A24ZFFRQ4MG3XL,6681,11,68
W5,A24ZFFRQ4MG3XL,6681,12,1876
W5,A24ZFFRQ4MG3XL,6681,13,2629
W5,A24ZFFRQ4MG3XL,6681,14,1362
W5,A24ZFFRQ4MG3XL,6681,15,3786
W5,A24ZFFRQ4MG3XL,6681,16,3148
W5,A24ZFFRQ4MG3XL,6681,17,434
W5,A24ZFFRQ4MG3XL,6681,18,222
W5,ATNQNZEHWMR9U,21358,0,390
W5,A15WQOFOLORISW,943,0,391
W5,A1RHVEZJA30HGW,4427,0,1040
W5,A1RHVEZJA30HGW,4427,1,890
W5,A1RHVEZJA30HGW,4427,2,563
W5,A1RHVEZJA30HGW,4427,3,1085
W5,A1RHVEZJA30HGW,4427,4,1014
W5,A1RHVEZJA30HGW,4427,5,1092
W5,A1RHVEZJA30HGW,4427,6,1022
W5,A1RHVEZJA30HGW,4427,7,393
W5,A1RHVEZJA30HGW,4427,8,618
W5,A1RHVEZJA30HGW,4427,9,429
W5,A1RHVEZJA30HGW,4427,10,790
W5,A1RHVEZJA30HGW,4427,11,1077
W5,A3Q68B3TNPD3W7,16156,0,407
W5,A26EQ8U96JA92T,6919,0,407
W5,A26EQ8U96JA92T,6919,1,3335
W5,A26EQ8U96JA92T,6919,2,2113
W5,A26EQ8U96JA92T,6919,3,3559
W5,A26EQ8U96JA92T,6919,4,1261
W5,A26EQ8U96JA92T,6919,5,3878
W5,A26EQ8U96JA92T,6919,6,4152
W5,A26EQ8U96JA92T,6919,7,4675
W5,A3Q30ZLF1UDGQU,16139,0,407
W5,AN96RZ92SLGJV,20355,0,407
W5,AN96RZ92SLGJV,20355,1,801
W5,AN96RZ92SLGJV,20355,2,806
W5,A1KXONFPU2XQ5K,3360,0,407
W5,A28WXDXJA1P0MC,7345,0,1860
W5,A28WXDXJA1P0MC,7345,1,1338
W5,A28WXDXJA1P0MC,7345,2,407
W5,A28WXDXJA1P0MC,7345,3,2518
W5,A28WXDXJA1P0MC,7345,4,2559
W5,A28WXDXJA1P0MC,7345,5,2565
W5,A28WXDXJA1P0MC,7345,6,3335
W5,A28WXDXJA1P0MC,7345,7,3248
W5,A28WXDXJA1P0MC,7345,8,3487
W5,A28WXDXJA1P0MC,7345,9,1261
W5,A28WXDXJA1P0MC,7345,10,4051
W5,AWBGHDHH7E51F,21780,0,3129
W5,AWBGHDHH7E51F,21780,1,407
W5,AWBGHDHH7E51F,21780,2,5827
W5,A1ZHQ6X4P0AVMU,5762,0,408
W5,A1HEC6K4A223XB,2800,0,417
W5,A1HEC6K4A223XB,2800,1,418
W5,A1HEC6K4A223XB,2800,2,416
W5,A1HEC6K4A223XB,2800,3,3099
W5,A1HEC6K4A223XB,2800,4,415
W5,ABFOAYZA2UHD3,18380,0,416
W5,ABFOAYZA2UHD3,18380,1,841
W5,ABFOAYZA2UHD3,18380,2,1025
W5,ABFOAYZA2UHD3,18380,3,2840
W5,ABFOAYZA2UHD3,18380,4,1595
W5,A2IKX7H2PLHULP,8933,0,3099
W5,A2IKX7H2PLHULP,8933,1,416
W5,A2IKX7H2PLHULP,8933,2,419
W5,A34T6SD5HUGLCJ,12651,0,418
W5,A34T6SD5HUGLCJ,12651,1,417
W5,A34T6SD5HUGLCJ,12651,2,3248
W5,A34T6SD5HUGLCJ,12651,3,3878
W5,A34T6SD5HUGLCJ,12651,4,4151
W5,A10Z8FC0SMU5VQ,195,0,417
W5,A10Z8FC0SMU5VQ,195,1,418
W5,A2FFGM7Z66SV15,8405,0,417
W5,A2FFGM7Z66SV15,8405,1,577
W5,A2FFGM7Z66SV15,8405,2,407
W5,A2FFGM7Z66SV15,8405,3,1558
W5,A2FFGM7Z66SV15,8405,4,3218
W5,A1RECBDKHVOJMW,4406,0,419
W5,A1RECBDKHVOJMW,4406,1,809
W5,A1RECBDKHVOJMW,4406,2,417
W5,A1RECBDKHVOJMW,4406,3,988
W5,ATXXFUSOPCB7Q,21404,0,417
W5,ATXXFUSOPCB7Q,21404,1,3696
W5,A2MBLVMVDLHK1L,9592,0,418
W5,AMUBKA81U7DKM,20264,0,421
