item_id,asin,l2_norm,mean,std,min,max,text_length
1131,B000DIN3A8,1.350204,0.000336,0.029841,-0.304128,0.211974,367
1132,B000E0G09Q,1.360102,0.000325,0.03006,-0.301381,0.271091,327
1133,B000E0I5IK,1.467912,-0.00038,0.032442,-0.216109,0.142076,97
1134,B000E0K7NQ,1.43975,-0.000391,0.03182,-0.223878,0.137521,102
1135,B000E202KM,1.469281,0.000158,0.032474,-0.336033,0.240776,298
1136,B000E3A6F2,1.220128,0.000184,0.026967,-0.272656,0.289929,1592
1137,B000E3BZUW,1.185388,0.000855,0.026186,-0.230164,0.291211,1032
1138,B000E4AR8C,1.375429,0.000697,0.030392,-0.313192,0.271295,1094
1139,B000E75ES2,1.29816,0.000318,0.028691,-0.278215,0.238066,384
1140,B000E793P2,1.219878,0.000125,0.026962,-0.238003,0.245424,981
1141,B000E7SSI0,1.27459,0.000322,0.02817,-0.306238,0.265436,682
1142,B000E7UDJW,1.240559,0.000322,0.027418,-0.311251,0.266108,650
1143,B000E7UDWO,1.192024,0.000437,0.026343,-0.287021,0.257211,713
1144,B000E7UF8G,1.322261,0.001285,0.029197,-0.29594,0.297242,1038
1145,B000E7WG56,1.270205,0.000155,0.028074,-0.30631,0.257134,697
1146,B000E7WGJ2,1.27118,0.000303,0.028095,-0.328054,0.259471,662
1147,B000E7WI6I,1.152322,0.000223,0.025468,-0.27575,0.245188,697
1148,B000E7YJSI,1.359814,0.001007,0.030038,-0.309149,0.253088,1124
1149,B000E7YL1I,1.242547,0.000319,0.027462,-0.298488,0.251498,714
1150,B000E7YL3G,1.156543,0.0003,0.025561,-0.280939,0.242887,656
1151,B000E8O8UQ,1.490841,0.000581,0.032946,-0.374938,0.235408,364
1152,B000E8PG98,1.452008,0.000314,0.032091,-0.377245,0.225556,640
1153,B000E8VI9U,1.664397,0.00128,0.036765,-0.320079,0.19655,88
1154,B000E99ZCQ,1.436086,0.000281,0.03174,-0.342666,0.236637,321
1155,B000EA0L5K,1.220352,0.000314,0.026971,-0.266038,0.248512,852
1156,B000EA2M3E,1.293943,-0.000196,0.028599,-0.245087,0.199177,784
1157,B000EBAHHG,1.487778,8.6e-05,0.032883,-0.354353,0.313759,525
1158,B000EBIDIQ,1.346049,-4.5e-05,0.029751,-0.307089,0.194463,864
1159,B000EBIDJ0,1.385132,4e-05,0.030615,-0.295576,0.23089,420
1160,B000EBIDJA,1.334551,0.000212,0.029496,-0.274838,0.212994,397
1161,B000EBZ7XK,1.631806,0.000578,0.036062,-0.303118,0.231367,95
1162,B000EE803Q,1.391681,0.000181,0.030759,-0.31702,0.208191,322
1163,B000EEBWJ0,1.408708,0.000104,0.031136,-0.295339,0.213845,327
1164,B000EEX7TI,1.426018,0.000131,0.031518,-0.306858,0.295003,488
1165,B000EEZAXO,1.409643,-0.000262,0.031156,-0.232177,0.149516,99
1166,B000EGIEP8,1.371544,0.000222,0.030314,-0.320337,0.217933,355
1167,B000EGIEYY,1.289037,1e-06,0.028491,-0.279821,0.2492,502
1168,B000EGIEZ8,1.426517,-0.000257,0.031529,-0.353533,0.266428,370
1169,B000EGIF9S,1.195455,-8.8e-05,0.026422,-0.246458,0.190127,1348
1170,B000EGIFB6,1.58745,0.00031,0.035085,-0.297716,0.220329,117
1171,B000EGIFBQ,1.287473,-0.000336,0.028454,-0.28482,0.194914,343
1172,B000EGIQB0,1.395853,0.000346,0.03085,-0.322318,0.234857,424
1173,B000EGK528,1.406515,0.00024,0.031087,-0.324756,0.261499,533
1174,B000EGMBUM,1.47774,9.8e-05,0.032662,-0.250988,0.200049,146
1175,B000EGMBWU,1.294398,-0.000127,0.028609,-0.292808,0.212256,360
1176,B000EGMBXY,1.386239,-0.000409,0.030637,-0.339828,0.199289,328
1177,B000EGMCFG,1.304215,-0.000426,0.028823,-0.246022,0.211109,366
1178,B000EGMHKQ,1.451827,-0.000131,0.032089,-0.298917,0.221515,316
1179,B000EGOG46,1.217232,0.000425,0.0269,-0.277554,0.253905,1101
1180,B000EGOG5A,1.485214,0.000946,0.032813,-0.264968,0.230452,136
1181,B000EGOKV0,1.414247,-0.000215,0.031258,-0.322833,0.224574,466
1182,B000EGSD1S,1.328718,0.000715,0.029359,-0.268104,0.166471,142
1183,B000EGYRGS,1.49035,0.000407,0.032938,-0.313069,0.247439,689
1184,B000EGZ3KM,1.515708,0.000616,0.033495,-0.271433,0.206192,165
1185,B000EH0NE2,1.312603,0.000341,0.02901,-0.284881,0.262371,637
1186,B000EH0NEC,1.327443,-0.000231,0.029339,-0.277168,0.281154,728
1187,B000EHH7LE,1.3749,0.000498,0.030385,-0.307481,0.241101,369
1188,B000EIWKO2,1.35263,-4.3e-05,0.029896,-0.284442,0.216809,239
1189,B000ELP5KA,1.181374,-0.00052,0.026106,-0.229734,0.183759,335
1190,B000EM79K8,1.206585,0.000234,0.026668,-0.274104,0.153693,355
1191,B000EM79QM,1.41801,0.000187,0.031341,-0.293751,0.183531,270
1192,B000EM9D6Q,1.30106,0.000522,0.028752,-0.266574,0.189007,377
1193,B000EMDK2Y,1.399473,-0.000159,0.030931,-0.300097,0.210457,353
1194,B000EMDK4M,1.357394,0.000323,0.03,-0.272972,0.230279,291
1195,B000EMDK6K,1.370843,0.000295,0.030298,-0.297672,0.238299,322
1196,B000EMDKC4,1.2569,0.000294,0.027779,-0.288191,0.164565,365
1197,B000EMDKG0,1.276825,-0.000205,0.02822,-0.280945,0.151259,252
1198,B000EMWHD2,1.491632,0.001011,0.032953,-0.30443,0.214009,264
1199,B000EMWHDM,1.209137,0.000308,0.026723,-0.255051,0.20523,640
1200,B000EN0ORW,1.302983,0.000608,0.028793,-0.261697,0.185355,243
1201,B000EODF9A,1.492235,0.000163,0.032982,-0.289065,0.247562,239
1202,B000EODF9K,1.204011,-5.3e-05,0.026612,-0.260009,0.202488,635
1203,B000EODWZW,1.44295,0.000665,0.031886,-0.269833,0.182553,173
1204,B000EPA4FW,1.533929,0.00082,0.033894,-0.264785,0.164876,91
1205,B000EPA4GQ,1.351339,0.000273,0.029867,-0.294822,0.254549,712
1206,B000EPJNMW,1.471526,-0.000327,0.032523,-0.312392,0.180757,159
1207,B000ETVROA,1.403992,0.0006,0.031026,-0.312688,0.20041,286
1208,B000ETZS6S,1.413051,0.000651,0.031225,-0.204389,0.189877,101
1209,B000EVEKMY,1.213135,-0.000463,0.026809,-0.248162,0.204871,614
1210,B000EVGOQY,1.236204,-6.9e-05,0.027323,-0.264652,0.21039,731
1211,B000EVGOS2,1.353111,0.00023,0.029906,-0.293527,0.184481,270
1212,B000EVGQ0S,1.400258,4.4e-05,0.030949,-0.265739,0.162386,200
1213,B000EVGQ8U,1.2779,0.00019,0.028244,-0.267158,0.17044,201
1214,B000EVIUZC,1.301845,0.000558,0.028769,-0.26558,0.184054,231
1215,B000EVIVR4,1.356806,0.00025,0.029988,-0.311279,0.201047,338
1216,B000EVIWEG,1.335039,-3e-06,0.029508,-0.275027,0.2157,216
1217,B000EVKXKM,1.401227,0.000224,0.03097,-0.278552,0.227071,403
1218,B000EVKYQK,1.483311,0.000319,0.032783,-0.313011,0.227195,366
1219,B000EVQMN4,1.19587,0.000568,0.026426,-0.222877,0.285885,708
1220,B000EX5JO0,1.178628,-1.6e-05,0.026051,-0.264276,0.186844,1511
1221,B000EY4YLS,1.378514,0.000383,0.030466,-0.305677,0.226946,443
1222,B000EZG9Z6,1.405975,-0.000289,0.031074,-0.284588,0.225253,423
1223,B000EZOC1O,1.265304,0.000438,0.027963,-0.239573,0.194519,351
1224,B000EZQGU4,1.268288,0.000495,0.028028,-0.240849,0.198376,357
1225,B000F0GNT2,1.230938,0.000332,0.027205,-0.265645,0.200715,710
1226,B000F0QCWA,1.354804,0.000105,0.029944,-0.303407,0.2401,370
1227,B000F35R00,1.357526,0.000393,0.030002,-0.266794,0.186807,344
1228,B000F37UNM,1.397146,0.000264,0.030879,-0.29596,0.203165,324
1229,B000F3KXV8,1.444823,0.001262,0.031909,-0.2836,0.24083,245
1230,B000F3XXZG,1.263419,1.2e-05,0.027925,-0.291389,0.173999,325
1231,B000F3ZSVI,1.229876,-0.000175,0.027183,-0.29529,0.169856,307
1232,B000F41ZEG,1.40245,0.000489,0.030994,-0.287182,0.192699,205
1233,B000F4D0LW,1.417621,0.00075,0.031324,-0.307099,0.193546,234
1234,B000F4DLBG,1.251288,0.000305,0.027655,-0.257958,0.236482,598
1235,B000F4EMP0,1.202038,0.000297,0.026566,-0.259818,0.215484,551
1236,B000F4GIP2,1.342722,0.00016,0.029677,-0.304134,0.241944,530
1237,B000F4GIPC,1.372442,0.00021,0.030334,-0.322162,0.209378,498
1238,B000F4GIPM,1.290199,-7e-06,0.028517,-0.293265,0.22621,555
1239,B000F4GLQS,1.323783,1.5e-05,0.029259,-0.283875,0.23701,382
1240,B000F4IL70,1.449001,-0.000272,0.032025,-0.329911,0.189941,223
1241,B000F5AFYG,1.304202,0.000712,0.028817,-0.252217,0.219966,361
1242,B000F5AG5E,1.587197,-0.000109,0.035081,-0.314198,0.214742,128
1243,B000F63OG6,1.307192,0.000513,0.028888,-0.278325,0.287445,6269
1244,B000F63TW0,1.255239,0.00031,0.027742,-0.236067,0.26485,1076
1245,B000F65JSC,1.267162,0.000425,0.028004,-0.263836,0.217919,807
1246,B000F6NXJY,1.301799,0.00034,0.028771,-0.278878,0.210457,347
1247,B000F6RFX4,1.191,-0.000438,0.02632,-0.230921,0.229602,682
1248,B000F6UJ32,1.28504,0.000135,0.028402,-0.241546,0.208115,502
1249,B000F6Y55A,1.480594,-9e-06,0.032725,-0.355661,0.237595,253
1250,B000F7GAQQ,1.233099,0.000155,0.027254,-0.308465,0.18985,269
1251,B000F7UUHQ,1.375222,-0.000122,0.030396,-0.32428,0.260395,304
1252,B000F8FZAC,1.434851,0.00047,0.03171,-0.334215,0.24803,1142
1253,B000F8HWXU,1.189293,0.000369,0.026284,-0.272618,0.259819,1088
1254,B000F8JUJY,1.17715,-0.000281,0.026016,-0.239878,0.236982,430
1255,B000F8M9A6,1.346145,-6e-06,0.029753,-0.334866,0.236659,322
1256,B000FADICW,1.255577,-1.1e-05,0.027751,-0.300026,0.216655,875
1257,B000FBF58G,1.50382,0.000636,0.033232,-0.32616,0.277768,398
1258,B000FBF5BI,1.351434,0.000587,0.029864,-0.259541,0.184424,191
1259,B000FBK5HW,1.352504,0.000755,0.029884,-0.302304,0.225828,365
1260,B000FBK5IQ,1.398746,0.000619,0.03091,-0.291264,0.271804,354
1261,B000FBNV1Y,1.310894,7.4e-05,0.028974,-0.277766,0.190531,2086
1262,B000FBNYRU,1.394172,0.000748,0.030806,-0.28478,0.204944,375
1263,B000FBNYSY,1.328312,0.000757,0.029349,-0.261367,0.215373,319
1264,B000FBX8VC,1.349847,-7e-05,0.029835,-0.360378,0.227789,448
1265,B000FCNW26,1.34745,0.001073,0.029763,-0.294555,0.250737,487
1266,B000FCR7MM,1.512709,-0.000407,0.033432,-0.369514,0.259246,284
1267,B000FCRQ6O,1.427073,0.000901,0.031529,-0.311125,0.290027,463
1268,B000FCTITM,1.221554,0.000339,0.026997,-0.293078,0.264941,614
1269,B000FCY95A,1.31824,0.000667,0.029129,-0.268908,0.251688,723
1270,B000FDMREY,1.335341,0.000313,0.029513,-0.290557,0.259681,475
1271,B000FFCXZ0,1.226926,-0.000298,0.027116,-0.251104,0.203915,668
1272,B000FFI228,1.132978,0.000206,0.025041,-0.227152,0.20936,3056
1273,B000FFT8KS,1.25647,0.000619,0.027764,-0.269732,0.266367,692
1274,B000FGAAC2,1.581547,0.001312,0.034931,-0.270066,0.20565,116
1275,B000FGAGDU,1.274318,-1.3e-05,0.028166,-0.307178,0.186128,298
1276,B000FGC99O,1.155682,0.000562,0.025537,-0.316755,0.260815,1023
1277,B000FGC99Y,1.149288,0.000553,0.025396,-0.31487,0.258659,1015
1278,B000FGDIAS,1.160494,0.000618,0.025642,-0.308664,0.271348,1045
1279,B000FGS0RO,1.466831,-0.000207,0.03242,-0.326495,0.213078,241
1280,B000FH4I1U,1.504673,0.00034,0.033255,-0.352545,0.27444,465
1281,B000FH4T3M,1.538911,0.000562,0.034009,-0.338042,0.295408,480
1282,B000FIFJBM,1.326321,0.000496,0.029311,-0.291974,0.17613,256
1283,B000FJU4HK,1.120126,5.5e-05,0.024758,-0.208629,0.224826,622
1284,B000FKGSJC,1.17275,-2e-06,0.025921,-0.325423,0.240388,672
1285,B000FKJYV6,1.526723,0.000763,0.033736,-0.255886,0.190193,157
1286,B000FL223W,1.408455,0.001304,0.031103,-0.247113,0.181201,223
1287,B000FL4410,1.264712,-0.000132,0.027953,-0.260509,0.226227,664
1288,B000FLGU30,1.295723,0.000583,0.028633,-0.276973,0.213135,1043
1289,B000FLIJB6,1.257074,0.000398,0.027782,-0.259512,0.222277,1411
1290,B000FLJQTA,1.445891,0.000537,0.031953,-0.343004,0.220269,387
1291,B000FLLUDU,1.199394,0.00026,0.026508,-0.267588,0.252528,578
1292,B000FLPHL6,1.479708,0.000704,0.032698,-0.289135,0.329641,363
1293,B000FNCS5M,1.469492,0.000243,0.032479,-0.308193,0.219401,151
1294,B000FP7ZLM,1.149353,0.000315,0.025402,-0.258009,0.229008,645
1295,B000FPPW9O,1.132719,0.000502,0.025031,-0.234932,0.20195,633
1296,B000FPVMCU,1.277248,0.000279,0.028229,-0.320253,0.305716,2125
1297,B000FPWUOO,1.488095,-0.000506,0.032887,-0.258111,0.165694,65
1298,B000FQ4ZSM,1.347057,0.00018,0.029773,-0.318025,0.239616,493
1299,B000FQ4ZX2,1.493642,0.000318,0.033012,-0.361437,0.212171,314
1300,B000FQ73O0,1.16826,-7.7e-05,0.025821,-0.238688,0.227736,871
1301,B000FQNOQG,1.298644,8.2e-05,0.028703,-0.263021,0.202413,355
1302,B000FQOQ5Y,1.238857,-3.1e-05,0.027382,-0.255261,0.216246,381
1303,B000FQSANI,1.327912,-2.7e-05,0.02935,-0.294041,0.204514,326
1304,B000FQUGXA,1.393798,0.000455,0.030803,-0.335458,0.266567,987
1305,B000FRWNL2,1.504541,0.000718,0.033246,-0.341427,0.248313,310
1306,B000FS05VG,1.323483,0.000809,0.029241,-0.325881,0.182813,613
1307,B000FSG2Y0,1.322352,9e-05,0.029227,-0.316505,0.253647,478
1308,B000FSH4I8,1.363944,-0.00017,0.030146,-0.249129,0.186781,207
1309,B000FTYOQC,1.293312,0.000236,0.028584,-0.269703,0.238504,634
1310,B000FU0U5U,1.332856,0.000547,0.029454,-0.225821,0.154987,156
1311,B000FUIV5G,1.454467,-0.000294,0.032146,-0.26146,0.212781,270
1312,B000FV69MC,1.376541,0.000495,0.030421,-0.299765,0.202093,263
1313,B000FVCNEK,1.33568,0.000108,0.029522,-0.310387,0.247867,501
1314,B000FVEKUU,1.390699,0.000249,0.030737,-0.304385,0.226813,229
1315,B000FVEL54,1.40465,-0.000142,0.031046,-0.308204,0.197781,222
1316,B000FVHS4U,1.236154,2e-06,0.027322,-0.270878,0.18224,439
1317,B000FW7VNC,1.209153,0.000833,0.026712,-0.33203,0.242714,770
1318,B000FZDPSY,1.455234,0.00111,0.032145,-0.237369,0.192504,157
1319,B000FZDPWK,1.280421,-0.000212,0.0283,-0.275919,0.260783,651
1320,B000FZDPWU,1.293922,1.9e-05,0.028599,-0.252389,0.212788,337
1321,B000FZDPX4,1.268488,0.000366,0.028034,-0.254822,0.230778,300
1322,B000FZVSNI,1.311735,-6.8e-05,0.028993,-0.312308,0.213879,344
1323,B000FZXA5C,1.418081,0.00078,0.031333,-0.334154,0.222444,367
1324,B000FZXGCE,1.3554,0.000398,0.029955,-0.287401,0.19878,241
1325,B000G014Y0,1.314581,-0.000308,0.029054,-0.300354,0.199897,294
1326,B000G014ZO,1.273696,0.000462,0.028148,-0.266921,0.189041,520
1327,B000G1MT2U,1.206377,-7.8e-05,0.026664,-0.256694,0.214815,331
1328,B000G2CFLY,1.204519,-0.000371,0.02662,-0.274074,0.218038,719
1329,B000G2I9YQ,1.187794,0.000425,0.02625,-0.253408,0.179417,622
1330,B000G33KEO,1.288209,-0.000109,0.028472,-0.302409,0.20204,272
1331,B000G3JVSS,1.450712,0.000597,0.032059,-0.286673,0.22253,314
1332,B000G62HYU,1.276637,0.000416,0.028214,-0.241342,0.20255,347
1333,B000G666HE,1.301433,4e-06,0.028765,-0.38021,0.269747,1676
1334,B000G666QK,1.330499,0.000516,0.029403,-0.267577,0.220009,343
1335,B000G686U4,1.404185,0.00055,0.031031,-0.272662,0.223732,365
1336,B000G7AWIM,1.328474,0.000248,0.029362,-0.30105,0.156583,199
1337,B000G7XRCA,1.27771,0.000335,0.028239,-0.278274,0.230772,429
1338,B000G8LWZI,1.320497,0.000532,0.029181,-0.288192,0.2597,568
1339,B000GA7214,1.553592,0.000301,0.034337,-0.297791,0.203615,195
1340,B000GCHKKK,1.251854,0.000123,0.027669,-0.243983,0.230424,599
1341,B000GCIAYK,1.29168,0.000494,0.028545,-0.274342,0.236908,379
1342,B000GCIBY4,1.441678,0.000231,0.031864,-0.322591,0.289584,537
1343,B000GCICTS,1.481554,0.000641,0.03274,-0.286437,0.217936,149
1344,B000GCKCDW,1.493696,0.00038,0.033012,-0.314504,0.266557,345
1345,B000GCLDOO,1.336682,0.000117,0.029544,-0.296246,0.199024,261
1346,B000GCLTVG,1.358353,0.00023,0.030022,-0.300813,0.228363,293
1347,B000GCOLQ6,1.199419,0.000414,0.026507,-0.304753,0.282298,790
1348,B000GCQ04C,1.294155,0.000231,0.028603,-0.272975,0.231137,546
1349,B000GCQV9G,1.334309,0.000153,0.029491,-0.280826,0.265544,888
1350,B000GCQWXG,1.575942,0.000859,0.034822,-0.326524,0.188455,157
1351,B000GCR6S6,1.364576,0.000262,0.030159,-0.302469,0.193701,352
1352,B000GCRABY,1.197021,7.5e-05,0.026457,-0.267143,0.265298,673
1353,B000GCT01W,1.39323,0.000486,0.03079,-0.274913,0.300309,530
1354,B000GCT8ZA,1.483069,0.000165,0.032779,-0.254439,0.16508,159
1355,B000GCTAI0,1.403619,2.3e-05,0.031023,-0.30339,0.214399,227
1356,B000GCTBNY,1.392314,0.000126,0.030773,-0.301785,0.192006,247
1357,B000GCUC96,1.213839,0.000475,0.026825,-0.273083,0.253716,996
1358,B000GCUO1M,1.770511,0.000458,0.03913,-0.380794,0.275375,195
1359,B000GCUO30,1.418599,0.000587,0.031349,-0.291497,0.252982,286
1360,B000GCUOS0,1.388591,-0.000685,0.030684,-0.247986,0.185884,130
1361,B000GCUPMU,1.324415,0.000597,0.029267,-0.253797,0.333582,594
1362,B000GCV588,1.431539,-7.7e-05,0.03164,-0.321835,0.256145,461
1363,B000GCVWL8,1.216442,0.000888,0.026872,-0.243051,0.269956,475
1364,B000GCVZSI,1.369097,0.000675,0.030253,-0.305343,0.263879,361
1365,B000GCW1P4,1.428454,0.000457,0.031569,-0.30415,0.184609,194
1366,B000GCW3XE,1.309672,0.000192,0.028946,-0.218136,0.162294,213
1367,B000GCW5CS,1.50345,-0.000445,0.033227,-0.265488,0.181049,163
1368,B000GCW9F6,1.218719,0.000988,0.026919,-0.25304,0.179085,350
1369,B000GCW9ME,1.489064,0.000101,0.032912,-0.350806,0.270706,398
1370,B000GCWD6G,1.27286,0.000262,0.028132,-0.301111,0.228138,638
1371,B000GCWJV0,1.204582,0.000176,0.026624,-0.265255,0.2013,658
1372,B000GCWP28,1.403411,0.000267,0.031018,-0.309488,0.281903,388
1373,B000GCXSHO,1.312198,-4.4e-05,0.029003,-0.245511,0.149301,157
1374,B000GCXVS0,1.230856,0.000421,0.027202,-0.253544,0.27458,1027
1375,B000GCY2PG,1.283587,9.1e-05,0.02837,-0.22615,0.144927,140
1376,B000GCZZZC,1.419181,0.000357,0.031365,-0.29592,0.218184,329
1377,B000GD037G,1.448214,0.000125,0.032009,-0.334184,0.211451,147
1378,B000GD03TO,1.357184,8.4e-05,0.029997,-0.255306,0.181335,139
1379,B000GD5LY6,1.29947,0.000129,0.028721,-0.283046,0.170684,181
1380,B000GD92PU,1.39171,0.000239,0.030759,-0.291963,0.318218,535
1381,B000GDA04W,1.26686,0.000249,0.028,-0.283403,0.220115,577
1382,B000GDA056,1.303422,0.000297,0.028807,-0.250862,0.211169,527
1383,B000GDA06A,1.34001,0.000171,0.029617,-0.279888,0.243762,710
1384,B000GDA07E,1.242994,3.1e-05,0.027473,-0.260751,0.227888,1330
1385,B000GDC4HI,1.249702,0.000271,0.02762,-0.232608,0.207104,1269
1386,B000GDC4IM,1.354186,0.000391,0.029928,-0.311375,0.252884,1314
1387,B000GDC4J6,1.173789,0.000237,0.025943,-0.219364,0.202737,1387
1388,B000GDC4JQ,1.256232,6e-06,0.027766,-0.251327,0.213156,576
1389,B000GDDKIU,1.339986,0.000414,0.029614,-0.284644,0.236882,793
1390,B000GDDKJ4,1.265779,0.000251,0.027976,-0.294988,0.20383,549
1391,B000GDDKJO,1.257379,0.000245,0.02779,-0.265082,0.230636,1274
1392,B000GDDKJY,1.227554,5.2e-05,0.027132,-0.253604,0.20646,741
1393,B000GDDKKS,1.215538,8.7e-05,0.026866,-0.230735,0.203775,1265
1394,B000GDDKL2,1.24989,0.00019,0.027625,-0.247321,0.22495,1354
1395,B000GDF46Q,1.239784,0.000623,0.027395,-0.252004,0.227167,1398
1396,B000GDF484,1.210866,0.000187,0.026762,-0.251991,0.203595,1381
1397,B000GDF48O,1.238694,-6.2e-05,0.027378,-0.270305,0.258718,1072
1398,B000GDF48Y,1.185552,0.000291,0.026202,-0.246884,0.189049,1376
1399,B000GDF498,1.139312,0.000472,0.025177,-0.22219,0.199429,1400
1400,B000GEY2Q8,1.212213,0.00017,0.026792,-0.258402,0.231839,669
1401,B000GF1E3G,1.330296,0.000464,0.029399,-0.278535,0.193386,442
1402,B000GF1E54,1.426852,0.000218,0.031536,-0.337257,0.206005,356
1403,B000GFCRGO,1.280703,-4.6e-05,0.028307,-0.282823,0.191475,460
1404,B000GFSVOQ,1.16684,-0.00026,0.025789,-0.276336,0.22072,563
1405,B000GFWIOU,1.44325,0.000225,0.031899,-0.262577,0.164987,121
1406,B000GFZWDO,1.525336,-0.000173,0.033713,-0.306994,0.172593,108
1407,B000GFZWE8,1.382214,-0.000297,0.030549,-0.229243,0.164959,105
1408,B000GG13TU,1.315166,0.000304,0.029067,-0.308669,0.189577,284
1409,B000GG13WW,1.43335,0.000234,0.03168,-0.302661,0.182072,278
1410,B000GG190I,1.327861,1.7e-05,0.029349,-0.251282,0.169842,170
1411,B000GG193K,1.319977,-1.6e-05,0.029175,-0.302985,0.247016,1162
1412,B000GG1944,1.523129,-0.000116,0.033665,-0.256191,0.155796,112
1413,B000GG2HOU,1.236446,0.001004,0.02731,-0.263234,0.26903,641
1414,B000GG85DM,1.43701,0.000619,0.031755,-0.297127,0.259987,456
1415,B000GHF3JA,1.461459,0.000327,0.0323,-0.375594,0.216579,387
1416,B000GHGGKK,1.4125,0.000134,0.031219,-0.294511,0.249463,439
1417,B000GHGWKY,1.333005,-1e-05,0.029463,-0.261787,0.243582,1083
1418,B000GHIBQM,1.252217,0.000131,0.027677,-0.259764,0.223821,604
1419,B000GHVCM2,1.422012,0.000273,0.031429,-0.309046,0.266887,421
1420,B000GHVKEW,1.251394,0.000314,0.027657,-0.307044,0.272606,618
1421,B000GHVLUK,1.221215,0.000264,0.026991,-0.30429,0.23504,607
1422,B000GHWSG6,1.217718,0.000269,0.026913,-0.28746,0.244043,613
1423,B000GHWTLK,1.205854,0.000479,0.026648,-0.318223,0.247919,585
1424,B000GHWUQ4,1.208342,0.00012,0.026707,-0.287265,0.235165,627
1425,B000GHYSL4,1.258336,0.00026,0.027811,-0.291476,0.26517,622
1426,B000GHYSVE,1.192352,0.000349,0.026352,-0.282526,0.227504,608
1427,B000GI0VEQ,1.509904,0.000978,0.033358,-0.312811,0.203344,139
1428,B000GI0WAY,1.186191,7.7e-05,0.026218,-0.282992,0.234727,598
1429,B000GI3TXQ,1.25427,0.000274,0.027721,-0.28009,0.162674,264
1430,B000GI3U4Y,1.342559,0.00049,0.02967,-0.321975,0.217817,436
1431,B000GI3U6C,1.396705,-7.9e-05,0.030871,-0.295025,0.228729,376
1432,B000GIH1MG,1.302496,0.000538,0.028783,-0.317446,0.277014,629
1433,B000GIL12C,1.12123,0.000306,0.02478,-0.271337,0.213123,757
1434,B000GIL1UE,1.225949,0.000204,0.027096,-0.29129,0.260507,607
1435,B000GIOBY2,1.199493,0.000305,0.02651,-0.282625,0.231842,602
1436,B000GJL22K,1.233693,0.000215,0.027267,-0.401309,0.272058,774
1437,B000GLGBQ0,1.361767,0.000781,0.030088,-0.285504,0.23927,442
1438,B000GNUUCO,1.244039,0.000375,0.027494,-0.273285,0.247813,633
1439,B000GO41X2,1.566572,0.00031,0.034624,-0.349194,0.333553,507
1440,B000GP78S6,1.398841,0.000263,0.030917,-0.339515,0.218663,384
1441,B000GR7KCS,1.465612,7e-05,0.032394,-0.232516,0.174164,92
1442,B000GR9OIQ,1.518227,-0.000175,0.033556,-0.268229,0.207047,129
1443,B000GRB3SA,1.505536,-8.5e-05,0.033276,-0.258244,0.209973,127
1444,B000GRENPA,1.187357,0.000163,0.026243,-0.246752,0.236307,1156
1445,B000GREPOY,1.256121,3.4e-05,0.027763,-0.265897,0.259779,1179
1446,B000GS8T0Y,1.281,-0.000168,0.028313,-0.345224,0.244093,1478
1447,B000GU2RVE,1.198085,-0.000165,0.02648,-0.23501,0.222065,684
1448,B000GUN98O,1.460746,0.00017,0.032286,-0.319736,0.184942,159
1449,B000GUZ8HY,1.274424,0.000791,0.028157,-0.287252,0.226061,7961
1450,B000GW16E6,1.334935,0.000711,0.029497,-0.285677,0.237477,453
1451,B000GW4B2K,1.303662,0.000228,0.028813,-0.262619,0.200001,276
1452,B000GW55BG,1.360862,0.000561,0.030073,-0.301082,0.229553,430
1453,B000GX4BSS,1.335491,0.000129,0.029517,-0.275048,0.245366,1234
1454,B000GX77NO,1.311269,0.000178,0.028982,-0.324308,0.195764,338
1455,B000GX9HIC,1.268846,0.000104,0.028044,-0.265246,0.242235,812
1456,B000GX9HIW,1.246087,-3.5e-05,0.027542,-0.253364,0.262232,620
1457,B000GXBGIG,1.199723,-0.000112,0.026517,-0.248473,0.264109,7146
1458,B000GXGROY,1.316998,0.000235,0.029108,-0.305716,0.270205,902
1459,B000GZD1JG,1.243976,0.000714,0.027486,-0.280215,0.20298,1207
1460,B000GZES7A,1.80054,-0.001027,0.039783,-0.275351,0.157192,28
1461,B000GZGT3G,1.24717,0.000766,0.027555,-0.235573,0.208957,631
1462,B000GZJJ38,1.07185,0.000454,0.023686,-0.199253,0.227339,1173
1463,B000GZLI7S,1.167608,0.00071,0.025797,-0.212584,0.174787,1156
1464,B000GZNGLE,1.173651,0.000612,0.025933,-0.247261,0.246052,1516
1465,B000H0JYYG,1.581348,0.000223,0.034951,-0.324404,0.190937,94
1466,B000H0XV3G,1.361334,0.000245,0.030088,-0.337155,0.257453,517
1467,B000H3CPE4,1.399883,0.000782,0.030931,-0.308272,0.248699,285
1468,B000H3CPNU,1.365494,0.000542,0.030176,-0.310572,0.298839,531
1469,B000H3CPO4,1.36183,0.000507,0.030096,-0.310247,0.298658,527
1470,B000H3EMMM,1.30806,0.000457,0.028908,-0.269515,0.22076,433
1471,B000H3EMPO,1.329427,0.000275,0.029382,-0.261444,0.23208,462
1472,B000H3ENH6,1.29973,0.000499,0.028723,-0.277679,0.206672,416
1473,B000H3EO34,1.335647,0.000794,0.02951,-0.258908,0.276829,594
1474,B000H3EO9I,1.438254,0.00066,0.031782,-0.29114,0.284058,432
1475,B000H3EOLG,1.623568,0.000429,0.035882,-0.369306,0.258763,279
