item_id,asin,item_text,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
86,B0000532AN,"Revlon Lash Curlers, 1 Count Revlon Superior Quality.&nbsp; Lifetime Guarantee.Free replacement pad.Positions lashes eas",0.050817,0.006567,0.025233,0.01898,-0.006132,-0.008759,-0.011198,0.002275,-0.017734,-0.016191,0.022119,0.020045,-0.014472,0.009492,0.003573,0.016001
87,B0000532VT,"Neutrogena Clean Conditioner, Replenishing , 10.1 Fluid Ounce Neutrogena &lt;P&gt;Moisturizing Conditioner&lt;/P&gt; &lt",0.029389,-0.018996,-0.012753,0.049589,0.00682,-0.016924,0.011321,-0.01521,-0.033802,-0.032864,0.051647,-0.010882,-0.029738,0.039423,0.012258,-0.040734
88,B0000532YN,"Kiss My Face Bar Soap, 8.0 oz, Pure Olive Oil. 1-Bar Kiss My Face A Natural Cleansing and Moisturizing Soap. For centuri",0.031996,0.022542,0.012147,0.028845,-0.030825,-0.016971,0.010527,0.023132,-0.039033,-0.023961,0.026343,-0.012414,0.00375,-0.015731,0.002693,-0.031603
89,B00005333G,"L'Oreal Paris Hydra-Renewal Continuous Moisture Cream, 1.7 Ounce L&#39;Oreal Paris Rich, luxurious cream is perfect for ",0.034247,0.020085,0.015689,0.031687,-0.021295,-0.01069,-0.003814,0.000929,-0.027604,-0.022856,0.029869,-0.011575,0.004864,0.003146,-0.000756,-0.033071
90,B00005333I,"L'Oreal Paris Eye Defense, 0.5 Fluid Ounce L&#39;Oreal Paris This light, non-greasy gel-cream is specially formulated to",0.014926,0.029416,0.012688,0.043163,-0.034295,-0.016955,0.01041,0.001016,-0.058171,-0.008949,0.012413,-0.007316,0.004786,0.027622,-0.010034,-0.037446
91,B0000533CC,Instead 12 Hour Feminine Protection Cup 24 ea Instead Wear Time-BecauseInsteadcollects rather than absorbs menstrual flu,0.046645,-0.007475,0.001448,0.039167,-0.027269,0.021549,-0.001801,0.00564,-0.022077,-0.040417,0.017832,-0.013751,-0.032768,0.012677,0.002846,-0.015982
92,B0000534VO,"Clean &amp; Clear Continuous Control Acne Cleanser,  5 oz  (141g) Clean &amp; Clear Clean & Clear Continuous Control Acn",0.030175,0.027608,0.026628,0.041136,-0.038567,0.001038,0.011776,0.005052,-0.051593,-0.017491,0.016191,-0.001068,-0.003862,0.020346,0.006844,-0.013366
93,B0000535CH,Nature's Cure Two-part Acne Treatment System for Women 60 Tablets 1 Oz Cream Nature&#39;s Cure Natural Homeopathic Acne ,0.012548,0.03496,0.012117,0.026752,-0.00386,0.019767,0.007842,-0.009057,-0.053638,-0.03,-0.007473,-0.010935,0.010016,0.008129,-0.012851,0.004816
94,B0000535OF,Alpha Hydrox Night Replenishing Cream 2 oz. Alpha Hydrox Light Moisturizer with Vitamin ERecommended for:&nbsp;Dry to No,0.026371,-0.000614,0.015359,0.043989,0.00787,-0.003175,-0.012669,0.002312,-0.045705,-0.043758,0.025099,0.003448,-0.009291,0.007175,-0.021948,-0.040968
95,B0000535RA,"Neutrogena Pore Refining Toner, Alpha and Beta Hydroxy Formula, 8.5 Ounce Neutrogena Pore Refining Toner visibly reduces",0.02629,0.030915,0.038294,0.036106,-0.028036,-0.007237,-0.007041,0.004653,-0.048962,-0.006151,0.005449,0.000766,-0.002174,0.015301,-0.009253,-0.016184
96,B0000535RC,"NeutrogenaClear Pore Oil Eliminating Astringent, 8 Ounce Neutrogena Clear Pore OilEliminating Astringent is specifically",0.01968,0.028154,0.009625,0.025834,-0.028326,0.005902,0.020081,-0.006076,-0.039691,-0.010206,0.021684,-0.010187,0.000479,0.0132,-0.027412,0.001217
97,B0000535RD,"Neutrogena Body Clear Body Wash for Clean, Clear Skin, 8.5 Ounce Neutrogena Neutrogena body clear body wash is a refresh",0.030558,0.008271,0.018531,0.033284,-0.025829,0.007966,0.016484,0.022579,-0.009892,-0.028936,0.01803,0.003355,-0.015945,0.025634,0.00558,0.003841
98,B0000535U2,"Jason C-Effects Creme, 2 Ounces Jason Natural Cosmetics In 1959, a group of independent thinkers drew upon the pioneerin",0.028808,0.008878,-0.010469,0.03151,-0.030084,-0.004181,0.013081,-0.015493,-0.011023,-0.023593,0.004282,-0.010331,-0.012968,-0.005539,0.005189,-0.043355
99,B0000535UA,"Jason Shampoo, Tea Tree, 17.5 Ounce Jason Natural In 1959, a group of independent thinkers drew upon the pioneering spir",0.02709,0.00513,-0.013939,0.02075,-0.02755,-0.005328,0.010179,-0.017978,0.002109,-0.032489,0.016801,-0.014905,-0.02031,-0.001525,0.009576,-0.038789
100,B0000535UM,"Jason Thin-To-Thick Extra Volume Shampoo, 8 Ounce Jason Natural In 1959, a group of independent thinkers drew upon the p",0.02627,-0.000426,-0.0068,0.02306,-0.034674,-0.000221,0.009119,-0.014028,-0.005615,-0.026452,0.013104,-0.010325,-0.020834,-0.004212,0.009175,-0.035447
101,B0000535UN,Thin to Thick Extra Volume Conditioner 8 oz Jason Natural The Pro-Vitamin Thin-to-Thick Hair Thickening Conditioner -You,0.039921,0.040784,0.019495,0.019006,-0.028959,-0.022975,-0.020385,-0.000935,-0.04211,-0.035455,0.029157,-0.006924,-0.005221,-0.00115,-0.002958,-0.029011
102,B0000535UT,"Jason Purifying Tea Tree Body Wash 30 fl oz Jason Natural Cosmetics TRIEDITCOMMENT-2,2,2TRIEDITCOMMENTEND-TRIEDITPRECOMM",0.041719,0.016193,-5.4e-05,0.021451,-0.028017,-0.008144,0.001999,-0.003885,-0.045804,-0.042695,0.006636,-0.00805,-0.021646,0.007825,0.020038,-0.050967
103,B0000535UX,"Jason Pure Natural Hand Soap, Purifying Tea Tree, 16 Ounce Jason Natural In 1959, a group of independent thinkers drew u",0.026059,0.005127,-0.011385,0.028073,-0.032173,-0.003379,0.009649,-0.016074,0.000584,-0.028181,0.009313,-0.012288,-0.017162,-0.002992,0.007534,-0.03769
104,B0000535VH,"Alpha Hydrox Optimum Series, Retinol Night ResQ, Anti-Wrinkle Firming Complex - 1.05 oz Alpha Hydrox Patented Formula wi",0.035454,0.02785,0.014046,0.027556,-0.013801,-0.005872,-0.01673,-0.030771,-0.040527,-0.019357,0.007682,0.003025,-0.015554,0.016664,-0.015468,-0.026739
105,B000053676,"Avalon Organics Vitamin C Revitalizing Eye Creme, 1 Ounce Bottle Avalon Organics Since 1994, Avalon Organics has offered",0.046936,0.023541,0.004783,0.037581,-0.020244,-0.038677,0.011638,0.015084,-0.038388,-0.022087,-0.000476,-0.026296,0.00744,-0.013437,0.010112,-0.033216
106,B0000536A3,Tommy Hilfiger Tommy Cologne Spray for Men - 3.4 Fluid Ounces Tommy Hilfiger As American as apple pie -- Tommy Hilfiger ,0.026315,0.043937,0.017687,0.033765,-0.005654,-0.012044,0.005475,0.005397,-0.016513,-0.020066,-0.01032,0.002642,0.000275,0.017142,0.001893,-0.02493
107,B0000536EK,"Mother's Special Blend All Natural Skin Toning Oil, 8-Ounce Bottle Mountain Ocean Mother's Special Blend All Natural Ski",0.024676,0.037467,0.006513,0.027114,-0.043707,0.000608,-0.006798,0.007458,-0.050261,-0.001689,0.026521,-0.016924,-0.001554,-0.004447,0.007279,-0.047535
108,B0000536EW,"Aveeno Anti-Itch Concentrated Lotion, 4 Ounce Aveeno Fastacting, soothing itch relief of: poison ivy, oak, sumac, insect",0.028961,0.040687,0.039271,0.054621,-0.035439,0.01156,0.010977,0.023377,-0.038962,-0.016032,-0.012746,-0.026338,0.024929,-0.004091,0.008221,-0.034338
109,B0000536F0,"Aveeno Moisturizing Bar with Natural Colloidal Oatmeal for Dry Skin, Fragrance Free, 3.5 oz Aveeno Perfect for dry skin,",0.023207,0.027892,0.016381,0.030424,-0.012337,-0.015467,0.009614,0.016759,-0.039229,-0.027806,0.019867,-0.005672,0.005092,-0.016279,-0.011959,-0.039427
110,B0000536M2,"Maybelline New York Full 'N Soft Mascara, Very Black, 0.28 Oz. Maybelline Builds full, soft thick lashes without the bri",0.040574,0.017958,-0.011452,0.035006,-0.025993,-0.011906,-0.007086,0.024198,-0.050191,-0.005993,0.002594,-0.001646,-0.015129,0.018758,0.015857,-0.042067
111,B0000536M3,"Maybelline Full' N Soft Mascara: Brownish Black #302 Maybelline Thick & Healthy (Healthy looking). Full, soft thick lash",0.023431,0.013113,0.003483,0.044601,-0.036982,0.011631,-0.017442,0.025194,-0.037651,-0.004118,0.012002,0.01352,-0.009805,-0.002728,0.001874,-0.039794
112,B0000536P3,Olay Total Effects 7-In-1 Anti-Aging Daily Moisturizer 1.7 Fl. Oz. Olay For those concerned about multiple signs of agin,0.006866,-0.004194,0.020039,0.023189,-0.042569,-0.004467,0.00553,0.005377,-0.058267,-0.027979,-0.007289,-0.001262,-0.01358,0.01666,-0.000221,-0.01824
113,B0000536P4,Olay Total Effects Anti-Aging Fragrance Free Moisturizer 1.7 Fl Oz Olay For those concerned about multiple signs of agin,0.002754,-0.002196,0.021902,0.028241,-0.033018,0.001968,0.018103,-0.000887,-0.064531,-0.025688,-0.01303,-0.004305,-0.011067,0.026835,0.001239,-0.013148
114,B00005375C,"Aveeno Daily Moisturizing Lotion, 8 Ounce Aveeno This dermatologist recommended unique oatmeal formula locks in moisture",0.034949,0.025884,0.020446,0.039471,-0.016556,0.003087,0.01768,0.019057,-0.033117,-0.020024,0.010968,-0.02158,0.005759,0.009442,0.001338,-0.014738
115,B0000537NH,"Neutrogena Sensitive Skin Sunscreen Lotion, SPF 30, 4 Ounce Broad Spectrum UVA/UVB. No irritating chemical sunscreens. I",0.03069,0.040286,0.034594,0.038918,0.006911,-0.025738,-0.004822,0.018109,-0.050546,-0.021833,0.00885,0.007538,-0.001887,0.012953,-0.022394,-0.011439
116,B0000537SD,"ZapZyt Acne Treatment Gel, 1 oz Zapzyt Zap the ZitZapZyt Acne Treatment Gel prevents acne pimples, blemishes, blackheads",0.005614,0.039185,0.017485,0.027753,-0.02604,0.028562,0.014463,0.013586,-0.0418,0.009761,0.000283,0.007645,-0.00066,0.010018,0.00285,-0.019521
117,B000053L6W,"Clubman Pinaud Virgin Island Bay Rum, 12 Ounce Clubman Pinaud Clubman Pinaud virgin island bay rum-as refreshing as an i",0.037791,0.040926,0.032504,0.047667,-0.038148,0.009748,0.001325,0.021976,-0.027477,-0.036203,0.010294,-0.006861,-0.005359,0.038549,0.00492,-0.038363
118,B000056I89,"Cetaphil Daily Facial Cleanser, Normal to Oily Skin - 8 fl oz Cetaphil Cleanses without drying. Non-comedogenic. Cetaphi",0.021939,0.017982,0.017037,0.043573,-0.016823,0.002709,0.005417,0.013301,-0.039408,-0.03715,0.005877,-0.010097,-0.00034,0.00139,-0.003527,-0.034485
119,B000056W5Y,"Palmer's Cocoa Butter Formula Massage Cream for Stretch Marks, 4.4 Ounce Palmer&#39;s Palmer's Massage Cream helps preve",0.030979,0.009122,0.037006,0.026721,0.00186,-0.016294,0.016177,0.01218,-0.052236,-0.012964,0.017863,-0.012824,0.005693,0.001958,-0.000258,-0.044415
120,B000056W74,Palmer's Cocoa Butter Formula Moisturizing Body Oil with Vitamin E -- 8.5 fl oz Palmer&#39;s Palmer's cocoa butter formu,0.03497,0.020292,0.017239,0.027606,-0.011608,-0.013626,0.009679,0.00931,-0.040966,-0.0228,0.042404,0.003444,0.003153,0.008244,-0.003876,-0.044806
121,B00005A43X,"Conair Supreme 2-In-1 Hot Air Styling Brush Conair For soft, long-lasting, voluminous curls and waves in record time, th",0.026029,0.000849,0.019204,0.012616,-0.009489,0.002337,0.010864,0.004036,-0.02622,-0.004215,0.007065,0.013053,-0.011599,0.005254,0.006528,-0.037126
122,B00005A443,"Conair Double-Sided Battery-Operated Lighted Makeup Mirror, Polished Chrome Finish Conair Nothing beats a professional l",0.006352,0.004182,0.010149,0.015917,-0.014341,-0.000708,-0.003023,-0.004481,-0.040457,-0.005702,-0.004228,-0.018187,-0.001191,0.034607,0.002564,-0.017961
123,B00005A9WP,Coanir Facial Sauna System with Timer Conair This unit can be used to steam open pores for cleansing skin and to steam o,0.016901,0.012567,-0.005698,0.016639,-0.02974,0.014899,2.5e-05,0.004046,-0.033992,-0.013185,-0.014931,0.007221,0.000866,0.006596,0.015623,-0.015352
124,B00005AVC7,Clean &amp; Clear Instant Oil-Absorbing Sheets 50 sheets Clean &amp; Clear Clean and Clear Oil Absorbing Sheets instantl,0.024641,0.03076,4.1e-05,0.036828,-0.024135,0.008064,0.013852,0.010927,-0.035009,-0.008099,0.006737,0.000376,0.015622,0.015619,-0.001851,-0.032518
125,B00005B9FV,"Eucerin Q10 Anti-Wrinkle Sensitive Skin Lotion SPF, 4 Ounce Eucerin Eucerin Q10 Anti-Wrinkle Sensitive Skin Lotion SPF 1",0.009686,0.022989,0.040486,0.04235,-0.019666,-0.004231,-0.004035,-0.002636,-0.025535,-0.009425,0.031272,-0.013207,-0.016423,0.006327,-0.023553,-0.021524
126,B00005CDSP,"Revlon Perfect Heat 1-1/2inch Curling Iron Revlon When it comes to curling irons, structural extras are always  second t",0.031794,-0.014797,0.010263,0.012021,0.000753,0.00562,-0.007359,0.006254,0.000566,0.008359,0.009085,-6.8e-05,-0.006116,-0.005412,0.008213,-0.022998
127,B00005IBW0,"St. Ives, Sensitive Skin Apricot Scrub, 6-Ounce (Pack of 6) Beauty Scrubs Exfoliators & Scrubs Face Skin Care",0.02512,0.012616,0.057396,0.042086,0.016118,0.008579,0.020082,0.027546,-0.020852,-0.030374,-0.009476,0.004033,0.019558,-0.010474,-0.020955,-0.047342
128,B00005LBRT,"Avalon Organics Lavender Luminosity Daily Moisturizer, 2 Ounce Avalon Organics It's in our name: Avalon Organics. Our co",0.037695,0.013158,-0.017066,0.025271,-0.030629,-0.010959,0.011382,-0.001752,-0.023465,-0.008184,-0.007407,-0.018323,-0.007798,-0.032643,0.021852,-0.011794
129,B00005NAOD,"Eucerin Q10 Anti-Wrinkle Sensitive Skin Creme, 1.7 Ounce Jar Eucerin Eucerin Q10 Anti-Wrinkle Sensitive Skin Creme provi",0.020326,0.023692,0.031773,0.034845,-0.01616,0.003974,-0.00077,-0.008169,-0.027248,-0.010301,0.023862,-0.008562,-0.020832,-0.008681,-0.023231,-0.029534
130,B00005NAOJ,"Cetaphil Gentle Cleansing Bar - 4.5 oz Cetaphil 1 Bar ~ Net Wt 4.5 oz (127g)For Dry, Sensitive SkinMoisturizingNon-Comed",0.010107,0.0086,0.004467,0.018589,-0.01735,0.01697,-0.006572,0.00845,-0.032334,-0.042409,0.028576,-0.007306,-0.009857,-0.012172,-0.003588,-0.029675
131,B00005NASR,"Ecco Bella Original Organic Water-Free Herbal Body Lotion, Vanilla, 8-Ounce Bottle Ecco Bella Nurture your skin with our",0.048081,0.036679,0.018092,0.046655,-0.020841,-0.009557,0.010707,0.018767,-0.043227,-0.026535,0.021723,-0.020126,0.007056,0.003929,-0.000887,-0.026075
132,B00005NFBD,"Freeman Facial Masque, Purifying - 6 fl oz Freeman Simplified BeautyPure Ambition&#153;&nbsp;Purifying&nbsp;Facial Clay ",0.015246,-0.003453,0.021212,0.03004,-0.018417,-0.014635,0.007667,0.001655,-0.052582,-0.020335,0.024806,0.002909,-0.025146,0.003082,-0.005253,-0.020905
133,B00005NFBJ,"Freeman Cucumber Facial Peel-Off Mask - 6 oz Freeman Clarifies and Renews SkinMade with natural, botanical ingredients, ",0.031802,0.012024,0.025513,0.03404,-0.019404,0.008074,-0.009789,0.013991,-0.045752,-0.005078,0.010638,0.014421,0.014329,-0.005623,0.005629,-0.025128
134,B00005O0MZ,Conair 1875 Watt Ionic Conditioning Hair Dryer Conair Dry your hair and improve its health at the same time with this  i,0.011942,0.009549,0.007361,0.007421,-0.005488,-0.006357,0.006896,-0.008889,-0.030014,-0.016515,-0.003384,0.011227,-0.022068,-0.007424,0.012934,-0.019941
135,B00005R1H2,"Skin Success Eventone Fade Milk with Vitamin E and Alpha Hydroxy - 8.5 Fluid Ounces Skin Success For Clearer, Brighter S",0.005879,0.000636,0.01691,0.030063,-0.026524,-0.000448,-0.00759,-0.000732,-0.057873,-0.002863,0.014577,0.010181,-0.016055,0.000162,-0.008863,-0.028572
136,B00005R1H3,"Skin Success Eventone Fade Cream, For Oily Skin - 2.7 oz Skin Success With Vitamins C &amp; E, Alpha Hydroxy &amp; Sunsc",0.011273,0.011667,0.022643,0.017529,-0.02074,-0.00021,-0.012133,-0.00977,-0.054664,-0.012982,-0.000811,0.014964,-0.01276,0.004375,-0.015832,-0.000202
137,B00005REAQ,Alba BotanicaTM Even Advanced Natural Moisturizer Sea Moss SPF 15 -- 2 fl oz Alba A daily dose of sun doesn't have to be,0.039756,0.036992,0.037072,0.031381,-0.02348,0.010137,-0.008373,0.011852,-0.038961,-0.025673,0.024665,-0.006597,0.010207,0.016914,-0.01011,-0.049434
138,B00005REAT,"Body Bath Honey Mango Alba Botanica 12 oz Liquid Alba Botanica Since 1979, Alba Botanica has offered natural, 100% veget",0.046768,0.030595,0.005642,0.007354,-0.033095,-0.006743,0.011687,0.017823,-0.026634,-0.017931,0.019611,-0.005558,-0.006312,-0.019469,0.022863,-0.017784
139,B00005S81T,"Skin Success Eventone Fade Cream, Regular - 2.7 oz Skin Success With Vitamins C &amp; E, Alpha Hydroxy &amp; Sunscreen.F",0.011836,0.010491,0.021935,0.016959,-0.017543,0.004105,-0.0116,-0.010134,-0.052541,-0.014762,-0.001544,0.018992,-0.01722,0.002121,-0.015979,0.000202
140,B00005T83D,"Palmer's Cocoa Butter Formula, Cream Soap Bar with Vitamin E, 3.5 oz - 1 ea Palmer&#39;s 1 Bar, 100g/3.5 ozA creamy coco",0.034114,0.010696,0.008273,0.003559,-0.013582,0.000456,0.011444,0.017524,-0.034401,-0.025567,0.023556,-0.003224,0.004405,-0.014318,-0.012349,-0.045074
141,B00005TZU8,"DreamTime Inner Peace Eye Pillow, Lavender Velvet DreamTime Discover the inner peace that resides within you.  DreamTime",0.034714,0.018156,0.021582,0.018065,-0.027608,0.002149,-0.004988,-0.003648,-0.050833,-0.014068,0.007192,-0.010833,-0.000264,0.004113,0.027315,-0.034891
142,B00005UN90,"Suave Naturals Body Wash, Ocean Breeze - 12oz. Suave Moisturizers Beauty Body Oils Skin Care",0.009065,0.021719,0.053963,0.040223,0.012731,-0.004291,0.038344,0.030339,-0.028046,-0.031492,-0.004528,-0.012788,0.005662,0.020994,-0.000958,-0.047669
143,B00005UQSP,"EO Shampoo for Fine/Oily Hair, Rosemary &amp; Mint, 8 fl oz (240 ml) EO Volumizing. A refreshing blend that gently clean",0.035787,-0.000373,0.017259,0.022589,-0.030622,-0.013363,-0.014268,0.017103,-0.042208,-0.034678,0.020237,-0.015655,-0.004554,-0.012228,0.010421,-0.027353
144,B00005V5OU,"Neutrogena Healthy Defense Daily Moisturizer, SPF 30, Light Tint 1.7 Ounce Neutrogena Healthy Defense SPF 30 Daily Moist",0.030111,0.027361,0.01895,0.036714,0.00321,-0.011137,-0.007811,0.004496,-0.036132,-0.021188,0.01787,-0.012657,-0.005068,0.022374,-0.020556,-0.008136
145,B00005V5OW,"Maybelline Lash Discovery Washable Mascara, Very Black - .16 fl oz Maybelline Exclusive lash catching mini brush allows ",0.042907,0.033589,0.003671,0.023837,-0.02582,-0.011595,-0.003968,0.029164,-0.052463,0.016924,-0.001115,-0.010112,-0.000894,0.009684,0.006352,-0.046671
146,B00005V5P6,"Maybelline New York Purestay Powder &amp; Foundation SPF 15, Ivory - .34 oz Maybelline Lasting finish that's powder pure",0.017079,0.005663,0.020741,0.042316,0.006421,-0.013111,0.005588,0.026621,-0.050754,-0.012687,0.005458,0.005421,-0.017064,0.034327,0.002447,-0.030441
147,B0000632EE,"Fallene Total Block UVA/UVB Complete Broad Spectrum Sun Protection, SPF 65 Clear, 2 fl Ounces (59 ml) Fallene Fallene To",0.004146,0.021814,0.017214,0.030459,-0.001045,0.00157,-0.015822,0.012787,-0.041968,-0.024661,0.006316,-0.005989,-0.006109,0.001752,-0.011213,-0.017408
148,B0000632EN,"Aveeno Positively Radiant Skin Brightening Daily Scrub, 5 Ounce Aveeno This daily facial scrub helps improve skin tone, ",0.030611,0.032307,0.029065,0.037969,-0.034453,-0.001642,0.005607,0.007488,-0.030203,-0.03691,0.020783,-0.013703,0.007843,0.000309,0.005502,-0.036643
149,B00006598X,"Aquis Microfiber Hair Towel, Lisse Crepe, Pink (19 x 39-Inches) Aquis Aquis towels are made of Aquitex, a super absorben",0.04767,0.020966,0.003902,0.018925,-0.034305,0.002688,-0.017323,0.001931,-0.046759,-0.032107,0.00018,0.015192,-0.010628,0.005191,0.016672,-0.027582
150,B000065DJY,"Revlon Perfect Heat 1875W Shine Boosting Hair Dryer, RV484 Revlon Give yourself shinier, softer hair with less frizz. Io",0.01516,0.000588,0.001324,0.012973,-0.025691,-0.020364,0.010445,0.000484,-0.033679,-0.009392,0.012556,0.006516,-0.010613,0.01381,0.016491,-0.033021
151,B000065DK4,"Vidal Sassoon VS184C Three-Barrel Waver Vidal Sassoon Like three curling irons merged into one, this waver iron from  Vi",0.03185,-0.00238,0.022583,0.014004,-0.01095,0.012696,-0.00212,0.001833,-0.033829,-0.00168,0.001712,-0.0087,-0.012488,-0.003662,0.002806,-0.027329
152,B000066CKS,Badger - Healing Balm For Hardworking Hands Badger Healing Balm For Hardworking Hands - 0.75oz (21g) Badger Healing Balm,0.019953,0.042082,0.00592,0.019909,-0.033928,0.016287,0.00708,0.022317,-0.043081,-0.002347,0.039022,-0.020723,0.018189,-0.028656,-0.026821,-0.063373
153,B0000682T7,"Badger Balm, Sleep Balm - 2 oz Badger A dreamy night balm rich with precious oils to calm, encourage, cheer and relax po",0.021668,0.037507,0.045668,0.038407,-0.050702,-0.01541,0.003856,-0.003369,-0.039256,-0.038277,0.025548,-0.030804,-0.005992,0.009175,-0.004142,-0.052887
154,B0000683O5,"CoverGirl Lipslicks Lip Gloss, Clear - .14 oz COVERGIRL Hint of ShimmerSheer Shimmer, High Shine!Helps protect lips from",0.027271,0.014747,-0.000591,0.03517,-0.003616,0.009202,0.016417,0.011639,-0.053601,-0.0056,-0.012418,0.007308,-0.014732,0.020004,0.004986,-0.039933
155,B000068U49,Kingsley Shave Soap Bowl with Lid Dark Wood Pendergrass Shaving Bowl This Shaving Bowl is a stylish way to hold your sha,0.02496,0.004009,0.012538,0.027628,-0.01782,0.012693,0.014026,0.005518,-0.028597,-0.026705,0.029025,0.008335,0.01645,0.002001,0.011662,-0.02466
156,B00006FDU6,Conair Straight Waves 3-in-1 Specialty Styler Conair Get maximum efficiency from your hairstyling tools with this five-i,0.03003,0.008621,0.025076,0.00808,-0.016025,0.015814,-0.010378,0.008597,-0.010726,0.005669,-0.019073,0.002992,-0.02074,0.009938,-0.007511,-0.04246
157,B00006FE30,"Neutrogena Clear Pore Cleanser/Mask, 4.2 Fluid Ounce (125 ml) Neutrogena 3524078 Beauty Cleansers Skin Care Face",0.051438,0.002452,0.037757,0.070035,0.011242,-0.000113,0.025954,0.037037,-0.040862,-0.008612,0.001679,-0.010674,0.003114,0.034993,-0.007693,-0.014445
158,B00006FRW7,"Aveeno Clear Complexion Daily Moisturizer, 4 Ounce Aveeno This daily moisturizer has a unique formula with an exclusive ",0.006049,-0.001778,0.017351,0.027524,-0.040654,0.000687,-0.002489,0.000791,-0.039924,-0.012032,0.01635,-0.008156,-0.025031,0.007599,-0.021651,-0.010293
159,B00006IGL3,"Kiss My Face Organics Break Out, Botanical Acne Gel, 1 fl oz Kiss My Face Certified Organic: Contains the purest wildcra",0.030877,0.027925,0.022669,0.046948,-0.049488,-0.011819,0.004028,-0.000628,-0.058886,-0.0224,0.011634,-0.011376,0.000392,0.008666,0.000836,-0.046651
160,B00006IGL8,"Kiss My Face Deep Cleansing Mask Pore Shrink , 2 Fluid Ounce Kiss My Face For a deep down cleansing, we recommend Pore S",0.039702,0.016781,0.01306,0.025936,-0.029051,-0.001572,0.003103,0.003048,-0.039745,-0.008423,0.0222,-0.003539,0.006411,0.009359,-0.002115,-0.032714
161,B00006IV22,Conair 1875 Watt Dual Voltage Folding Handle Hair Dryer Conair The conair ion shine travel ionic styler is compact and l,0.03882,0.008917,-0.004294,0.019695,-0.034108,0.01401,0.000242,0.003621,-0.021205,-0.017517,0.016473,-0.003864,-0.030271,0.018322,0.018683,-0.033721
162,B00006IV2E,"Conair BC40JBC Hot Brush, White, 0.75 Inch Conair This 3/4-inch styling brush features a pearlized handle for optimum co",0.045507,0.017425,0.017629,0.024236,-0.005903,-0.023281,-0.019485,0.003671,-0.023467,-0.004713,-0.001432,-0.001412,-0.001793,0.006464,0.040005,0.007958
163,B00006IV2F,"Instant Heat Hot Brush, 3/4-Inch Conair Features:Automatic shut offTangle-free ball tipped bristlesPatented European des",0.043267,0.045548,0.007608,0.050661,-0.030303,-0.003512,-0.033604,-0.009191,-0.0206,-0.007175,-0.010749,0.019133,-0.001423,0.003244,0.022045,-0.007861
164,B00006IV30,Conair Instant Heat Travel Hairsetter Conair The jumbo rollers instant heat travel hairsetter heats up in just 2 quick m,0.060284,0.020063,0.001939,0.021495,-0.019317,0.00864,-0.013308,-0.011672,-0.037779,-0.025718,0.020672,0.018805,-0.018615,-0.006887,0.005423,-0.012035
165,B00006JN4F,"L'Oreal Paris Superior Preference Hair Color, LB-01 Extra Light Ash Blonde L&#39;Oreal Paris Long-Lasting&nbsp;Color Wit",0.018277,0.032865,0.008419,0.027989,-0.038572,0.007673,-0.005826,-0.017043,-0.048877,-0.032862,-0.002904,0.003469,-0.028056,0.016174,0.004623,-0.013491
166,B00006JT6O,Olay Total Effects Anti-Aging Night Firming Treatment - 1.7 Fl Oz Olay For those concerned about accelerating signs of a,-0.00475,-0.01461,0.023696,0.023996,-0.036304,0.00694,0.020739,-0.007834,-0.055326,-0.012113,-0.004062,0.010553,-0.015405,0.017503,-0.009695,-0.015033
167,B00006K14U,"Nivea for Men Energy Face Scrub, 4.4 Ounce Tube Nivea Men Beauty Scrubs Exfoliators & Scrubs Face Skin Care",0.009527,0.023913,0.048604,0.040846,0.015023,0.029652,0.021308,0.039412,-0.038025,-0.024813,-0.012708,0.01136,0.012118,-0.001431,-0.028569,-0.049703
168,B00006L9KV,"Thicker Fuller Hair Revitalizing Shampoo-12 oz Thicker Fuller Hair Pure plant extracts. Thicken Strength Revive fine, li",0.030333,-0.006872,0.028729,0.023878,-0.04839,-0.001213,-0.004805,-0.002428,-0.041905,-0.003583,0.028698,0.008454,-0.016259,-0.006921,-0.010353,-0.022284
169,B00006L9KW,"Thicker Fuller Hair Weightless Conditioner-12 oz Thicker Fuller Hair Advanced Thickening Solutions For Thicker, Stronger",0.02803,-0.00572,0.027277,0.026179,-0.040527,-0.002954,-0.020524,0.004591,-0.036016,-0.021596,0.043055,0.024678,-0.023618,0.009103,-0.002482,-0.033364
170,B00007FCQ1,"Blue Lizard Australian Sunscreen, Regular, SPF 30+, 8.75-Ounce Bottle Blue Lizard Blue Lizard Australian Suncream Regula",0.02764,0.038212,0.029872,0.026195,-0.006836,-0.021503,-0.010114,0.011171,-0.03479,-0.020349,0.011824,-0.008237,0.00249,0.016791,-0.005056,-0.017409
171,B00007KQF3,"Barielle Nail Strengthener Cream, 1 Ounce Barielle This exclusive formula, used to strengthen horses' hooves, provides h",0.011014,0.019526,0.018518,0.015754,-0.056133,-0.01082,0.000219,0.004561,-0.036594,-0.012141,0.004825,-0.017617,-0.003831,-0.016244,-0.008225,-0.034861
172,B00007M0CP,"Conair Xtreme Instant Heat Multisized Hot Rollers, Pink Conair Quick to heat and gentle on your hair, these hot rollers ",0.034539,0.000957,0.004086,0.004743,-0.014484,-0.000573,0.011124,-0.000818,-0.029134,-0.010133,0.000124,0.00956,-0.004105,-0.006217,0.0146,-0.004165
