item_id,asin,pc1,pc2,salesrank_category,salesrank,item_text_short
1554,B000ILKUZ6,0.30693,0.10051,Beauty,3376.0,"Alba Botanica Deep Moisturizing Kukui Nut Hawaiian Body Oil, 8.5 Ounce Bottle Al"
1555,B000IMJS0S,0.01649,0.18564,Health & Personal Care,23625.0,Jericho Dead Sea Black Mud Soap-4.4 Oz. Jericho Enriched with Dead Sea Minerals 
1556,B000IMPD3O,-0.06721,0.4135,Beauty,10170.0,"Korres 24-Hour Moisturising and Brightening Cream, Wild Rose, 1.35 Ounce Korres "
1557,B000IO6NFE,-0.16498,0.36972,Beauty,5940.0,La Roche-Posay Toleriane Fluid  1.35-Ounces La Roche-Posay Toleriane Fluid sooth
1558,B000IO8JYM,0.14156,0.32343,Beauty,37720.0,La Roche-Posay Effaclar K Acne Treatment Fluid (30ml) 1 Fluid Ounce La Roche-Pos
1559,B000IOBEG2,-0.29701,0.30396,Beauty,3332.0,La Roche-Posay Toleriane Gentle Dermo-Cleanser (200ml) 6.76 Fluid Ounces La Roch
1560,B000IOBEQ2,-0.19889,0.36736,Beauty,3612.0,La Roche-Posay Toleriane Soothing Protective Skincare Lotion (40ml) 1.35 Fluid O
1561,B000IOFQWK,0.33113,0.01678,Beauty,4629.0,Sun Laboratories Tan Overnight Self Tanning Lotion 8 fl oz. Sun Laboratories Sun
1562,B000IOJM16,-0.14223,0.26043,Beauty,14124.0,DCL AHA Lightening Gel 1 oz DCL AHA lightening gel is a highly effective gel for
1563,B000IQ2ZYK,-0.44496,-0.14527,Beauty,9483.0,"Mehaz 4&quot; Eyebrow &amp; Mustach Scissors #371 Mehaz Mehaz 4"" Eyebrow & Musta"
1564,B000ITQ9WQ,0.18898,0.13432,Beauty,9793.0,Anew Clinical Thermafirm Avon Our most effective lifting treatment ever is formu
1565,B000IVB14A,0.3636,0.11887,Beauty,24164.0,Peter Thomas Roth Botanical Buffing Beads 8.5 Fluid Ounce Peter Thomas Roth Buff
1566,B000IVB1G8,0.39128,0.21784,Beauty,39325.0,"Peter Thomas Roth Mega Rich Intensive Anti-Aging Cellular Creme, 1.7 Ounce Peter"
1567,B000IXPFY0,0.19393,-0.22393,Beauty,81800.0,Farouk CHI Pro GF 1505 1300 Watt Ceramic Anion Infared Low EMF Professional Hair
1568,B000IXVJU4,0.00733,0.42717,Beauty,25781.0,Eucerin Sensitive Skin Gentle Hydrating Cleanser 8 oz. Eucerin INDICATIONS: Gent
1569,B000IXXBRS,0.33984,0.03693,Beauty,8270.0,"Leonor Greyl Huile De Palme Leonor Greyl This beautifying oil detangles, softens"
1570,B000IZCFGO,0.31583,-0.02217,Beauty,102117.0,Becca Cosmetics Beach Tint 0.24 fl oz. Watermelon Beach Tint is an easily blende
1571,B000J10IJ8,0.35481,0.21912,Beauty,4717.0,Dermalogica PreCleanse 5.1 oz. Dermalogica A lightweight Olive and Apricot Kerne
1572,B000J1AD52,-0.51036,-0.08385,Beauty,7551.0,"Denman Be-Bop Massage Brush, Twister, Shampoo Brush Denman Gent's black shampoo "
1573,B000J2652Q,0.24181,-0.28928,Beauty,65928.0,Mommy Makeup Brow Tint - Tinted Eyebrow Gel - Fawn Quick and easy! This Incredib
1574,B000J2CTYE,0.26844,-0.09076,Beauty,4187.0,"Auric Blends Egyptian Goddess, Fine Perfume Oil 1.7 oz (48 g) Auric Blends Egypt"
1575,B000J3ZMQA,0.35317,-0.02795,Beauty,9154.0,Nubian Heritage Coconut &amp; Papaya Soap 5 Oz X 6 Bars Nubian Heritage The Coco
1576,B000J41MNG,0.08772,0.04145,Health & Personal Care,40482.0,Bar Soap Coconut &amp; Papaya Soap 5 oz By Nubian Heritage Nubian Heritage Nubia
1577,B000J41UO2,0.0932,0.14109,Beauty,64303.0,Bar Soap Raw Shea Butter 5 Oz By Nubian Heritage Nubian Heritage Raw Shea Butter
1578,B000J4N78O,0.28586,-0.00215,Beauty,125592.0,"Peter Lamas Lash Masque Natural Lash Builder, Tint and Conditioner, 0.22 fl oz G"
1579,B000JBWZR6,-0.00609,0.00053,Beauty,120424.0,Sun Moon Stars By Karl Lagerfeld Womens Eau De Toilette (EDT) Spray 3.3 Oz Karl 
1580,B000JF9Q1U,-0.00313,0.22573,Beauty,3490.0,"Redken Extreme Cat Protein Reconstructing Treatment Spray, 5 Ounce Redken This s"
1581,B000JFFTDE,0.06446,-0.03312,Beauty,99155.0,Perfume-Bourbon Vanilla Ecco Bella Botanicals 1 oz Liquid Ecco Bella Perfume-Bou
1582,B000JG1QDA,0.06642,0.3689,Beauty,1119.0,"Dermalogica Special Cleansing Gel, 16.9-Fluid Ounce Dermalogica A Soap-free foam"
1583,B000JGERAO,0.39251,-0.1938,Beauty,52307.0,Zeno Acne Clearing Device with 60-Count Cartridge Zeno Zeno is a hand-held batte
1584,B000JGKG2M,0.18953,-0.11679,Beauty,38051.0,"Zeno Replacement Tip Cartridge, 60 Treatment Applications Zeno Zeno relies on ca"
1585,B000JI9JYQ,0.26483,-0.16372,Beauty,15944.0,Remington Tangle Tamer Wet/Dry - Cord or Cordless Convenience W/ On/off Switch R
1586,B000JIN0OG,0.09715,0.01058,Beauty,178344.0,"NuFACE Microcurrent Toner for Lifting and Toning the Face, Pink Pink NuFace for "
1587,B000JKEB38,-0.4042,0.07492,Beauty,1490.0,Murad Acne Complex Kit - 60 Day Supply 4 Piece Set Murad Buy Murad Skin Care Set
1588,B000JKIE4A,0.01648,0.36016,Beauty,57597.0,Avon Solutions Nurtura Replenishing Cream Avon Solutions Nutura Avon Solutions N
1589,B000JKN4X6,-0.08391,-0.05461,Home &amp; Kitchen,2123.0,"O2-Cool Carabiner Water Misting Fan, Colors May Vary O2 Cool Great for both kids"
1590,B000JKPDQ2,-0.39594,0.37222,Beauty,611.0,Nu-Derm Gentle Cleanser 6.7 oz Obagi Medical Nu-Derm Gentle Cleanser 6.7 oz Beau
1591,B000JL3U1Q,0.24585,-0.19208,Beauty,60809.0,Vera Wang Princess By Vera Wang For Women. Eau De Toilette Spray 1.7 OZ Vera Wan
1592,B000JL3WNW,0.22715,-0.18544,Beauty,33939.0,"Curious In Control by Britney Spears for Women, Eau De Parfum Spray, 3.3-Ounce B"
1593,B000JL5V0E,0.23658,-0.17059,Beauty,8339.0,"Euphoria Men by Calvin Klein for Men, Eau De Toilette Spray, 1.7 Ounce Calvin Kl"
1594,B000JL69OG,0.16874,-0.1526,Beauty,110128.0,Lovely Sarah Jessica Parker By Sara Jessica Parker For Women. Eau De Parfum Spra
1595,B000JL7Z5S,0.28105,-0.06792,Health & Personal Care,2954.0,Juicy Couture By Juicy Couture For Women. Eau De Parfum Spray 3.4 Oz. Juicy Cout
1596,B000JLAWIA,0.2066,-0.15985,Beauty,14580.0,Angel By Thierry Mugler For Men. Eau De Toilette Spray Rubber Bottle 3.4 OZ Thie
1597,B000JLCW56,0.19999,-0.1324,Beauty,7314.0,"Herm&egrave;s Men's Terre d'Herm&egrave;s Eau de Toilette Spray, 3.3 fl. oz. Her"
1598,B000JLEZN8,0.27783,-0.22932,Beauty,8012.0,Live Luxe By Jennifer Lopez For Women. Eau De Parfum Spray 3.4 OZ Jennifer Lopez
1599,B000JMB3JQ,0.19882,-0.34509,Toys & Games,27586.0,"Fangs Custom Scarecrow Unknown Quick, easy, and totally realistic! These dental "
1600,B000JNRIM6,-0.06732,0.08322,Beauty,1615.0,F.A.S.T. Hair Growth Shampoo and Conditioner Combo Pack - 12 fl. oz. each Nisim 
1601,B000JQLNO2,-0.21049,0.19904,Beauty,231.0,Matrix Total Results Sleek Shampoo &amp; Conditioner Liter Duo 33.8 oz Matrix Wh
1602,B000JQQHSE,0.29296,-0.14597,Beauty,54511.0,FHI Heat Platform 1 Inch Professional Ceramic Tourmaline Styling Iron with Nano-
1603,B000JQY2LI,0.37923,-0.1877,Beauty,169999.0,"Zeno Pro Acne Clearing Device with 90 Count Cartridge, Pink Zeno is a hand-held "
1604,B000JR59LY,0.01746,0.27511,Beauty,2669.0,"Nexxus Vitatress Biotin Scalp Creme, 2.1 Ounce Nexxus Formulated with an abundan"
1605,B000JUV816,0.1476,-0.12142,Beauty,1606.0,Conair 1875 Watt 3-in-1 Ionic Hair Styler Conair The Ionic Styler 1875-watt styl
1606,B000JVA80C,0.19984,0.02289,Health & Personal Care,1617.0,"Earth Mama Angel Baby Natural Stretch Oil, 4-Ounce Bottle Earth Mama Angel Baby "
1607,B000JVCBFC,0.17139,0.04116,Health & Personal Care,3492.0,"Earth Mama Angel Baby Earth Mama Body Butter, 8-Ounce Bottle Earth Mama Angel Ba"
1608,B000JVTYIY,0.07681,0.27555,Beauty,128331.0,"Anthony Logistics for Men Exfoliating Mud Scrub Bar, 5.5 Ounce A minty fresh 100"
1609,B000JVW9CC,0.19395,0.21396,Beauty,242.0,"Proactiv Solution Advanced Blemish Treatment 0.33 OZ, 9.45g Proactiv Stop pimple"
1610,B000JVY52Y,0.05273,0.25575,Beauty,43257.0,"Anthony Logistics for Men Sea Salt Body Scrub, 12 oz. A mild exfoliator that com"
1611,B000JWK3UG,-0.52127,0.11844,Health & Personal Care,61485.0,Parachute Coconut Hair Oil 1 Liter (1000ml) Extra Large Spicy World Hair & Scalp
1612,B000JWM7FA,0.11127,0.1411,Beauty,6632.0,Dabur Vatika Enriched Coconut Hair Oil 300ml (Pack of 2 Bottles) Dabur Vatika Ha
1613,B000JWO7JO,0.30538,-0.00454,Beauty,59028.0,Hesh Brahmi Amla Herbal Hair Oil 200ml Hesh Brahmi Amla Herbal Hair Oil has a un
1614,B000JY5B42,-0.22378,0.00882,Beauty,123627.0,"Clairol Nice 'n Easy Root Touch-Up, Dark Blonde 007 1 ea Clairol Extend the life"
1615,B000JYB3IK,0.34925,0.10903,Beauty,8869.0,"Aminogenesis Really Really Clean Cleanser, 6-Ounces AminoGenesis Ultra beautifyi"
1616,B000JYF1OW,0.3736,0.14874,Beauty,34007.0,"Aminogenesis Photolagen-Agf Treatment, 2-Ounces AminoGenesis Intensive treatment"
1617,B000K1MUH0,-0.54191,0.42095,Health & Personal Care,4586.0,"Sweet Sweat Skin Cream, 13.5 Ounce Jar Sports Research Moisturizers Beauty Body "
1618,B000K24ONW,-0.03705,0.29951,Health & Personal Care,5695.0,"NOW Foods Cypress Oil, 1-Fluid Ounce Now Foods Aroma:  Sweet, balsamic, warm ove"
1619,B000K5E81M,-0.28733,0.0455,Beauty,11035.0,Just For Me Texture Softener Paris Hilton This product is not eligible for prior
1620,B000K5E83K,-0.11177,0.0145,Beauty,134750.0,Gold N Hot Gh2257 Professional 1875 Watt Ionic Dryer with Tourmaline Tourmaline 
1621,B000K5FMCQ,-0.16128,0.11326,Beauty,230834.0,"Softsheen Carson Dark and Lovely Permanent Hair Colors, Vivacious Red SoftSheen "
1622,B000K7E2G6,0.2945,-0.13384,Beauty,143275.0,Remington S2044 Damage Therapy Ceramic Hair Straightener with Teflon Fiber Plate
1623,B000K7J1PI,0.35727,-0.21117,Beauty,1732.0,"Facial-Flex Ultra Facial Concepts, Inc. In today's anti-aging battle, increasing"
1624,B000K7J39M,0.36762,0.17804,Beauty,69524.0,"LATHER White Clay Deep Pore Cleansing Mask, 4-Ounce Jar LATHER Mined in China's "
1625,B000K7JLGM,-0.01875,-0.21046,Beauty,19073.0,T3 Bespoke Labs 83808-SE Featherweight Professional Ionic Ceramic Tourmaline Hai
1626,B000K8CQ6I,-0.05787,0.02438,Beauty,95791.0,Happy Face Complexion Brush Earth Therapeutics Put a smile on your face with our
1627,B000K9AGEQ,0.33917,0.23416,Health & Personal Care,32324.0,"Source Naturals Skin Eternal Cream for Sensitive Skin, 2 Ounce Source Naturals S"
1628,B000K9NZJE,0.30167,-0.21992,Beauty,1646.0,Hollywood Fashion Tape Double-Stick Strips-36 count Hollywood Fashion Tape Holly
1629,B000KBHG88,0.09451,-0.10701,Beauty,84950.0,BabylissPro BABTT5585 BaBylissPRO BaByliss Tourmaline Hair Dryer 3000 Pure Tourm
1630,B000KE5OBG,-0.23027,-0.19001,Beauty,8652.0,Princessa Aloe Mood Lipstick 12 Assorted Lipsticks Princessa Buy Princessa Lipst
1631,B000KEOO3U,-0.14141,-0.19217,Beauty,17299.0,Tweezerman Professional Stainless Steel Master Tech Ingrown Toenail File and Cle
1632,B000KEOQR4,-0.23074,0.17037,Beauty,17564.0,"Garnier Fructis Style Curl Shaping Spray Gel, 8.50-Fluid Ounce Garnier Take cont"
1633,B000KFBAO0,0.06229,0.20599,Beauty,38404.0,"Phyto Phytopolleine Universal Elixir for Unisex, 0.84 Ounce Phyto Botanical scal"
1634,B000KFVY46,0.33362,0.17426,Beauty,36228.0,"Earth Therapeutics Loofah Exfoliating Scrub, Oatmeal &amp; Honey, 6-Fluid Ounce "
1635,B000KFX10G,0.30049,0.14708,Beauty,8800.0,"Tree Hut Shea Body Butter, Brazilian Nut, 7-Ounce (Pack of 3) Tree Hut Experienc"
1636,B000KFX23M,0.25094,0.24262,Beauty,8423.0,"Nivea Body Cr&egrave;me Jar, 6.8 oz (Pack Of 3) Nivea Enjoy the rich luxurious s"
1637,B000KFXZ20,-0.23142,-0.02601,Beauty,5333.0,Ardell LashFree Eyelash Adhesive Remover 59ml/2oz Ardell Buy Ardell False Eyelas
1638,B000KHTDM4,0.29736,0.05966,Beauty,83715.0,MAKE UP FOR EVER Mist &amp; Fix 4.22 oz Make Up For Ever What it is:A light and 
1639,B000KIRSAW,0.23993,0.08683,Beauty,193074.0,Pacifica Sandalwood Soap Pacifica Sandalwood symbolizes a letting-go of the self
1640,B000KJRK22,0.02457,-0.0853,Beauty,33768.0,Monoi Tipanie (Coconut Oil w/ frangipani) 4 oz Monoi Tiare Tahiti Coconut Oil Fr
1641,B000KJRK2M,0.04906,-0.12502,Beauty,27145.0,Coconut Oil Jasmine (Pitate) Monoi Tiare Cosmetics 4 oz Oil Monoi Tiare Tahiti C
1642,B000KJXKAS,0.07877,-0.07058,Beauty,6029.0,Mason Pearson Popular - Large Bristle &amp; Nylon (BN1) Mason Pearson The Popula
1643,B000KK53L6,0.3571,0.09466,Beauty,13069.0,AcneFree Severe Acne Treatment System AcneFree Significantly better faster than 
1644,B000KM1PVG,-0.558,-0.04879,Beauty,16899.0,Earth Therapeutics Natural Wood Pin Massage Brush (Small) Earth Therapeutics Ear
1645,B000KM3NDO,-0.4632,-0.071,Beauty,21479.0,EARTH THERAPEUTICS Brush Wooden Pin - Large 1 UNIT Earth Therapeutics Earth Ther
1646,B000KNHJ5G,0.07157,0.04108,Beauty,655.0,Earth Therapeutics Purest Palm Body Brush Earth Therapeutics This 100% vegetable
1647,B000KOHRX4,0.32253,0.15733,Beauty,4792.0,"L'Oreal Paris RevitaLift Double Lifting Gel, 1.0 Fluid Ounce L&#39;Oreal Paris T"
1648,B000KOHSQA,0.10325,-0.02864,Beauty,21963.0,"L'Oreal Paris Couleur Experte Express Hair Color, 6.1 Light Ash Brown/French Ecl"
1649,B000KOLXKM,0.2618,0.25054,Beauty,22921.0,"L'Oreal Paris RevitaLift Anti-Wrinkle + Firming Eye Cream, 0.5 Fluid Ounce L&#39"
1650,B000KOM08Q,0.23562,0.12245,Beauty,17356.0,"L'Oreal Paris Collagen Filler Wrinkle Treatment, 1-Fluid Ounce L&#39;Oreal Paris"
1651,B000KONYJK,0.21935,0.24108,Beauty,863.0,"L'Oreal Paris RevitaLift Anti-Wrinkle + Firming Face &amp; Neck Contour Cream, 1"
1652,B000KONYPY,0.31161,0.26987,Beauty,1130.0,"L'Oreal Paris RevitaLift Anti-Wrinkle + Firming Night Cream, 1.7 Fluid Ounce L&#"
1653,B000KOO8AY,0.21206,-0.1015,Beauty,156121.0,"L'Oreal Frost and Design Pull-Through Cap Highlight Kit, Champagne H85 L&#39;Ore"
1654,B000KOOCQO,0.00147,-0.10425,Health & Personal Care,166458.0,Goody Ouchless Cushion Styling Hair Brush for Medium Hair #88168 Color May Very 
1655,B000KPI71O,0.17774,0.06736,Beauty,25018.0,"L'Oreal Paris Sublime Bronze Tinted Self-Tanning Lotion, Medium Natural Tan, 5.0"
1656,B000KPO99I,0.14918,0.27412,Beauty,6250.0,"L'Oreal Paris Age Perfect Night Cream, 2.5 Fluid Ounce L&#39;Oreal Paris Wake up"
1657,B000KPSSJK,0.27069,0.03391,Beauty,97508.0,"Skin MD Natural Shielding Lotion 4 Oz. Bottle (117 mL) for Hands, Face &amp; Bod"
1658,B000KPZ7SK,0.29891,-0.13847,Beauty,14710.0,Solia 1875W Thermal Ionic Hair Dryer The SoliaTM Thermal Ionic Dryer is an Itali
1659,B000KQ1E5Y,-0.11913,0.25836,Beauty,707.0,Eminence Organic Skincare. Stone Crop Gel Wash Eminence Organic Skincare Eminenc
1660,B000KQ73J0,0.1122,0.23634,Beauty,27614.0,"JOICO K-PAK Reconstruct Deep-Penetrating Reconstructor, 8.5-Ounce Joico K-PAK Re"
1661,B000KQ746W,0.03188,0.1795,Beauty,102069.0,Redken Body Full Shampoo 10.1 oz REDKEN Redken Body Full is a unique blend of pr
1662,B000KQ7U84,-0.12704,0.23369,Beauty,9582.0,"L'oreal Professional Paris Absolut Repair Cellular Lactic Acid Shampoo, 8.45-Oun"
1663,B000KQ9TME,-0.15467,0.26866,,,"L'Oreal Professional Series Expert Absolut Repair Cellular with Lactic Acid, 6.7"
1664,B000KQ9TPG,-0.13533,0.25871,Beauty,5694.0,"L'Oreal Professional Series Expert Absolut Repair Cellular Conditioner, Lactic A"
1665,B000KQB0YE,-0.01136,0.27238,Beauty,15843.0,"Phyto 9 Ultra Nourishing Cream for Ultra Dry Hair, 1.7-Ounce Phyto Phyto 9 is a "
1666,B000KQB1SY,0.17612,0.2219,Beauty,182143.0,Redken Smooth Down Butter Treatment 8.5 oz Smooth Down Butter Treat smoothing tr
1667,B000KQBQTI,0.08403,0.19625,Beauty,9094.0,"L'Oreal Professional Series Vitamino Color Shampoo, 8.45-Ounce Bottle L&#39;Orea"
1668,B000KQD470,0.16584,0.18402,Beauty,6582.0,"Phytocitrus Restructuring Shampoo for Colored Hair, 6.7-Ounce Phyto Phytocitrus "
1669,B000KVH1QU,0.08113,0.15266,Beauty,71162.0,Batiste Dry Shampoo 5.05 oz. Tropical Batiste With a deliciously exotic fragranc
1670,B000KWDFHI,-0.26275,0.38108,Beauty,101570.0,Beauty Drops Vitamin E Facial Moisturizer Cream 2800 IU 2 oz Vitamin E Moisturiz
1671,B000KZ2E54,0.04235,-0.09235,Home &amp; Kitchen,295519.0,Benefit Cosmetics 10 bronzing &amp; highlighting face powder duo Benefit Cosmeti
1672,B000L1AY3G,0.06002,0.02565,Beauty,6724.0,"Albolene, Cleanser Cream Unscented - 6 oz Albolene SKU NUMBER: 63842.The Mininim"
1673,B000L3JYMG,-0.4748,0.11238,Beauty,12993.0,"Sarah Jessica Parker Lovely Eau de Parfum Spray for Women, 3.4 Ounce Sarah Jessi"
1674,B000L596FE,-0.01738,-0.0553,Beauty,282.0,"The Wet Brush Detangling Shower Brush, Colors Vary Luxor Pro Eliminate tangles q"
1675,B000L8GL8G,0.1132,0.20029,Beauty,406.0,Nioxin System 3 Cleanser &amp; Scalp Therapy Conditioner Treated Hair Set Duo 33
1676,B000L9FBTA,-0.48633,-0.3192,Beauty,45189.0,OPI NAIL POLISH - MRS O'LEARY'S BBQ #W44 OPI OPI NAIL POLISH - MRS O'LEARY'S BBQ
1677,B000L9YYTS,0.05455,-0.25371,Beauty,22210.0,"OPI Soft Shades Nail Lacquer, Princesses Rule! OPI A light, baby pink sheer poli"
1678,B000LEHMUQ,0.27968,0.18224,Beauty,9492.0,Eminence Organic Skincare. Eight Greens Whip Moisturizer Eminence Organic Skinca
1679,B000LGNQPY,0.00108,-0.02621,Beauty,115890.0,PINK SUGAR by Aquolina for WOMEN: HAIR PERFUME 3.4 OZ Aquolina PINK SUGAR by Aqu
1680,B000LJ39TY,0.05787,0.10746,Beauty,39575.0,"Revlon ColorStay Makeup with SoftFlex, Normal/Dry Skin, Ivory 110, 1 Ounce Revlo"
1681,B000LJBYAU,0.37393,0.0327,Beauty,93310.0,"Mistral Shea Butter Soap, Gardenia, 7-Ounce Bar Mistral Hand-crafted in the hear"
1682,B000LJCNAK,0.31913,-0.19675,Beauty,104312.0,"Blinc Kiss Me Mascara, Dark Brown Blinc Stop painting your lashes, tube them. Ki"
1683,B000LJCND2,0.06589,-0.1512,Beauty,132834.0,"Blinc Kiss Me Eyeliner, Brown Blinc Brush it on! Slide it off! Kiss Me is the or"
1684,B000LJCNFA,0.2909,-0.28724,Beauty,55303.0,"Blinc Heated Lash Curler, 1 lash curler Blinc Heat your lashes to a curl! It's n"
1685,B000LJCNG4,0.38707,-0.03792,Beauty,1608.0,"blinc Lash Primer 0.23 oz. Blinc Condition, strengthen, volumize! Blinc's Lash P"
1686,B000LJGRG6,-0.07797,0.12993,Beauty,46442.0,NIOXIN System for Scalp Therapy Cond. for Fine Chem. Enh. Noticeably Thin Hair U
1687,B000LNWUIG,0.11381,0.13744,Beauty,4002.0,"Free &amp; Clear Hair Styling Gel, 7 Ounce Free &amp; Clear Free & Clear hair st"
1688,B000LOGSVU,0.20847,0.22583,Beauty,18943.0,Clarisonic Refreshing Gel Cleanser for Normal/Oily Skin - 6.0 oz Clarisonic&#174
1689,B000LPJASC,0.22559,0.3112,Beauty,30995.0,"Dermalogica Dermal Clay Cleanser, 8.4 Fluid Ounce Dermalogica A skin-perfecting "
1690,B000LQ30AA,0.03694,-0.08985,Health & Personal Care,20092.0,"Assorted Scents Zum Gift Bag, Zum , Indigo Wild Indigo Wild - Zum The Assorted Z"
1691,B000LRISO2,-0.18425,-0.02316,Beauty,8787.0,"Halston Z-14 by Halston for Men, Cologne Spray, 4.2 Ounce Halston Halston Z-14 w"
1692,B000LTQA6I,0.25187,-0.01881,Beauty,4165.0,"Bio Ionic Retex Hair Straightening System, Retex Kit Bio Ionic Retex Hair Straig"
1693,B000LUX3VC,0.24523,-0.30232,Beauty,1889.0,"Floxite Elegant Compact in Cobalt Blue with a Crystal Medallion, Powerful 10x Ma"
1694,B000LVW25O,-0.38373,-0.22766,Beauty,56969.0,"MAC Matte Lipstick Viva Glam I 3G M.A.C MAC Viva Glam Matte Lipstick
Shade: Viva"
1695,B000LW1I2Q,0.3256,0.14785,Beauty,29882.0,Phyto Phytobaume Conditioner-6.7 oz. Silky SoftnessHighly concentrated in soften
1696,B000LXTNMW,0.11847,-0.10189,Beauty,6649.0,Swedish Beauty Pink Diamond Tingle Hot Sizzle Indoor Tanning Salon Tan Lotion 8.
1697,B000LY3X7W,-0.53734,-0.03367,Clothing,7357.0,Lewis N. Clark Luggage Comfort 2 Pack Eye Mask With Adjustable Strap Lewis N. Cl
1698,B000M4AAWW,0.10016,0.2281,Beauty,129558.0,Becca Cosmetics Shimmering Skin Perfector SPF 20 1.7 fl oz. Becca Shimmering Ski
1699,B000M8BE3C,0.23693,-0.1917,Beauty,4661.0,"Midnight Fantasy By Britney Spears for Women, Eau De Parfum Spray, 3.4 Ounce Bri"
1700,B000MANVP4,0.34535,0.18886,Beauty,9241.0,"MyChelle Firming Serum, Serious Hyaluronic, 1-Ounce Bottle MyChelle Dermaceutica"
1701,B000MANVQ8,0.10806,0.16749,Beauty,72868.0,"MyChelle Fruit Fiesta Peel, 1.2-Ounce Jar MyChelle Dermaceuticals Antioxidant an"
1702,B000MANVXG,0.25107,0.04767,Beauty,52106.0,Dove SkinVitalizer Facial Cleansing Massager with 1 Massager and 6 Exfoliating P
1703,B000MAOWO8,0.35174,0.08676,Beauty,11884.0,"MyChelle Deep Repair Cream, 1.2-Ounce Jar MyChelle Dermaceuticals Deep Repair Cr"
1704,B000MAOWOS,0.17491,0.24669,Beauty,22266.0,"MyChelle Dermaceuticals Incredible Pumpkin Peel, 1.2 Fluid Ounce MyChelle Dermac"
1705,B000MAOWP2,0.11246,0.24265,Beauty,3191.0,"MyChelle Dermaceuticals Perfect C Serum, 0.5 Fluid Ounce MyChelle Dermaceuticals"
1706,B000MAQWA0,0.01246,0.14023,Beauty,8828.0,"MyChelle Eye Cream, Fabulous, .5-Ounce Tube MyChelle Dermaceuticals Fabulous Eye"
1707,B000MASTM4,0.29466,0.06064,Beauty,11341.0,"MyChelle Fruit Enzyme Mist, 4.4-Ounce Bottle MyChelle Dermaceuticals Fruit Enzym"
1708,B000MASTMO,0.13824,0.26693,Beauty,7100.0,"MyChelle Pumpkin Renew Cream, 1.2-Ounce Jar MyChelle Dermaceuticals Pumpkin Rene"
1709,B000MASTNI,-0.07976,0.26086,Beauty,8694.0,"MyChelle Fruit Enzyme Scrub Step 2, 2.3-Ounce Tube MyChelle Dermaceuticals A gen"
1710,B000MC5US8,-0.43585,0.35868,Beauty,11044.0,Nubian Heritage Raw Shea Butter Lotion 13 oz Nubian Heritage Body Lotion Raw She
1711,B000ME1GUC,0.16433,0.10631,Beauty,10086.0,"Bodyography Foundation Primer, Clear, 1 Ounce Bodyography Extend foundation's wa"
1712,B000ME2YWG,0.24584,-0.05007,Beauty,4239.0,Infiniti Pro by Conair Wet / Dry Hot Air Styler Conair The Infiniti Pro by Conai
1713,B000MGOZ30,0.25025,0.21603,Health & Personal Care,4373.0,"Now Foods Avocado Oil, Moisturizing 4 oz. (Edible) Now Foods 100% Pure Avocado O"
1714,B000MGSJBY,-0.07203,0.16907,Beauty,1076.0,"Now Foods Lemongrass Oil 100% Pure, 1 Ounce Now Foods 100% PureCymbopogon citrat"
1715,B000MI85FC,-0.02761,-0.11193,Beauty,3157.0,Liquid Push Down Alcohol Dispenser- Clear Bottle- Labeled - 9 Oz Bottle Tech-Med
1716,B000MN6FQ8,-0.12415,-0.01659,Beauty,131101.0,"Conair Tourmaline Brush, Red Conair Conair Tourmaline red porcupine cushion brus"
1717,B000MPFKZ8,0.04674,0.20184,Beauty,75402.0,"Organix Hair Serum, FX Silk Drops, 4 Ounce Organix SILK DROPS Sheer Liquid Silk "
1718,B000MQ6X8A,0.25723,-0.04082,Beauty,50465.0,Fair &amp; Lovely Ayurvedic Natural Fairness Cream 50g Ayurvedic Natural Fairnes
1719,B000MQUKPC,0.34011,0.08225,Beauty,9871.0,LAVANILA The Healthy Fragrance 1.7 fl oz. LAVANILA The Healthy Fragrance nurture
1720,B000MS073K,0.25028,0.2407,Beauty,156258.0,"OPI Avojuice Skin Quenchers Coconut Melon Juicie, 6.6-Ounce Bottles OPI Avojuice"
1721,B000MS07DA,0.07831,0.18129,Beauty,17407.0,"Opi Avoplex High Intensity Hand and Nail Cream, 4 Fluid Ounce OPI Opi avoplex hi"
1722,B000MS3XW2,0.02112,0.17757,Beauty,13097.0,"OPI Avoplex High-Intensity Hand and Nail Cream, 1.7 Fluid Ounce OPI Opi avoplex "
1723,B000MS5M9O,-0.09676,0.17732,Beauty,14779.0,"OPI Avoplex Exfoliating Cuticle Treatment, 1-Fluid Ounce OPI This unique blend o"
1724,B000MT1GHA,-0.08138,0.17879,Beauty,5489.0,Revlon Jean Nate Deodorizing Silkening Body Powder-6 oz Revlon Jean Nate Body Po
1725,B000MU7GFU,0.25313,-0.16921,Health & Personal Care,15747.0,"Hollywood Cookie Diet Meal Replacement Cookies, Chocolate Chip, 1.4-Ounce Cookie"
1726,B000MUFK30,0.12147,0.03916,Beauty,90191.0,"Earth Therapeutics Back Brush, Gentle Buff, 1 each Earth Therapeutics Not tested"
1727,B000MUQFTI,0.14114,0.36259,Beauty,5953.0,Aveeno Active Naturals Positively Ageless Daily Exfoliating Cleanser With Natura
1728,B000MUV9NU,0.29769,0.14075,Beauty,85978.0,"Neutrogena Healthy Skin Glow Sheers, SPF 30, Ivory to Fair 10, 1.1 Ounce Healthy"
