item_id,item_text,rank,neighbor_item_id,cosine_similarity,neighbor_text
3370,Revlon Perfect Heat 1875W Fast Dry Compact Dryer Revlon Revlon RVDR5005 Ion Select 1875 Watt Compact,3,6373,0.92294,"Revlon Rvdr5033 1875w Compact Stylist Dryer, Black Revlon Compact dryer with 2 heat and speed settin"
3370,Revlon Perfect Heat 1875W Fast Dry Compact Dryer Revlon Revlon RVDR5005 Ion Select 1875 Watt Compact,4,6087,0.92293,"Revlon Rvdr5029 1875 Watt Smoothstay Ceramic Ionic Dryer, Purple Revlon Our Smoothstay 1875 Watt Dry"
3370,Revlon Perfect Heat 1875W Fast Dry Compact Dryer Revlon Revlon RVDR5005 Ion Select 1875 Watt Compact,5,4995,0.92288,Babylis Pro BABTT5585 Tourmaline Titanium 3000 Dryer BaBylissPRO Babyliss Pro TT 1900 watt dryer is 
3371,Revlon Curl Collections Quick Styling Hot Air Kit Revlon Revlon RVHA6002C 1 & 1-1/2 inch Hot Air Sty,1,421,0.91907,Revlon Shine Enchancing Hot Air Kit Revlon The Revlon RV440C Ionic 1 and 1 1/2 inch hot air styler k
3371,Revlon Curl Collections Quick Styling Hot Air Kit Revlon Revlon RVHA6002C 1 & 1-1/2 inch Hot Air Sty,2,5741,0.90431,Revlon Volume Stay Titanium Hot Air Kit Vidal Sassoon Revlon&#x2019;s 1200 watt titanium hot air kit
3371,Revlon Curl Collections Quick Styling Hot Air Kit Revlon Revlon RVHA6002C 1 & 1-1/2 inch Hot Air Sty,3,3374,0.90028,Revlon Perfect Heat 3 Barrel Waver Revlon Our Revlon 3 Barrel Waver creates beautiful inchsinch wave
3371,Revlon Curl Collections Quick Styling Hot Air Kit Revlon Revlon RVHA6002C 1 & 1-1/2 inch Hot Air Sty,4,3370,0.89216,Revlon Perfect Heat 1875W Fast Dry Compact Dryer Revlon Revlon RVDR5005 Ion Select 1875 Watt Compact
3371,Revlon Curl Collections Quick Styling Hot Air Kit Revlon Revlon RVHA6002C 1 & 1-1/2 inch Hot Air Sty,5,3372,0.89207,Revlon Amber Waves RV671AW Professional Ionic Soft Bonnet Dryer Revlon Amber Waves RV671AW Professio
3372,Revlon Amber Waves RV671AW Professional Ionic Soft Bonnet Dryer Revlon Amber Waves RV671AW Professio,1,6087,0.92057,"Revlon Rvdr5029 1875 Watt Smoothstay Ceramic Ionic Dryer, Purple Revlon Our Smoothstay 1875 Watt Dry"
3372,Revlon Amber Waves RV671AW Professional Ionic Soft Bonnet Dryer Revlon Amber Waves RV671AW Professio,2,3370,0.9192,Revlon Perfect Heat 1875W Fast Dry Compact Dryer Revlon Revlon RVDR5005 Ion Select 1875 Watt Compact
3372,Revlon Amber Waves RV671AW Professional Ionic Soft Bonnet Dryer Revlon Amber Waves RV671AW Professio,3,861,0.90954,Andis 40055 Pro Style 1600 Watt Hair Dryer - White Andis 40055 Pro Style 1600 Dryer ProStyle has 160
3372,Revlon Amber Waves RV671AW Professional Ionic Soft Bonnet Dryer Revlon Amber Waves RV671AW Professio,4,3375,0.9087,Vidal Sassoon VSIR3250 3/4 inch Answers Root Volumizer for Fine Hair Vidal Sassoon VSIR3250 3/4 inch
3372,Revlon Amber Waves RV671AW Professional Ionic Soft Bonnet Dryer Revlon Amber Waves RV671AW Professio,5,868,0.9037,"Revlon RV408 1875 Watt Full-Size Turbo Dryer, Black Revlon Revlon's New RV408 1875W Full-size Turbo "
3373,Nail Lacquer # NL E41 Barefoot In Barcelona 0.5 oz. OPI This is a professional quality nail polish a,1,11294,0.95235,"OPI Nail Lacquer, # NL A06 Hawaiian Orchid, 0.5 Ounce OPI Eye popping colors great to wear daily. OP"
3373,Nail Lacquer # NL E41 Barefoot In Barcelona 0.5 oz. OPI This is a professional quality nail polish a,2,3572,0.91189,OPI Nail Lacquer - Russian Navy Suede - 0.5 oz OPI OPI Nail Lacquer -- R54 -- Russian Navy Suede -- 
3373,Nail Lacquer # NL E41 Barefoot In Barcelona 0.5 oz. OPI This is a professional quality nail polish a,3,10439,0.91135,China Glaze Nail Polish - Angel Wings - 8.5 oz China Glaze Chip resistant formula. Gives long lastin
3373,Nail Lacquer # NL E41 Barefoot In Barcelona 0.5 oz. OPI This is a professional quality nail polish a,4,10296,0.90822,China Glaze Nail Polish - Bizarre Blurple - 0.5 oz China Glaze Chip resistant formula. Gives long la
3373,Nail Lacquer # NL E41 Barefoot In Barcelona 0.5 oz. OPI This is a professional quality nail polish a,5,4247,0.90586,China Glaze Adore 80209 - Nail Polish / Lacquer / Enamel - Romantique Collection China Glaze Chip re
3374,Revlon Perfect Heat 3 Barrel Waver Revlon Our Revlon 3 Barrel Waver creates beautiful inchsinch wave,1,1305,0.98467,"Revlon Perfect Heat Jumbo 3 Barrel Waver Revlon Our Revlon Jumbo 3 Barrel Waver creates large loose,"
3374,Revlon Perfect Heat 3 Barrel Waver Revlon Our Revlon 3 Barrel Waver creates beautiful inchsinch wave,2,5850,0.924,Hot Tools 2179 Deep Waver with Ceramic Tourmaline And Pulse Technology Hot Tools New plate design cr
3374,Revlon Perfect Heat 3 Barrel Waver Revlon Our Revlon 3 Barrel Waver creates beautiful inchsinch wave,3,5044,0.92152,"Herstyler Baby Curl Curling Iron, Purple HerStyler Herstyler's tourmaline/Ceramic barrel easily crea"
3374,Revlon Perfect Heat 3 Barrel Waver Revlon Our Revlon 3 Barrel Waver creates beautiful inchsinch wave,4,9440,0.91887,Bed Head BH311 Blue Raspberry Conical Styler Bed Head Create tight curls on top and loose curls on t
3374,Revlon Perfect Heat 3 Barrel Waver Revlon Our Revlon 3 Barrel Waver creates beautiful inchsinch wave,5,9441,0.9156,Bed Head BH313 Orange Crush 1-inch Styler Bed Head Create loose curls and waves with this 1-inch bar
3375,Vidal Sassoon VSIR3250 3/4 inch Answers Root Volumizer for Fine Hair Vidal Sassoon VSIR3250 3/4 inch,1,3372,0.9087,Revlon Amber Waves RV671AW Professional Ionic Soft Bonnet Dryer Revlon Amber Waves RV671AW Professio
3375,Vidal Sassoon VSIR3250 3/4 inch Answers Root Volumizer for Fine Hair Vidal Sassoon VSIR3250 3/4 inch,2,10543,0.90419,"Andis Tangerine Twist Curling Iron,1-Inch Andis The Andis Tangerine Twist 1-inch Curling Iron delive"
3375,Vidal Sassoon VSIR3250 3/4 inch Answers Root Volumizer for Fine Hair Vidal Sassoon VSIR3250 3/4 inch,3,840,0.90087,"Conair CS25WNCS Ultra Slim Ceramic Straightener, Red, 1 5/8 Inch Conair The conair CS25WNCS features"
3375,Vidal Sassoon VSIR3250 3/4 inch Answers Root Volumizer for Fine Hair Vidal Sassoon VSIR3250 3/4 inch,4,10542,0.89637,"Andis Tangerine Twist Nano Ceramic Flat Iron,1-Inch Andis The Andis Tangerine Tango 1-inch Flat Iron"
3375,Vidal Sassoon VSIR3250 3/4 inch Answers Root Volumizer for Fine Hair Vidal Sassoon VSIR3250 3/4 inch,5,862,0.89439,Andis Micro Turbo 1600 Watt Dual Voltage Hair Dryer - White (33805) Andis 33805 Micro Turbo 1600 Wat
3376,"Tweezerman File, Buff and Shine Tweezerman Great combination set with fashion file to shape nails an",1,4943,0.92569,Tweezerman Shape and Shine Nail Tool Tweezerman Tweezerman Shape and Shine Tool is a multi-use nail 
3376,"Tweezerman File, Buff and Shine Tweezerman Great combination set with fashion file to shape nails an",2,7577,0.88037,"SHANY Premium 4 sided, Quick Shine Block Nail Buffer, 1 Ounce (Pack of 3) Professional 4-Sided Buffi"
3376,"Tweezerman File, Buff and Shine Tweezerman Great combination set with fashion file to shape nails an",3,1332,0.87456,Tweezerman Pushy and Nail Cleaner Tweezerman This stainless steel manicure and pedicure tool combine
3376,"Tweezerman File, Buff and Shine Tweezerman Great combination set with fashion file to shape nails an",4,1631,0.87353,Tweezerman Professional Stainless Steel Master Tech Ingrown Toenail File and Cleaner Tweezerman Prof
3376,"Tweezerman File, Buff and Shine Tweezerman Great combination set with fashion file to shape nails an",5,3461,0.87193,Nail Tek Mini Crystal File with Pink Case Nail Tek NAIL TEK Mini Crystal File with Pink Case fits ea
3377,"Philosophy Hope in a Tube Eye and Lip Contour Cream Tube, 0.5 Ounce Philosophy A rich, moisturizing ",1,386,0.9288,"Philosophy Hope in a Jar Daily Moisturizer, Dry Skin, 2 Ounce Philosophy A creamy, soothing daily mo"
3377,"Philosophy Hope in a Tube Eye and Lip Contour Cream Tube, 0.5 Ounce Philosophy A rich, moisturizing ",2,1556,0.9258,"Korres 24-Hour Moisturising and Brightening Cream, Wild Rose, 1.35 Ounce Korres Moisturizing and bri"
3377,"Philosophy Hope in a Tube Eye and Lip Contour Cream Tube, 0.5 Ounce Philosophy A rich, moisturizing ",3,8397,0.90803,"Dermalogica Overnight Repair Serum, 0.5 Fluid Ounce Dermalogica Helps stimulate cellular repair over"
3377,"Philosophy Hope in a Tube Eye and Lip Contour Cream Tube, 0.5 Ounce Philosophy A rich, moisturizing ",4,10552,0.90779,"e.l.f. Daily Moisture Stick, Clear, 0.53 Ounce e.l.f. Cosmetics Daily Moisture Stick is an easy to u"
3377,"Philosophy Hope in a Tube Eye and Lip Contour Cream Tube, 0.5 Ounce Philosophy A rich, moisturizing ",5,5988,0.90741,"Mary Kay TimeWise Age-fighting Moisturizer, Combination/Oily Skin,3 oz/ 88ml Mary Kay This emollient"
3378,Revlon RV480 Professional Ceramic Universal Finger Diffuser Revlon Diffusers Beauty Styling Tools Ha,1,11055,0.86263,Remington Ac9096 Silk Ceramic Ionic AC Professional Hair Dryer Remington Hair Dryers Beauty Styling 
3378,Revlon RV480 Professional Ceramic Universal Finger Diffuser Revlon Diffusers Beauty Styling Tools Ha,2,9397,0.86145,Remington D8410 Keratin Therapy Dryer Remington Hair Dryers Beauty Styling Tools Hair Care
3378,Revlon RV480 Professional Ceramic Universal Finger Diffuser Revlon Diffusers Beauty Styling Tools Ha,3,11053,0.86055,Remington H9096 Silk Ceramic Heated Clip Setter Remington Beauty Styling Tools Hair Care Hair Roller
3378,Revlon RV480 Professional Ceramic Universal Finger Diffuser Revlon Diffusers Beauty Styling Tools Ha,4,11052,0.85889,Remington Ci96z1 Silk Ceramic Elliptical Waving Wand Remington Curling Irons Hair Care Beauty Irons 
3378,Revlon RV480 Professional Ceramic Universal Finger Diffuser Revlon Diffusers Beauty Styling Tools Ha,5,7839,0.85661,John Frieda JF1 Full Volume Hair Dryer John Frieda Hair Dryers Beauty Styling Tools Hair Care
3379,Origins Checks and Balances&#153; Frothy Face Wash 5 oz Origins Checks & Balances Frothy Face Wash--,1,258,0.85132,"Burt's Bees: Citrus Facial Scrub, 2 oz Burt&#39;s Bees Burt's Bees Citrus Facial Scrub.2 oz (57g). B"
3379,Origins Checks and Balances&#153; Frothy Face Wash 5 oz Origins Checks & Balances Frothy Face Wash--,2,7052,0.84688,Jane Carter Nourish and Shine 4 oz &quot;Pack of 2&quot; Jane Cosmetics Jane Carter Nourish & Shine 
3379,Origins Checks and Balances&#153; Frothy Face Wash 5 oz Origins Checks & Balances Frothy Face Wash--,3,9883,0.8445,"POND'S Luminous Clean Cream Cleanser, 6oz Pond&#39;s Beauty Cleansers Skin Care Face"
3379,Origins Checks and Balances&#153; Frothy Face Wash 5 oz Origins Checks & Balances Frothy Face Wash--,4,6295,0.84424,"Neutrogena Deep Clean Long-Last Shine Control, Cleanser/mask, 6 Ounce (Pack of 2) Neutrogena Deep Cl"
3379,Origins Checks and Balances&#153; Frothy Face Wash 5 oz Origins Checks & Balances Frothy Face Wash--,5,7724,0.84334,Origins by Origins Clear Improvement Active Charcoal Mask To Clear Pores--/3.4OZ Skin Care Clear Imp
3380,Essie The Nail Corrector Pen 0.105 fl oz. Essie Essie The Nail Corrector Pen features a pre-saturate,1,1779,0.88888,"Opi Nail Polish Remover, 4 Fluid Ounce OPI Opi polish remover is a mild acetone formula with aloe ve"
3380,Essie The Nail Corrector Pen 0.105 fl oz. Essie Essie The Nail Corrector Pen features a pre-saturate,2,3018,0.88766,"Opi Expert Touch Lacquer Remover, 4 Fluid Ounce OPI Opi expert touch lacquer remover is more effecti"
3380,Essie The Nail Corrector Pen 0.105 fl oz. Essie Essie The Nail Corrector Pen features a pre-saturate,3,2057,0.88459,"OPI Lacquer Thinner, 2 Fluid Ounce OPI Extend the life of your favorite nail polishes with this nail"
3380,Essie The Nail Corrector Pen 0.105 fl oz. Essie Essie The Nail Corrector Pen features a pre-saturate,4,2864,0.87795,"OPI Expert Touch Lacquer Remover 4oz OPI When it comes to removing lacquer quickly, traditional poli"
3380,Essie The Nail Corrector Pen 0.105 fl oz. Essie Essie The Nail Corrector Pen features a pre-saturate,5,1321,0.87523,"Essie Ridge Filler Base Coat, 0.46 oz Essie The ultimate nail foundation for nails with ridges. Give"
3381,"Sleek Look Sealing Serum by Matrix, 4.2 Ounce Matrix Contains intense smoothing ingredients that rep",1,8931,0.92704,"Organix Repairing Awapuhi Ginger Dry Styling Oil 3.3 Ounce OGX Indulge your hair with this light, ye"
3381,"Sleek Look Sealing Serum by Matrix, 4.2 Ounce Matrix Contains intense smoothing ingredients that rep",2,6670,0.92614,"Global Keratin Serum, 1.69 Fluid Ounce Global Keratin The concentrated dose of juvexin creates a pro"
3381,"Sleek Look Sealing Serum by Matrix, 4.2 Ounce Matrix Contains intense smoothing ingredients that rep",3,1717,0.92413,"Organix Hair Serum, FX Silk Drops, 4 Ounce Organix SILK DROPS Sheer Liquid Silk Hair SerumSilk Drops"
3381,"Sleek Look Sealing Serum by Matrix, 4.2 Ounce Matrix Contains intense smoothing ingredients that rep",4,2984,0.92383,"Fantasia High Potency IC Heat Protector Straightening Serum, Hair Polisher, 6 oz. Fantasia IC Fantas"
3381,"Sleek Look Sealing Serum by Matrix, 4.2 Ounce Matrix Contains intense smoothing ingredients that rep",5,4804,0.92339,"Matrix Biolage Smoothing Shine Milk, 8.5-Ounce Bottle Matrix Lightweight mist adds glossy shine and "
3382,China Glaze LUBU HEELS 77064 China Glaze 12-day nail polish with hardeners. Rapid drying high-gloss ,1,6030,0.86756,"China Glaze: Neon Towel Boy, 0.5 oz China Glaze China Glaze colors may change from season to season "
3382,China Glaze LUBU HEELS 77064 China Glaze 12-day nail polish with hardeners. Rapid drying high-gloss ,2,5300,0.86669,"Coronation, DS25, OPI, Designer Series / Nail Polish / Lacquer / Enamel OPI OPI Designer Series Coro"
3382,China Glaze LUBU HEELS 77064 China Glaze 12-day nail polish with hardeners. Rapid drying high-gloss ,3,9431,0.8635,"Layla Hologram Effect Nail Polish, Mermaid Spell, 1.9 Ounce Layla hologram effect nail polish is mad"
3382,China Glaze LUBU HEELS 77064 China Glaze 12-day nail polish with hardeners. Rapid drying high-gloss ,4,9878,0.85735,"essie nail color polish, penny talk, .46 fl oz Essie Color Display: Depending on your monitor, the n"
3382,China Glaze LUBU HEELS 77064 China Glaze 12-day nail polish with hardeners. Rapid drying high-gloss ,5,1975,0.8544,"Avon GLIMMERSTICKS Eye Liner Cosmic Brown Avon Defines eyes with perfect precision. Smooth, glide-on"
3383,"China Glaze: For Audrey, 0.5 oz China Glaze China Glaze 'Something Blue' 6pc Counter Display, nail p",1,8191,0.903,"China Glaze Nail Polish, Urban-Night, 0.5 Ounce China Glaze China Glaze Urban-Night is a blackened d"
3383,"China Glaze: For Audrey, 0.5 oz China Glaze China Glaze 'Something Blue' 6pc Counter Display, nail p",2,9894,0.89844,"China Glaze Nail Polish I'm Not Lion 1080/80527 China Glaze China Glaze I'm Not Lion is a gold, silv"
3383,"China Glaze: For Audrey, 0.5 oz China Glaze China Glaze 'Something Blue' 6pc Counter Display, nail p",3,10585,0.89517,"China Glaze Running in Circles 1198 China Glaze China Glaze Running in Circles nail polish, .50 oz. "
3383,"China Glaze: For Audrey, 0.5 oz China Glaze China Glaze 'Something Blue' 6pc Counter Display, nail p",4,10295,0.89504,China Glaze Nail Polish - Cast A Spell - 0.5 oz China Glaze Dark swampy green with green and gold mi
3383,"China Glaze: For Audrey, 0.5 oz China Glaze China Glaze 'Something Blue' 6pc Counter Display, nail p",5,10582,0.89016,"China Glaze Water You Waiting for 1200 China Glaze China Glaze Water You Waiting For nail polish, .5"
3384,"Cuba Gold by Cuba, 3.30 Ounce Cuba Cuba Gold was launched by the design house of Cuba. This product ",1,7090,0.9437,"Kate Perry Purr Eau De Parfum Spray for Women, 3.4 Ounce Kate Perry Purr was launched by the design "
3384,"Cuba Gold by Cuba, 3.30 Ounce Cuba Cuba Gold was launched by the design house of Cuba. This product ",2,5465,0.90774,"Ed Hardy Hearts and Daggers Eau De Toilette Spray by Christian Audigier, 1.7 Ounce Christian Audigie"
3384,"Cuba Gold by Cuba, 3.30 Ounce Cuba Cuba Gold was launched by the design house of Cuba. This product ",3,1104,0.90251,"Ciara 80 For Women By Revlon Cologne Spray, 2.3 Ounces Revlon Introduced in 1973. Fragrance notes: v"
3384,"Cuba Gold by Cuba, 3.30 Ounce Cuba Cuba Gold was launched by the design house of Cuba. This product ",4,3417,0.89641,"Yacht Man Blue By Puig Eau-de-toilette Spray, 3.4 Ounce Puig Yacht man blue is classified as a refre"
3384,"Cuba Gold by Cuba, 3.30 Ounce Cuba Cuba Gold was launched by the design house of Cuba. This product ",5,2895,0.88985,Touch by Fred Hayman for Women - 3.4 Ounce EDT Spray Fred Hayman Touch was launched by the design ho
3385,"TIGI S Factor Silky Smooth Moisture Serum, 8.45 Ounce Tigi SILKY SMOOTH MOISTURE SERUM 8.45 OZ Desig",1,2162,0.93043,"Tigi S Factor by Tigi S Factor Flat Iron Shine Spray Heat Defender for Unisex, 4.23 Ounce Tigi TIGI "
3385,"TIGI S Factor Silky Smooth Moisture Serum, 8.45 Ounce Tigi SILKY SMOOTH MOISTURE SERUM 8.45 OZ Desig",2,5231,0.89482,"Sebastian Thickefy Foam, 6.8-Ounces Bottle Sebastian SEBASTIAN by Sebastian THICKEFY FOAM 6.8 OZSEBA"
3385,"TIGI S Factor Silky Smooth Moisture Serum, 8.45 Ounce Tigi SILKY SMOOTH MOISTURE SERUM 8.45 OZ Desig",3,2560,0.89189,"TIGI Bed Head Superstar Volumizing Leave-In Conditioner, 6.76 Ounce Tigi SUPERSTAR VOLUMIZING LEAVE-"
3385,"TIGI S Factor Silky Smooth Moisture Serum, 8.45 Ounce Tigi SILKY SMOOTH MOISTURE SERUM 8.45 OZ Desig",4,4025,0.89158,"Deva Concepts Curl Set Up and Above for Unisex, 3.8 Ounce DevaCurl CURL SET UP & ABOVE 3.8 OZ Design"
3385,"TIGI S Factor Silky Smooth Moisture Serum, 8.45 Ounce Tigi SILKY SMOOTH MOISTURE SERUM 8.45 OZ Desig",5,5222,0.88986,"Sexy Hair Big Sexy Blow Dry Volume Gel, 8.5-Ounces Bottle Sexy Hair BigSexyHair Blow Dry Volumizing "
3386,Bare Escentuals Mineral Veil Finishing Powder -- 9g Bare Escentuals What it is:A luminous 100% pure ,1,5529,0.95905,Bare Escentuals Mineral Veil 0.3 oz Illuminating Mineral Veil (formerly Feather Light Mineral Veil) 
3386,Bare Escentuals Mineral Veil Finishing Powder -- 9g Bare Escentuals What it is:A luminous 100% pure ,2,2084,0.94056,Bare Escentuals Mineral Veil Bare Escentuals A luminous 100% pure bareMinerals finishing powder for 
3386,Bare Escentuals Mineral Veil Finishing Powder -- 9g Bare Escentuals What it is:A luminous 100% pure ,3,6298,0.90888,"Bare Escentuals Original Mineral Veil 2 g Bare Escentuals This sheer veil morphs into skin like ""spe"
3386,Bare Escentuals Mineral Veil Finishing Powder -- 9g Bare Escentuals What it is:A luminous 100% pure ,4,4817,0.8968,"BareMinerals Foundation SPF15 - Medium Beige 8g Bare Escentuals What it does: Made of only pure, cru"
3386,Bare Escentuals Mineral Veil Finishing Powder -- 9g Bare Escentuals What it is:A luminous 100% pure ,5,6326,0.89596,Bare Minerals Multi-Tasking Bisque 0.08 oz Bare Escentuals Get coverage you can count on. Our trusty
3387,The Naked Bee Moisturizing Orange Blossom Honey Lip Balm The Naked Bee Buy The Naked Bee Lip Treatme,1,2713,0.89079,Naked Bee ORANGE BLOSSOM HONEY Hand body lotion 8 oz The Naked Bee Buy The Naked Bee BE Steals & Dea
3387,The Naked Bee Moisturizing Orange Blossom Honey Lip Balm The Naked Bee Buy The Naked Bee Lip Treatme,2,2041,0.87564,The Naked Bee Moisturizing Orange Blossom Honey Hand &amp; Body Lotion 2.25 oz The Naked Bee Buy The
3387,The Naked Bee Moisturizing Orange Blossom Honey Lip Balm The Naked Bee Buy The Naked Bee Lip Treatme,3,2173,0.86486,The Naked Bee Naked Bee Hand &amp; Body Lotion 6.7 oz lotion - Orange Blossom Honey The Naked Bee 6.
3387,The Naked Bee Moisturizing Orange Blossom Honey Lip Balm The Naked Bee Buy The Naked Bee Lip Treatme,4,4158,0.86268,Nivea A Kiss Of Moisture Essential Lip Care Nivea Buy Nivea Lip Treatment/Balms - Nivea A Kiss of Mo
3387,The Naked Bee Moisturizing Orange Blossom Honey Lip Balm The Naked Bee Buy The Naked Bee Lip Treatme,5,2966,0.86215,The Naked Bee Moisturizing Hand &amp; Body Lotion ( Sandalwood ) 8.0 oz The Naked Bee Buy The Naked 
3388,"The Naked Bee Vitmin C Moisturizing Sunscreen SPF 30, 5.5 oz (163 ml.) The Naked Bee 5.5 oz (163 ml.",1,699,0.88573,BurnOut - Ocean Tested Physical Sunscreen 30 SPF - 3.4 oz. BurnOut BurnOut Ocean Tested Physical Sun
3388,"The Naked Bee Vitmin C Moisturizing Sunscreen SPF 30, 5.5 oz (163 ml.) The Naked Bee 5.5 oz (163 ml.",2,1252,0.88033,Moisturizer-Almond Aloe With SPF15 Earth Science 5 oz Cream Earth Science Moisturizer-Almond Aloe Wi
3388,"The Naked Bee Vitmin C Moisturizing Sunscreen SPF 30, 5.5 oz (163 ml.) The Naked Bee 5.5 oz (163 ml.",3,3406,0.86923,"Aubrey Organics Sea Buckthorn &amp; Cucumber with Ester-C Moisturizing Cream, 4-Ounce Bottle Aubrey "
3388,"The Naked Bee Vitmin C Moisturizing Sunscreen SPF 30, 5.5 oz (163 ml.) The Naked Bee 5.5 oz (163 ml.",4,6592,0.86369,"Lotion Ultra-Hydrating Cocoa Butter + CoQ10 Tube, 8oz Acure Ultra-Hydrating Unscented Cocoa Butter +"
3388,"The Naked Bee Vitmin C Moisturizing Sunscreen SPF 30, 5.5 oz (163 ml.) The Naked Bee 5.5 oz (163 ml.",5,461,0.86364,Gabriel Cosmetics Inc. - Moisturizing Liquid Foundation Soft Beige 18 SPF - 1 oz. Gabriel Gabriel Co
3389,Moroccan Oil Hair Treatment 3.4 Oz Bottle with Blue Box Moroccanoil Moroccanoil is an ultra-light fo,1,6580,0.95932,MOROCCANOIL The Original Oil Treatment 100ml/3.4fl.oz. Moroccanoil Moroccanoil is an ultra-light for
3389,Moroccan Oil Hair Treatment 3.4 Oz Bottle with Blue Box Moroccanoil Moroccanoil is an ultra-light fo,2,4388,0.95013,Moroccanoil Hair Treatment (.85oz) Moroccanoil This \product is specifically designed for hair that 
3389,Moroccan Oil Hair Treatment 3.4 Oz Bottle with Blue Box Moroccanoil Moroccanoil is an ultra-light fo,3,4780,0.93199,Moroccanoil Restorative Hair Mask 8.5 oz. Moroccanoil This treatment penetrates deep into the hair t
3389,Moroccan Oil Hair Treatment 3.4 Oz Bottle with Blue Box Moroccanoil Moroccanoil is an ultra-light fo,4,11283,0.92852,Simply Beautiful Argan Oil Hair Treatment With Pure Moroccan Ingredients - 100ml Simply Beautiful Mo
3389,Moroccan Oil Hair Treatment 3.4 Oz Bottle with Blue Box Moroccanoil Moroccanoil is an ultra-light fo,5,11464,0.92737,Agadir Argan Oil Spray Treatment 5.1oz. Agadir This spray treatment is ideal for applying to longer 
3390,"Kerastase Nutritive Oleo-Relax Anti-Frizz Masque, 6.8 Ounce Kerastase Oleo-Relax provides smoothness",1,963,0.96479,"Kerastase Nutritive Bain Oleo-Relax Smoothing Shampoo For Dry and Rebellious Hair, 8.5 Ounce Kerasta"
3390,"Kerastase Nutritive Oleo-Relax Anti-Frizz Masque, 6.8 Ounce Kerastase Oleo-Relax provides smoothness",2,2261,0.93746,"Masquintense Thick by Kerastase for Unisex Hair Mask, 16.9 Ounce Kerastase Kerastase Nutritive Masqu"
3390,"Kerastase Nutritive Oleo-Relax Anti-Frizz Masque, 6.8 Ounce Kerastase Oleo-Relax provides smoothness",3,6190,0.92882,"Deepshine Protective Oil Treatment by Rusk, 4 Ounce Rusk Deepshine oil is a marine mineral-enriched "
3390,"Kerastase Nutritive Oleo-Relax Anti-Frizz Masque, 6.8 Ounce Kerastase Oleo-Relax provides smoothness",4,1237,0.92626,"Nioxin Scalp Therapy, Conditioner System-1, Normal to Thin-Looking, 33.8 Ounce Nioxin An absolute co"
3390,"Kerastase Nutritive Oleo-Relax Anti-Frizz Masque, 6.8 Ounce Kerastase Oleo-Relax provides smoothness",5,1887,0.92553,"Joico Moisture Recovery Treatment Balm for Thick/Coarse Hair, 8.5 Ounce Joico Joico moist recovery t"
3391,"SkinMedica TNS Eye Repair-0.5 oz SkinMedica TNS Night Eye Repair is designed to repair, nourish and ",1,344,0.88971,"Exuviance Evening Restorative Complex, 1.75 Fluid Ounce Exuviance Recharge and renew skin with Exuvi"
3391,"SkinMedica TNS Eye Repair-0.5 oz SkinMedica TNS Night Eye Repair is designed to repair, nourish and ",2,4537,0.88728,"Dr. Hauschka Daily Revitalizing Eye Cream, Net Wt. .42 Fluid Ounce Box Dr. Hauschka Firm, moisturize"
3391,"SkinMedica TNS Eye Repair-0.5 oz SkinMedica TNS Night Eye Repair is designed to repair, nourish and ",3,3689,0.88627,"Neutrogena Healthy Skin Eye Cream, 0.5 Ounce (Pack of 2) Neutrogena Healthy Skin Eye Cream is clinic"
3391,"SkinMedica TNS Eye Repair-0.5 oz SkinMedica TNS Night Eye Repair is designed to repair, nourish and ",4,3719,0.88617,"NIA24 Eye Repair Complex, 0.5 fl oz/15 ml NIA24 Eye Repair Complex rejuvenates and keeps the delicat"
3391,"SkinMedica TNS Eye Repair-0.5 oz SkinMedica TNS Night Eye Repair is designed to repair, nourish and ",5,1338,0.88436,Alpha Hydrox AHA Souffle Soothing Anti-Wrinkle 1.6 oz. Di Bruno Bros Alpha Hydrox Anti-Wrinkle AHA S
3392,OPI RAPIDRY TOP COAT .5oz OPI NAIL COLOR Opi Rapid Dry Top Coat 0.50 oz By Opi Makeup Nails Beauty T,1,7321,0.88324,Creative CND Shellac UV top coat 0.25oz CND Cosmetics Shellac UV Top Coat 0.25oz Makeup Nails Beauty
3392,OPI RAPIDRY TOP COAT .5oz OPI NAIL COLOR Opi Rapid Dry Top Coat 0.50 oz By Opi Makeup Nails Beauty T,2,6959,0.87057,OPI Natural Nail Base Coat &amp; Top Coat COMBO FULL SIZE .5 OPI NEW OPI Natural Nail Base Coat & To
3392,OPI RAPIDRY TOP COAT .5oz OPI NAIL COLOR Opi Rapid Dry Top Coat 0.50 oz By Opi Makeup Nails Beauty T,3,1778,0.86673,"OPI Rapidry Top Nail Coats, 4 Fluid Ounce OPI Mist on RapiDry Nail Polish Dryer 45 seconds after app"
3392,OPI RAPIDRY TOP COAT .5oz OPI NAIL COLOR Opi Rapid Dry Top Coat 0.50 oz By Opi Makeup Nails Beauty T,4,3130,0.86301,"OPI Nail Polish, Top Coat, 0.5-Ounce OPI Buy OPI Nail & Cuticle Treatments - OPI Top Coat 15ml/0.5oz"
3392,OPI RAPIDRY TOP COAT .5oz OPI NAIL COLOR Opi Rapid Dry Top Coat 0.50 oz By Opi Makeup Nails Beauty T,5,1877,0.84541,OPI RapiDry Top Coat OPI OPI RapiDry Top Coat is quick drying protection for your nails. Makeup Nail
