sid_prefix,collision_group_size,dedup_last,item_id,asin,item_text
231-201-82-136,20,17,11019,B00B83V0HK,"Nail Art Jumbo Stamp Stamping Manicure Image Plate 9 Wild At Heart by Cheeky&reg; New Designs Nail Art Stamper Image PlateThese Cheeky stamping plates are fabulous and make a perfect addition to any nail art collection.The results are an eye catching, detailed and crisp nail design - probably impossible to implement in free hand or any other nail art technique.Helpful Hints:-Make sure you remove the protective plastic cover from the front of the plates before attempting to use.Wet a cotton ball w/ pure acetone and hold it with tweezers in order to avoid ruining the designs on your nails.Use the acetone soaked cotton ball to wipe nail polish off of the plates and stamper.The plate should be dry before applying more polish. Use a thick highly pigmented polish for stamping. Work fast!If you take too long the polish will dry on the plate or stamper and you will not get it to transfer.If you are working fast and the polish does not transfer try another type of polish, some polished are extra quick drying.Be gentle when you apply top coat or you may smear your design.Becoming an official ""Cheeky Chick""Cheeky is a lady's best friend!It is a one stop shop for ladies beauty needs such as: makeup, nails, personal care products or innovative beauty gadgets, all are only few clicks away when shopping on our Cheeky shop.Cheeky's famous high quality products and services are guaranteed with every purchase of one of our products.After the purchase of your first Cheeky item, you will become an official ""Cheeky Chick"" and most likely develop severe addiction to Cheeky's products.You will find that enjoyable shopping experience, excellent service and stylish high quality products can be bought at a fair price.Please note that we offer fast (from the UK) and slow (from China) shipping options for your convenience. Please select your most suitable shipping option according to your needs and budget. Beauty Tools & Accessories Nail Art Equipment Nail Tools"
231-201-82-136,20,18,11020,B00B83VXYK,"Nail Art Jumbo Stamp Stamping Manicure Image Plate 10 - Happy Nails by Cheeky&reg; New Designs Nail Art Stamper Image PlateThese Cheeky stamping plates are fabulous and make a perfect addition to any nail art collection.The results are an eye catching, detailed and crisp nail design - probably impossible to implement in free hand or any other nail art technique.Helpful Hints:-Make sure you remove the protective plastic cover from the front of the plates before attempting to use.Wet a cotton ball w/ pure acetone and hold it with tweezers in order to avoid ruining the designs on your nails.Use the acetone soaked cotton ball to wipe nail polish off of the plates and stamper.The plate should be dry before applying more polish. Use a thick highly pigmented polish for stamping. Work fast!If you take too long the polish will dry on the plate or stamper and you will not get it to transfer.If you are working fast and the polish does not transfer try another type of polish, some polished are extra quick drying.Be gentle when you apply top coat or you may smear your design.Becoming an official ""Cheeky Chick""Cheeky is a lady's best friend!It is a one stop shop for ladies beauty needs such as: makeup, nails, personal care products or innovative beauty gadgets, all are only few clicks away when shopping on our Cheeky shop.Cheeky's famous high quality products and services are guaranteed with every purchase of one of our products.After the purchase of your first Cheeky item, you will become an official ""Cheeky Chick"" and most likely develop severe addiction to Cheeky's products.You will find that enjoyable shopping experience, excellent service and stylish high quality products can be bought at a fair price.Please note that we offer fast (from the UK) and slow (from China) shipping options for your convenience. Please select your most suitable shipping option according to your needs and budget. Beauty Tools & Accessories Nail Art Equipment Nail Tools"
231-201-82-136,20,19,11021,B00B840UKW,"Set 10 Nail Art Jumbo Polish Stamp Stamping Manicure Image Plates U1 by Cheeky&reg; New Designs Nail Art Stamper Image PlateThese Cheeky stamping plates are fabulous and make a perfect addition to any nail art collection.The results are an eye catching, detailed and crisp nail design - probably impossible to implement in free hand or any other nail art technique.Helpful Hints:-Make sure you remove the protective plastic cover from the front of the plates before attempting to use.Wet a cotton ball w/ pure acetone and hold it with tweezers in order to avoid ruining the designs on your nails.Use the acetone soaked cotton ball to wipe nail polish off of the plates and stamper.The plate should be dry before applying more polish. Use a thick highly pigmented polish for stamping. Work fast!If you take too long the polish will dry on the plate or stamper and you will not get it to transfer.If you are working fast and the polish does not transfer try another type of polish, some polished are extra quick drying.Be gentle when you apply top coat or you may smear your design.Becoming an official ""Cheeky Chick""Cheeky is a lady's best friend!It is a one stop shop for ladies beauty needs such as: makeup, nails, personal care products or innovative beauty gadgets, all are only few clicks away when shopping on our Cheeky shop.Cheeky's famous high quality products and services are guaranteed with every purchase of one of our products.After the purchase of your first Cheeky item, you will become an official ""Cheeky Chick"" and most likely develop severe addiction to Cheeky's products.You will find that enjoyable shopping experience, excellent service and stylish high quality products can be bought at a fair price.Please note that we offer fast (from the UK) and slow (from China) shipping options for your convenience. Please select your most suitable shipping option according to your needs and budget. Makeup Nails Beauty Nail Art"
101-253-227-74,18,0,8879,B006GQ9G34,"REVLON Colorburst Lip Butter, Creamsicle, 0.09 Ounce Revlon Color burst lip butter combines beautiful color with a buttery balm to give you baby soft, healthy glowing lips. It has a pampering gel formula which glides on lips buttery smooth and instantly hydrates lips. Makeup Beauty Lipstick Lips"
101-253-227-74,18,1,8880,B006GQB6BE,"REVLON Colorburst Lip Butter, Sugar Plum, 0.09 Ounce Revlon Color burst lip butter combines beautiful color with a buttery balm to give you baby soft, healthy glowing lips. It has a pampering gel formula which glides on lips buttery smooth and instantly hydrates lips. Makeup Beauty Lipstick Lips"
101-253-227-74,18,2,8881,B006GQCMJO,"REVLON Colorburst Lip Butter, Fig Jam, 0.09 Ounce Revlon Color burst lip butter combines beautiful color with a buttery balm to give you baby soft, healthy glowing lips. It has a pampering gel formula which glides on lips buttery smooth and instantly hydrates lips. Makeup Beauty Lipstick Lips"
101-253-227-74,18,3,8882,B006GQE27E,"REVLON Colorburst Lip Butter, Candy Apple, 0.09 Ounce Revlon Color burst lip butter combines beautiful color with a buttery balm to give you baby soft, healthy glowing lips. It has a pampering gel formula which glides on lips buttery smooth and instantly hydrates lips. Makeup Beauty Lipstick Lips"
101-253-227-74,18,4,8883,B006GQEI0A,"REVLON Colorburst Lip Butter, Sweet Tart, 0.09 Ounce Revlon Color burst lip butter combines beautiful color with a buttery balm to give you baby soft, healthy glowing lips. It has a pampering gel formula which glides on lips buttery smooth and instantly hydrates lips. Makeup Beauty Lipstick Lips"
101-253-227-74,18,5,8884,B006GQEWEC,"REVLON Colorburst Lip Butter, Raspberry Pie, 0.09 Ounce Revlon Color burst lip butter combines beautiful color with a buttery balm to give you baby soft, healthy glowing lips. It has a pampering gel formula which glides on lips buttery smooth and instantly hydrates lips. Makeup Beauty Lipstick Lips"
101-253-227-74,18,6,8885,B006GQFHYG,"REVLON Colorburst Lip Butter, Red Velvet, 0.09 Ounce Revlon Color burst lip butter combines beautiful color with a buttery balm to give you baby soft, healthy glowing lips. It has a pampering gel formula which glides on lips buttery smooth and instantly hydrates lips. Makeup Beauty Lipstick Lips"
101-253-227-74,18,7,8886,B006GQG9GQ,"REVLON Colorburst Lip Butter, Pink Truffle, 0.09 Ounce Revlon Color burst lip butter combines beautiful color with a buttery balm to give you baby soft, healthy glowing lips. It has a pampering gel formula which glides on lips buttery smooth and instantly hydrates lips. Makeup Beauty Lipstick Lips"
101-253-227-74,18,8,8887,B006GQH096,"REVLON Colorburst Lip Butter, Lollipop, 0.09 Ounce Revlon Color burst lip butter combines beautiful color with a buttery balm to give you baby soft, healthy glowing lips. It has a pampering gel formula which glides on lips buttery smooth and instantly hydrates lips. Makeup Beauty Lipstick Lips"
101-253-227-74,18,9,8888,B006GQHYW4,"REVLON Colorburst Lip Butter, Cotton Candy, 0.09 Ounce Revlon Color burst lip butter combines beautiful color with a buttery balm to give you baby soft, healthy glowing lips. It has a pampering gel formula which glides on lips buttery smooth and instantly hydrates lips. Makeup Beauty Lipstick Lips"
101-253-227-74,18,10,8889,B006GQO2Z6,"REVLON Colorburst Lip Butter, Cupcake, 0.09 Ounce Revlon Color burst lip butter combines beautiful color with a buttery balm to give you baby soft, healthy glowing lips. It has a pampering gel formula which glides on lips buttery smooth and instantly hydrates lips. Makeup Beauty Lipstick Lips"
101-253-227-74,18,11,8890,B006GQPZ8E,"REVLON Colorburst Lip Butter, Peach Parfait, 0.09 Ounce Revlon Color burst lip butter combines beautiful color with a buttery balm to give you baby soft, healthy glowing lips. It has a pampering gel formula which glides on lips buttery smooth and instantly hydrates lips. Makeup Beauty Lipstick Lips"
101-253-227-74,18,12,8891,B006GQSBZS,"REVLON Colorburst Lip Butter, Creme Brulee, 0.09 Ounce Revlon Color burst lip butter combines beautiful color with a buttery balm to give you baby soft, healthy glowing lips. It has a pampering gel formula which glides on lips buttery smooth and instantly hydrates lips. Makeup Beauty Lipstick Lips"
101-253-227-74,18,13,8892,B006GQSH0C,"REVLON Colorburst Lip Butter, Sugar Frosting, 0.09 Ounce Revlon Color burst lip butter combines beautiful color with a buttery balm to give you baby soft, healthy glowing lips. It has a pampering gel formula which glides on lips buttery smooth and instantly hydrates lips. Makeup Beauty Lipstick Lips"
101-253-227-74,18,14,8893,B006GQSS7O,"REVLON Colorburst Lip Butter, Gumdrop, 0.09 Ounce Revlon Color burst lip butter combines beautiful color with a buttery balm to give you baby soft, healthy glowing lips. It has a pampering gel formula which glides on lips buttery smooth and instantly hydrates lips. Makeup Beauty Lipstick Lips"
101-253-227-74,18,15,8894,B006GQTZ8A,"REVLON Colorburst Lip Butter, Berry Smoothie, 0.09 Ounce Revlon Color burst lip butter combines beautiful color with a buttery balm to give you baby soft, healthy glowing lips. It has a pampering gel formula which glides on lips buttery smooth and instantly hydrates lips. Makeup Beauty Lipstick Lips"
101-253-227-74,18,16,9055,B006OZF74O,"REVLON Colorburst Lip Butter, Tutti Frutti, 0.09 Ounce Revlon Color burst lip butter combines beautiful color with a buttery balm to give you baby soft, healthy glowing lips. It has a pampering gel formula which glides on lips buttery smooth and instantly hydrates lips. Makeup Beauty Lipstick Lips"
101-253-227-74,18,17,9056,B006OZF7C6,"REVLON Colorburst Lip Butter, Brown Sugar, 0.09 Ounce Revlon Color burst lip butter combines beautiful color with a buttery balm to give you baby soft, healthy glowing lips. It has a pampering gel formula which glides on lips buttery smooth and instantly hydrates lips. Makeup Beauty Lipstick Lips"
11-49-94-242,13,0,10581,B00A2XU2X0,"China Glaze Nail Lacquer, Surreal Appeal, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
11-49-94-242,13,1,10584,B00A2Y02TI,"China Glaze Nail Lacquer, Escaping Reality, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
11-49-94-242,13,2,10586,B00A2Y3LD2,"China Glaze Nail Lacquer, Whirled Away, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
11-49-94-242,13,3,10588,B00A2Y5KMM,"China Glaze Nail Lacquer, Def Defying, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
11-49-94-242,13,4,10589,B00A2Y6PG2,"China Glaze Nail Lacquer, Creative Fantasy, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
11-49-94-242,13,5,10987,B00B3TNLJE,"China Glaze Nail Lacquer, Keep Calm, Paint On, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
11-49-94-242,13,6,10988,B00B3TXURC,"China Glaze Nail Lacquer, Mimosa's Before Mani's, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
11-49-94-242,13,7,11092,B00BGAO4QE,"China Glaze Nail Lacquer, Neon and On and On, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
11-49-94-242,13,8,11093,B00BGAOJGY,"China Glaze Nail Lacquer, Highlight Of My Summer, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
11-49-94-242,13,9,11120,B00BKUHH50,"China Glaze Nail Lacquer, Sun Of A Peach, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
11-49-94-242,13,10,11121,B00BKUHIO0,"China Glaze Nail Lacquer, That's Shore Bright, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
11-49-94-242,13,11,11122,B00BKUHJ0S,"China Glaze Nail Lacquer, Too Yacht To Handle, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
11-49-94-242,13,12,11123,B00BKUHK98,"China Glaze Nail Lacquer, Are You Jelly?, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
113-250-170-88,13,0,8736,B0063TFLG0,"Ibd Just Gel Polish &quot;Smokey Plum #56505&quot; New Color IBD IBD introduces just gel, the strong 100% pure gel formula that wears like a classic true gel. Apply it just like polish and be rewarded with richer, more even color. This versatile gel polish cures quickly under either LED or UV light. It also protects natural nails with stronger, long-lasting wear. Gel removal is simple as well. Remove Just Gel Polish easily in just 10 minutes with no mess and no fuss.Instructions:File and shape nailRemove and push back cuticleBuff nail to remove shine and dustApply foundation and cure 1 minuteApply thin coat of color to nails and cure for 2 minutesApply second coat of color and cure for 2 minutesApply top coat and cure for 2 minutesCleanse nail to ensure mirror finish Makeup Nails Beauty Top & Base Coats"
113-250-170-88,13,1,8766,B0065UOF28,"Ibd Just Gel Polish &quot;Fireworks #56509&quot; New Color IBD IBD introduces just gel, the strong 100% pure gel formula that wears like a classic true gel. Apply it just like polish and be rewarded with richer, more even color. This versatile gel polish cures quickly under either LED or UV light. It also protects natural nails with stronger, long-lasting wear. Gel removal is simple as well. Remove Just Gel Polish easily in just 10 minutes with no mess and no fuss.Instructions:File and shape nailRemove and push back cuticleBuff nail to remove shine and dustApply foundation and cure 1 minuteApply thin coat of color to nails and cure for 2 minutesApply second coat of color and cure for 2 minutesApply top coat and cure for 2 minutesCleanse nail to ensure mirror finish Makeup Nails Beauty Top & Base Coats"
113-250-170-88,13,2,10414,B009IRO8ZO,"IBD Just Gel MANGO MISCHIEF Soak Off Orange Nail Polish UV Manicure .5 oz Salon IBD IBD introduces just gel, the strong 100% pure gel formula that wears like a classic true gel. Apply it just like polish and be rewarded with richer, more even color. This versatile gel polish cures quickly under either LED or UV light. It also protects natural nails with stronger, long-lasting wear. Gel removal is simple as well. Remove Just Gel Polish easily in just 10 minutes with no mess and no fuss.Instructions:File and shape nailRemove and push back cuticleBuff nail to remove shine and dustApply foundation and cure 1 minuteApply thin coat of color to nails and cure for 2 minutesApply second coat of color and cure for 2 minutesApply top coat and cure for 2 minutesCleanse nail to ensure mirror finish Makeup Nails Beauty Nail Polish"
113-250-170-88,13,3,10415,B009IROB4W,"IBD Just Gel JUPITER BLUE Soak Off Blue Green Nail Polish UV Manicure .5oz Salon IBD IBD introduces just gel, the strong 100% pure gel formula that wears like a classic true gel. Apply it just like polish and be rewarded with richer, more even color. This versatile gel polish cures quickly under either LED or UV light. It also protects natural nails with stronger, long-lasting wear. Gel removal is simple as well. Remove Just Gel Polish easily in just 10 minutes with no mess and no fuss.Instructions:File and shape nailRemove and push back cuticleBuff nail to remove shine and dustApply foundation and cure 1 minuteApply thin coat of color to nails and cure for 2 minutesApply second coat of color and cure for 2 minutesApply top coat and cure for 2 minutesCleanse nail to ensure mirror finish Makeup Nails Beauty Nail Polish"
113-250-170-88,13,4,10416,B009IROB8S,"IBD Just Gel INFINITELY CURIOUS Soak Off Orange Nail Polish UV Manicure .5oz LED IBD IBD introduces just gel, the strong 100% pure gel formula that wears like a classic true gel. Apply it just like polish and be rewarded with richer, more even color. This versatile gel polish cures quickly under either LED or UV light. It also protects natural nails with stronger, long-lasting wear. Gel removal is simple as well. Remove Just Gel Polish easily in just 10 minutes with no mess and no fuss.Instructions:File and shape nailRemove and push back cuticleBuff nail to remove shine and dustApply foundation and cure 1 minuteApply thin coat of color to nails and cure for 2 minutesApply second coat of color and cure for 2 minutesApply top coat and cure for 2 minutesCleanse nail to ensure mirror finish Makeup Nails Beauty Nail Polish"
113-250-170-88,13,5,10417,B009IROGH4,"IBD Just Gel AMETHYST SURPRISE Soak Off Silver Nail Polish UV Manicure .5 oz LED IBD IBD introduces just gel, the strong 100% pure gel formula that wears like a classic true gel. Apply it just like polish and be rewarded with richer, more even color. This versatile gel polish cures quickly under either LED or UV light. It also protects natural nails with stronger, long-lasting wear. Gel removal is simple as well. Remove Just Gel Polish easily in just 10 minutes with no mess and no fuss.Instructions:File and shape nailRemove and push back cuticleBuff nail to remove shine and dustApply foundation and cure 1 minuteApply thin coat of color to nails and cure for 2 minutesApply second coat of color and cure for 2 minutesApply top coat and cure for 2 minutesCleanse nail to ensure mirror finish Makeup Nails Beauty Nail Polish"
113-250-170-88,13,6,10418,B009IROH0U,"IBD Just Gel GERBER DAISY Soak Off Pink Nail Polish UV Manicure Pedi .5 oz Salon IBD IBD introduces just gel, the strong 100% pure gel formula that wears like a classic true gel. Apply it just like polish and be rewarded with richer, more even color. This versatile gel polish cures quickly under either LED or UV light. It also protects natural nails with stronger, long-lasting wear. Gel removal is simple as well. Remove Just Gel Polish easily in just 10 minutes with no mess and no fuss.Instructions:File and shape nailRemove and push back cuticleBuff nail to remove shine and dustApply foundation and cure 1 minuteApply thin coat of color to nails and cure for 2 minutesApply second coat of color and cure for 2 minutesApply top coat and cure for 2 minutesCleanse nail to ensure mirror finish Makeup Nails Beauty Nail Polish"
113-250-170-88,13,7,10419,B009IROIRM,"IBD Just Gel COSMIC RED Soak Off Glitter Nail Polish UV Manicure .5 oz Salon LED IBD IBD introduces just gel, the strong 100% pure gel formula that wears like a classic true gel. Apply it just like polish and be rewarded with richer, more even color. This versatile gel polish cures quickly under either LED or UV light. It also protects natural nails with stronger, long-lasting wear. Gel removal is simple as well. Remove Just Gel Polish easily in just 10 minutes with no mess and no fuss.Instructions:File and shape nailRemove and push back cuticleBuff nail to remove shine and dustApply foundation and cure 1 minuteApply thin coat of color to nails and cure for 2 minutesApply second coat of color and cure for 2 minutesApply top coat and cure for 2 minutesCleanse nail to ensure mirror finish Makeup Nails Beauty Nail Polish"
113-250-170-88,13,8,10420,B009IROJU8,"IBD Just Gel MAUI SUNSET Soak Off Red Shimmer Nail Polish UV Manicure .5oz Salon IBD IBD introduces just gel, the strong 100% pure gel formula that wears like a classic true gel. Apply it just like polish and be rewarded with richer, more even color. This versatile gel polish cures quickly under either LED or UV light. It also protects natural nails with stronger, long-lasting wear. Gel removal is simple as well. Remove Just Gel Polish easily in just 10 minutes with no mess and no fuss.Instructions:File and shape nailRemove and push back cuticleBuff nail to remove shine and dustApply foundation and cure 1 minuteApply thin coat of color to nails and cure for 2 minutesApply second coat of color and cure for 2 minutesApply top coat and cure for 2 minutesCleanse nail to ensure mirror finish Makeup Nails Beauty Nail Polish"
113-250-170-88,13,9,10421,B009IROKBQ,"IBD Just Gel SOLAR RAYS Soak Off Yellow Nail Polish UV Manicure .5 oz Salon LED IBD IBD introduces just gel, the strong 100% pure gel formula that wears like a classic true gel. Apply it just like polish and be rewarded with richer, more even color. This versatile gel polish cures quickly under either LED or UV light. It also protects natural nails with stronger, long-lasting wear. Gel removal is simple as well. Remove Just Gel Polish easily in just 10 minutes with no mess and no fuss.Instructions:File and shape nailRemove and push back cuticleBuff nail to remove shine and dustApply foundation and cure 1 minuteApply thin coat of color to nails and cure for 2 minutesApply second coat of color and cure for 2 minutesApply top coat and cure for 2 minutesCleanse nail to ensure mirror finish Makeup Nails Beauty Nail Polish"
113-250-170-88,13,10,10423,B009IROLBU,"IBD Just Gel BLUE HAVEN Soak Off Blue Nail Polish UV Manicure .5oz Salon Quality IBD IBD introduces just gel, the strong 100% pure gel formula that wears like a classic true gel. Apply it just like polish and be rewarded with richer, more even color. This versatile gel polish cures quickly under either LED or UV light. It also protects natural nails with stronger, long-lasting wear. Gel removal is simple as well. Remove Just Gel Polish easily in just 10 minutes with no mess and no fuss.Instructions:File and shape nailRemove and push back cuticleBuff nail to remove shine and dustApply foundation and cure 1 minuteApply thin coat of color to nails and cure for 2 minutesApply second coat of color and cure for 2 minutesApply top coat and cure for 2 minutesCleanse nail to ensure mirror finish Makeup Nails Beauty Nail Polish"
113-250-170-88,13,11,10425,B009IRON0O,"IBD Just Gel PARISOL Soak Off Hot Pink Nail Polish UV Manicure .5 oz Salon LED IBD IBD introduces just gel, the strong 100% pure gel formula that wears like a classic true gel. Apply it just like polish and be rewarded with richer, more even color. This versatile gel polish cures quickly under either LED or UV light. It also protects natural nails with stronger, long-lasting wear. Gel removal is simple as well. Remove Just Gel Polish easily in just 10 minutes with no mess and no fuss.Instructions:File and shape nailRemove and push back cuticleBuff nail to remove shine and dustApply foundation and cure 1 minuteApply thin coat of color to nails and cure for 2 minutesApply second coat of color and cure for 2 minutesApply top coat and cure for 2 minutesCleanse nail to ensure mirror finish Makeup Nails Beauty Nail Polish"
113-250-170-88,13,12,10426,B009IRONDG,"IBD Just Gel MOLLY Soak Off Neon Purple Nail Polish UV Manicure .5 oz Salon LED IBD IBD introduces just gel, the strong 100% pure gel formula that wears like a classic true gel. Apply it just like polish and be rewarded with richer, more even color. This versatile gel polish cures quickly under either LED or UV light. It also protects natural nails with stronger, long-lasting wear. Gel removal is simple as well. Remove Just Gel Polish easily in just 10 minutes with no mess and no fuss.Instructions:File and shape nailRemove and push back cuticleBuff nail to remove shine and dustApply foundation and cure 1 minuteApply thin coat of color to nails and cure for 2 minutesApply second coat of color and cure for 2 minutesApply top coat and cure for 2 minutesCleanse nail to ensure mirror finish Makeup Nails Beauty Nail Polish"
67-82-227-117,11,0,449,B00028F0NM,"Alba Botanica Maximum Very Emollient Body Lotion, 12 Ounce Bottle Alba Since 1979, Alba Botanica has offered natural, 100% vegetarian personal care products that do beautiful for you, your friends and the animals and Earth you love. This means we DON'T use parabens, sulfates, or phthalates. We make a full range of products packed with potent natural, botanical ingredients that are formulated to nourish the individualized needs of your skin and hair. Because the Alba Botanica is committed to the health and happiness of all furry friends, we never test our products, or the ingredients that go into them, on animals. We recognize the need to be good stewards of all natural resources. So we try to do beautiful by reducing our environmental impact in everything we do as a business, from the field to the final product. We hope that you join our do beautiful campaign. Together we can help to preserve and heal the planet, now and for future generations. Moisturizers Beauty Body Lotions Skin Care"
67-82-227-117,11,1,654,B00076X0BS,"Alba Botanica Revitalizing Green Tea Hawaiian Eye Gel, 1 Ounce Bottles Alba Botanica Since 1979, Alba Botanica has offered natural, 100% vegetarian personal care products that do beautiful for you, your friends and the animals and Earth you love. This means we DON'T use parabens, sulfates, or phthalates. We make a full range of products packed with potent natural, botanical ingredients that are formulated to nourish the individualized needs of your skin and hair. Because the Alba Botanica is committed to the health and happiness of all furry friends, we never test our products, or the ingredients that go into them, on animals. We recognize the need to be good stewards of all natural resources. So we try to do beautiful by reducing our environmental impact in everything we do as a business, from the field to the final product. We hope that you join our do beautiful campaign. Together we can help to preserve and heal the planet, now and for future generations. Beauty Eyes Skin Care Puffiness Treatments"
67-82-227-117,11,2,1552,B000ILKUHY,"Alba Botanica Even Advanced Sea Mineral Cleansing Gel, 6 Ounce Bottles Alba Botanica Since 1979, Alba Botanica has offered natural, 100% vegetarian personal care products that do beautiful for you, your friends and the animals and Earth you love. This means we DON'T use parabens, sulfates, or phthalates. We make a full range of products packed with potent natural, botanical ingredients that are formulated to nourish the individualized needs of your skin and hair. Because the Alba Botanica is committed to the health and happiness of all furry friends, we never test our products, or the ingredients that go into them, on animals. We recognize the need to be good stewards of all natural resources. So we try to do beautiful by reducing our environmental impact in everything we do as a business, from the field to the final product. We hope that you join our do beautiful campaign. Together we can help to preserve and heal the planet, now and for future generations. Moisturizers Beauty Body Lotions Skin Care"
67-82-227-117,11,3,1553,B000ILKUT2,"Alba Botanica Smooth Sugar Cane Hawaiian Body Polish, 10 Ounce Tub Alba Since 1979, Alba Botanica has offered natural, 100% vegetarian personal care products that do beautiful for you, your friends and the animals and Earth you love. This means we DON'T use parabens, sulfates, or phthalates. We make a full range of products packed with potent natural, botanical ingredients that are formulated to nourish the individualized needs of your skin and hair. Because the Alba Botanica is committed to the health and happiness of all furry friends, we never test our products, or the ingredients that go into them, on animals. We recognize the need to be good stewards of all natural resources. So we try to do beautiful by reducing our environmental impact in everything we do as a business, from the field to the final product. We hope that you join our do beautiful campaign. Together we can help to preserve and heal the planet, now and for future generations. Body Scrubs Beauty Scrubs & Body Treatments Bath & Body"
67-82-227-117,11,4,1767,B000NCTQV4,"Alba Botanica Revitalizing Sea Salt Hawaiian Body Scrub, 14.5 Ounce Tub Alba Botanica Since 1979, Alba Botanica has offered natural, 100% vegetarian personal care products that do beautiful for you, your friends and the animals and Earth you love. This means we DON'T use parabens, sulfates, or phthalates. We make a full range of products packed with potent natural, botanical ingredients that are formulated to nourish the individualized needs of your skin and hair. Because the Alba Botanica is committed to the health and happiness of all furry friends, we never test our products, or the ingredients that go into them, on animals. We recognize the need to be good stewards of all natural resources. So we try to do beautiful by reducing our environmental impact in everything we do as a business, from the field to the final product. We hope that you join our do beautiful campaign. Together we can help to preserve and heal the planet, now and for future generations. Body Scrubs Beauty Scrubs & Body Treatments Bath & Body"
67-82-227-117,11,5,2757,B00120U5D4,"Alba Even Advanced Cream, Night Cream, 2 Ounce Package Alba Since 1979, Alba Botanica has offered natural, 100% vegetarian personal care products that do beautiful for you, your friends and the animals and Earth you love. This means we DON'T use parabens, sulfates, or phthalates. We make a full range of products packed with potent natural, botanical ingredients that are formulated to nourish the individualized needs of your skin and hair. Because the Alba Botanica is committed to the health and happiness of all furry friends, we never test our products, or the ingredients that go into them, on animals. We recognize the need to be good stewards of all natural resources. So we try to do beautiful by reducing our environmental impact in everything we do as a business, from the field to the final product. We hope that you join our do beautiful campaign. Together we can help to preserve and heal the planet, now and for future generations. Creams & Moisturizers Beauty Night Creams Face Skin Care"
67-82-227-117,11,6,2936,B0014272H2,"Alba Botanica Even Advanced Sea Kelp Facial Toner, 6 Ounce Bottles Alba Botanica Since 1979, Alba Botanica has offered natural, 100% vegetarian personal care products that do beautiful for you, your friends and the animals and Earth you love. This means we DON'T use parabens, sulfates, or phthalates. We make a full range of products packed with potent natural, botanical ingredients that are formulated to nourish the individualized needs of your skin and hair. Because the Alba Botanica is committed to the health and happiness of all furry friends, we never test our products, or the ingredients that go into them, on animals. We recognize the need to be good stewards of all natural resources. So we try to do beautiful by reducing our environmental impact in everything we do as a business, from the field to the final product. We hope that you join our do beautiful campaign. Together we can help to preserve and heal the planet, now and for future generations. Beauty Skin Care Toners & Astringents Face"
