sid_prefix,collision_group_size,dedup_last,item_id,asin,item_text
10-6-29,3,0,329,B00016X68Q,"J.R. Liggett Bar Shampoo, Original Formula, 3.5 Ounce J.R. Liggett Refresh your shower and shave routine with this amazing bar shampoo original formula from J.R. Liggett. This old-fashioned formula was discovered in an old New England cookbook by the Liggett family who has since been creating these all-natural, safe-to-use bath products. Its unique formulation lathers and quickly cleans, leaving you with healthy, beautiful results. This sulfate-free product is safe to use on all hair and skin types with no risk of irritation. Enjoy this old-fashioned recipe with your family. Shampoos Beauty Hair Care"
10-6-29,3,1,4553,B001W2K51O,"J.R. Liggett Bar Shampoo, Jojoba and Peppermint, 3.5 Ounce J.R. Liggett Refresh your shower and shave routine with this amazing bar shampoo jojoba and peppermint from J.R. Liggett. This old-fashioned formula was discovered in an old New England cookbook by the Liggett family who has since been creating these all-natural, safe-to-use bath products. Its unique formulation lathers and quickly cleans, leaving you with healthy, beautiful results. This sulfate-free product is safe to use on all hair and skin types with no risk of irritation. Enjoy this old-fashioned recipe with your family. Soaps Beauty Bath & Body Cleansers"
10-6-29,3,2,10274,B00937VAQE,"J.R. Liggett Bar Shampoo, Virgin Coconut Aragan Oil, 3.5 Ounce J.R. Liggett Refresh your shower and shave routine with this amazing bar shampoo virgin coconut aragan oil from J.R. Liggett. This old-fashioned formula was discovered in an old New England cookbook by the Liggett family who has since been creating these all-natural, safe-to-use bath products. Its unique formulation lathers and quickly cleans, leaving you with healthy, beautiful results. This sulfate-free product is safe to use on all hair and skin types with no risk of irritation. Enjoy this old-fashioned recipe with your family. Soaps Beauty Bath & Body Cleansers"
100-151-229,3,0,5660,B0035LCUVS,"Lysol Healthy Touch No-Touch Hand Soap System,Soothing Cucumber Splash,1 kit (251 ml) Lysol Soaps Beauty Bath & Body Cleansers"
100-151-229,3,1,8657,B005YVI3UO,"Lysol No-Touch Kitchen System Dish Soap Dispenser Starter Kit, Tangerine, 8.5 Ounce Lysol Soaps Beauty Bath & Body Cleansers"
100-151-229,3,2,8936,B006IOYZ4E,"Lysol No-Touch Kitchen System Dish Soap, Sparkling Tangerine, 2 Refills, 8.5 Ounce Soaps Beauty Bath & Body Cleansers"
100-151-58,3,0,3715,B001ECQ5FC,"Dove Ultimate go fresh Cool Essentials Anti-perspirant/Deodorant, 2.6 Ounce (Pack of 4) Dove Body Scrubs Beauty Scrubs & Body Treatments Bath & Body"
100-151-58,3,1,6954,B004AUEVAG,"Dove go fresh Cool Moisture Body Wash, Value Pack, 24 Ounce, 3 Count Dove Body Scrubs Beauty Scrubs & Body Treatments Bath & Body"
100-151-58,3,2,7113,B004DH1BQI,"Dove go fresh Revive Antiperspirant/Deodorant, Twin Pack, 5.2 Ounce Dove Body Scrubs Beauty Scrubs & Body Treatments Bath & Body"
100-72-134,3,0,1165,B000EEZAXO,"Method Gel Hand Wash 12oz, Sweet Water (Pack of 6) Method Hands & Nails Beauty Skin Care Hand Soaps"
100-72-134,3,1,5528,B0030T174Q,"Method Foaming Hand Wash Refill 28oz, Sweet Water (Pack of 6) Method Hands & Nails Beauty Skin Care Hand Soaps"
100-72-134,3,2,7513,B004O655DS,"Method Mickey Mouse Foaming Hand Wash 8.5oz, Lemonade (pack of 2) Method Hands & Nails Beauty Skin Care Hand Soaps"
104-39-29,3,0,543,B0002Z8GEK,"Gena Hoof Lacquer, 5 Ounce Gena Pamper your hands and feet with Hoof Lacquer from Gena. Beauty begins with professional quality hand and body treatments that soften and soothe or polish and perfect. Try it today for healthy and renewed skin and nails. Hands & Nails Beauty Nail Treatments Skin Care Growth Formula"
104-39-29,3,1,635,B0006Q0102,"Gena Nail Brite with Brush, 4 Ounce Gena Pamper your hands and feet with Nail Brite With Brush from Gena. Beauty begins with professional quality hand and body treatments that soften and soothe or polish and perfect. Try it today for healthy and renewed skin and nails. Hands & Nails Nail Whitening Beauty Nail Treatments Skin Care"
104-39-29,3,2,2641,B000ZIK9LC,"Gena Healthy Hoof, 1 Ounce Gena Pamper your hands and feet with Healthy Hoof from Gena. Beauty begins with professional quality hand and body treatments that soften and soothe or polish and perfect. Try it today for healthy and renewed skin and nails. Hands & Nails Nail Strengthening Beauty Nail Treatments Skin Care"
113-139-108,3,0,6083,B003I8C5OK,"NUBAR Nail Laquer Brilliant Nubar NPZ319:- Brilliant - violet rose with fine rainbow holographic glitter is filled with holographic glitter reflecting every color of the rainbow, with base colors just as varied, ranging from subtle neutrals to vivid pink to pale blue. Going a step beyond holographic nail lacquers, nubar's Prism Collection is a celebration of color and light. As all nubar products, they are free of formaldehyde, toluene, and (DBP) phthalate, as well as vegan and cruelty free. Makeup Nails Beauty Nail Polish"
113-139-108,3,1,6086,B003I8I0YY,"Nubar Prisms Collection - Treasure (NPZ318) Nubar Lacquer NPZ318:- Treasure - light violet with fine rainbow holographic glitter is filled with holographic glitter reflecting every color of the rainbow, with base colors just as varied, ranging from subtle neutrals to vivid pink to pale blue.  Going a step beyond holographic nail lacquers, nubar's Prism Collection is a celebration of color and light.  As all nubar products, they are free of formaldehyde, toluene, and (DBP) phthalate, as well as vegan and cruelty free. Makeup Nails Beauty Nail Polish"
113-139-108,3,2,6170,B003LDRA6U,"Nubar Prisms Collection Absolute NPZ320 Nubar NPZ320:- Absolute - pale blue with fine rainbow holographic glitter is filled with holographic glitter reflecting every color of the rainbow, with base colors just as varied, ranging from subtle neutrals to vivid pink to pale blue.  Going a step beyond holographic nail lacquers, nubar's Prism Collection is a celebration of color and light.  As all nubar products, they are free of formaldehyde, toluene, and (DBP) phthalate, as well as vegan and cruelty free. Makeup Nails Beauty Nail Polish"
116-101-117,3,0,2480,B000W9WZ34,"Maybelline New York Define-A-Lash Lengthening Washable Mascara, Very Black, 0.22 Fluid Ounce Maybelline This zero clump mascara elongates and accentuates for stunning length with clean definition. Patented shaped to the lash flexible brush. Ophthalmologist tested, contact lens safe. Makeup Beauty Eyes Mascara"
116-101-117,3,1,4113,B001KYRWP6,"Maybelline New York Define-A-Lash Lengthening Waterproof Mascara, Brownish Black 812, 0.22 Fluid Ounce Maybelline This zero clump mascara elongates and accentuates for stunning length with clean definition. Patented shaped-to-the-lash flexible brush. Ophthalmologist tested, contact lens safe. Makeup Beauty Eyes Mascara"
116-101-117,3,2,4124,B001KYVL2G,"Maybelline New York Define-A-Lash Lengthening Waterproof Mascara, Very Black 811, 0.22 Fluid Ounce Maybelline This zero clump mascara elongates and accentuates for stunning length with clean definition. Patented shaped-to-the-lash flexible brush. Ophthalmologist tested, contact lens safe. Makeup Beauty Eyes Mascara"
129-145-89,3,0,7192,B004FOTOO0,"Paris Hilton Tease Women Eau De Parfum Spray, 1 Ounce Paris Hilton PARIS HILTON TEASE by Paris Hilton for WOMEN EAU DE PARFUM SPRAY 1 OZ Launched by the design house of Paris Hilton in 2010, PARIS HILTON TEASE by Paris Hilton possesses a blend of Apples, Peaches, Bergamot, White Flowers, Amber And Hot Sand.. It is recommended for casual wear. Moisturizers Beauty Body Lotions Skin Care"
129-145-89,3,1,8819,B0068ZWGIU,"Nicole Polizzi Snooki Eau De Parfum Spray for Women, 3.3 Ounce Nicole Polizzi SNOOKI by Nicole Polizzi for WOMEN EAU DE PARFUM SPRAY 3.3 OZ Launched by the design house of Nicole Polizzi in 2011, SNOOKI by Nicole Polizzi possesses a blend of Kiwi, Lychee, Pink Cupcake, Jasmine, Musk, And Seaside Driftwood.. It is recommended for casual wear. Moisturizers Beauty Body Lotions Skin Care"
129-145-89,3,2,11104,B00BJ0QHFW,"Jimmy Choo Flash Eau de Parfum Spray for Women, 2 Ounce Jimmy Choo JIMMY CHOO FLASH by Jimmy Choo for WOMEN EAU DE PARFUM SPRAY 2 OZ Launched by the design house of Jimmy Choo in 2013, JIMMY CHOO FLASH by Jimmy Choo possesses a blend of tuberose, pink pepper, jasmine, strawberry, white lily Moisturizers Beauty Body Lotions Skin Care"
131-107-28,3,0,149,B00006598X,"Aquis Microfiber Hair Towel, Lisse Crepe, Pink (19 x 39-Inches) Aquis Aquis towels are made of Aquitex, a super absorbent material woven from ultrafine microfibers.  The technology behind our microfiber towel enables water to be drawn from hair and skin more quickly and thoroughly than other towels.  And it's especially gentle on hair and skin.  Designed to be lightweight, compact and durable, Aquis towels are ideal for everyday use at home, at the gym and while traveling. Hair Extensions & Wigs Hair Care Beauty Hair Extensions Styling Products"
131-107-28,3,1,728,B0009ET3SC,"Aquis Microfiber Body Towel, Lisse Crepe, White (29 x 55-Inches) Aquis Aquis towels are made of Aquitex, a super absorbent material woven from ultrafine microfibers.  The technology behind our microfiber towel enables water to be drawn from hair and skin more quickly and thoroughly than other towels.  And it's especially gentle on hair and skin.  Designed to be lightweight, compact and durable, Aquis towels are ideal for everyday use at home, at the gym and while traveling. Hair Care Beauty Styling Accessories Hair Drying Towels Styling Tools"
131-107-28,3,2,912,B000AMA43Q,"Aquis Microfiber Hair Towel, Waffle, Linen (19 x 39-Inches) Aquis Aquis towels are made of Aquitex, a super absorbent material woven from ultrafine microfibers.  The technology behind our microfiber towel enables water to be drawn from hair and skin more quickly and thoroughly than other towels.  And it's especially gentle on hair and skin.  Designed to be lightweight, compact and durable, Aquis towels are ideal for everyday use at home, at the gym and while traveling. Hair Extensions & Wigs Hair Care Beauty Hair Extensions Styling Products"
132-103-0,3,0,11160,B00BROQU8Y,"No Crease Hair Ties 20 Pack By Kenz Laurenz Kenz Laurenz No Crease Elastic Hair Ties - Assorted - Set of 20 -  Each Hair Tie is made from a soft and stretchy material that has been hand-dyed, knotted, and heat sealed to prevent fraying on the ties ends. Our Hair Ties measure approx 3"" lying flat with an 1"" tail.  We love these Hair Ties!! Hair Care Beauty Styling Accessories Ponytail Holders Styling Tools"
132-103-0,3,1,11165,B00BRXTM7Q,"No Crease Hair Ties - 10 Pack By Kenz Laurenz Kenz Laurenz No Crease Elastic Hair Ties - Assorted - Set of 10 - By Kenz Laurenz . Each No Crease Hair Tie is made from a soft and stretchy material that has been hand-dyed, knotted, and heat sealed to prevent fraying on the ties ends. Our Hair Ties measure approx 3"" lying flat with an 1"" tail.  We love these Hair Ties!! Hair Care Beauty Styling Accessories Ponytail Holders Styling Tools"
132-103-0,3,2,11231,B00CA5UBGG,"No Crease Hair Ties (All Black) - 10 Pack By Kenz Laurenz No Crease Elastic Hair Ties - All Black - Set of 10 - By Kenz Laurenz . Each No Crease Hair Tie is made from a soft and stretchy material that has been hand-dyed, knotted, and heat sealed to prevent fraying on the ties ends. Our Hair Ties measure approx 3"" lying flat with an 1"" tail.  We love these Hair Ties!! Beauty Styling Tools Hair Care"
132-164-199,3,0,8486,B005OZR0RC,"Sensationnel Bump Human Hair Wig - Mod Mohawk-1B Sensationnel It's creative salon ""bump"" style, right out of the package! Sensationnel's Premium Now Bum Collection Wig is the custom style you get from Bump, in an easy to wear full cap wig. We've mixed and matched it for you with professional pre-blended colors to inspire the Sensationnel in you! Hair Extensions & Wigs Hair Care Beauty Styling Products Wigs"
132-164-199,3,1,8487,B005OZRRAW,"Sensationnel Bump Human Hair Wig - Fab Fringe-1 Sensationnel It's creative salon ""bump"" style, right out of the package! Sensationnel's Premium Now Bum Collection Wig is the custom style you get from Bump, in an easy to wear full cap wig. We've mixed and matched it for you with professional pre-blended colors to inspire the Sensationnel in you! Hair Extensions & Wigs Hair Care Beauty Styling Products Wigs"
132-164-199,3,2,9184,B006YDJ71K,"Sensationnel Bump Human Hair Wig - Vogue Crop-1 Sensationnel It's creative salon ""bump"" style, right out of the package! Sensationnel's Premium Now Bum Collection Wig is the custom style you get from Bump, in an easy to wear full cap wig. We've mixed and matched it for you with professional pre-blended colors to inspire the Sensationnel in you! Hair Extensions & Wigs Hair Care Beauty Styling Products Wigs"
137-111-199,3,0,8630,B005WTKB2Q,"Premium Nail Art Quality Manicure Crystal Glass Nail Files Set of 5 by Cheeky&reg; Set of 5 Crystal Glass Nail FilesThese Cheeky nail files are made with a tough Crystal Glass abrasive surface making them extremely long lasting.They can be cleaned using hot waterIdeal for natural or acrylic nails.Use to shape newly cut nails ensuring that movement is from the centre of the nail outwards to ensure a smooth finish.Becoming an official ""Cheeky Chick""Cheeky is a lady's best friend!It is a one stop shop for ladies beauty needs such as: makeup, nails, personal care products or innovative beauty gadgets, all are only few clicks away when shopping on our Cheeky shop.Cheeky's famous high quality products and services are guaranteed with every purchase of one of our products.After the purchase of your first Cheeky item, you will become an official ""Cheeky Chick"" and most likely develop severe addiction to Cheeky's products.You will find that enjoyable shopping experience, excellent service and stylish high quality products can be bought at a fair price.Please note that we offer fast (from the UK) and slow (from China) shipping options for your convenience. Please select your most suitable shipping option according to your needs and budget. Beauty Tools & Accessories Nail Tools Nail Files & Buffers"
137-111-199,3,1,8683,B0060GFV3Y,"Premium Manicure Crystal Glass Set Ladies Night 9 Quality Nail Files by Cheeky&reg; Set of 9 Crystal Glass Nail FilesThese Cheeky nail files are made with a tough Crystal Glass abrasive surface making them extremely long lasting.They can be cleaned using hot waterIdeal for natural or acrylic nails.Use to shape newly cut nails ensuring that movement is from the centre of the nail outwards to ensure a smooth finish.Becoming an official ""Cheeky Chick""Cheeky is a lady's best friend!It is a one stop shop for ladies beauty needs such as: makeup, nails, personal care products or innovative beauty gadgets, all are only few clicks away when shopping on our Cheeky shop.Cheeky's famous high quality products and services are guaranteed with every purchase of one of our products.After the purchase of your first Cheeky item, you will become an official ""Cheeky Chick"" and most likely develop severe addiction to Cheeky's products.You will find that enjoyable shopping experience, excellent service and stylish high quality products can be bought at a fair price.Please note that we offer fast (from the UK) and slow (from China) shipping options for your convenience. Please select your most suitable shipping option according to your needs and budget. Beauty Tools & Accessories Nail Tools Nail Files & Buffers"
137-111-199,3,2,10607,B00A4ZJSYK,"Premium Nail Art Quality Manicure Crystal Glass Nail Files Set of 3 by Cheeky&reg; Set of 3 Crystal Glass Nail FilesThese Cheeky nail files are made with a tough Crystal Glass abrasive surface making them extremely long lasting.They can be cleaned using hot waterIdeal for natural or acrylic nails.Use to shape newly cut nails ensuring that movement is from the centre of the nail outwards to ensure a smooth finish.Becoming an official ""Cheeky Chick""Cheeky is a lady's best friend!It is a one stop shop for ladies beauty needs such as: makeup, nails, personal care products or innovative beauty gadgets, all are only few clicks away when shopping on our Cheeky shop.Cheeky's famous high quality products and services are guaranteed with every purchase of one of our products.After the purchase of your first Cheeky item, you will become an official ""Cheeky Chick"" and most likely develop severe addiction to Cheeky's products.You will find that enjoyable shopping experience, excellent service and stylish high quality products can be bought at a fair price.Please note that we offer fast (from the UK) and slow (from China) shipping options for your convenience. Please select your most suitable shipping option according to your needs and budget. Beauty Tools & Accessories Nail Tools Nail Files & Buffers"
139-101-248,3,0,1898,B000OD31WW,"Ardell Lashgrip Strip Adhesive, Clear, 0.25 Ounce Ardell For strip lashes. Holds lashes securely in place. Easy to use. Beauty Tools & Accessories Eyelash Tools Fake Eyelashes & Adhesives Makeup Brushes & Tools"
139-101-248,3,1,2343,B000V2R3Y8,"Ardell Lashgrip Strip Adhesive, Dark, 0.25 Ounce Ardell For strip lashes. Holds lashes securely in place. Easy to use. Beauty Tools & Accessories Eyelash Tools Fake Eyelashes & Adhesives Makeup Brushes & Tools"
139-101-248,3,2,5661,B0035LCW0M,"Ardell Lashtite Adhesive, Clear, 3/4-Fluid Ounce Bottle Ardell Waterproof, individual lash adhesive. Specially formulated for use with Duralash eyelashes. Beauty Tools & Accessories Eyelash Tools Fake Eyelashes & Adhesives Makeup Brushes & Tools"
139-214-248,3,0,2146,B000RG2YFQ,Ardell LashGrip Adhesive for Strip Lashes - Clear 240465 Ardell Buy Ardell False Eyelashes - Ardell LashGrip Adhesive for Strip Lashes - Clear 240465 Beauty Tools & Accessories Eyelash Tools Fake Eyelashes & Adhesives Makeup Brushes & Tools
139-214-248,3,1,4210,B001MP471K,Ardell LashGrip Adhesive for Strip Lashes - Dark 240466 Ardell Buy Ardell False Eyelashes - Ardell LashGrip Adhesive for Strip Lashes - Dark 240466 Beauty Tools & Accessories Eyelash Tools Fake Eyelashes & Adhesives Makeup Brushes & Tools
139-214-248,3,2,4757,B002BGDLDO,Ardell Lashgrip Adhesive Dark .236 oz. Tube (Black Package) Ardell Ardell Lashgrip Adhesive Dark 0.25oz. Tube (Black Package) Beauty Tools & Accessories Eyelash Tools Fake Eyelashes & Adhesives Makeup Brushes & Tools
142-223-202,3,0,9582,B007RTR89S,"CLEAR SCALP &amp; HAIR BEAUTY Damage &amp; Color Repair Nourishing Shampoo, 12.9 Fluid Ounce Clear Shampoos Beauty Hair Care"
142-223-202,3,1,9584,B007RTR8AC,"CLEAR SCALP &amp; HAIR BEAUTY Volumizing Root Boost Nourishing Shampoo, 12.9 Fluid Ounce Clear Shampoos Beauty Hair Care"
142-223-202,3,2,9585,B007RTR8AM,"CLEAR SCALP &amp; HAIR BEAUTY Strong Lengths Nourishing Shampoo, 12.9 Fluid Ounce Clear Shampoos Beauty Hair Care"
149-180-166,3,0,8475,B005OZDYCW,"Sigma E15 - Flat Definer Sigma Beauty Unique Feature: Flat and sharp thin edge
Function: Sharp and precise application
Recommended Use: Press product along upper and lower lash lines to create an easy thin liner. Works with gel, liquid or powder products.

 2013 Sigma Enterprises, LLC Makeup Brushes & Tools Beauty Tools & Accessories Brushes & Applicators"
149-180-166,3,1,8485,B005OZQSQQ,"Sigma E65 - Small Angle Sigma Beauty Unique Feature: Angled, thin and firm head
Function: Create precise lining
Recommended Use: Moves fluidly and easily across the upper and lower lash lines. Use with gel, cream or powder liners.

 2013 Sigma Enterprises, LLC Makeup Brushes & Tools Beauty Tools & Accessories Brushes & Applicators"
149-180-166,3,2,8497,B005P0OBSM,"Sigma F40 - Large Angled Contour Sigma Beauty Unique Feature: Angled with soft and rounded edges
Function: Subtle cheek application
Recommended Use: Use the angle to softly contour the cheekbone. Can also be used to apply blush.

 2013 Sigma Enterprises, LLC Makeup Brushes & Tools Beauty Tools & Accessories Brushes & Applicators"
149-213-220,3,0,7342,B004JZNKH2,"Revlon Double Ended Brow Brush, Premium Revlon All Revlon brushes are expertly crafted using ultra soft, premium fibers and natural birch wood handles for professional quality results Makeup Brushes & Tools Beauty Tools & Accessories Brushes & Applicators"
149-213-220,3,1,7343,B004JZRJMY,"Revlon Double Ended Smokey Eye Brush, Premium Revlon All Revlon brushes are expertly crafted using ultra soft, premium fibers and natural birch wood handles for professional quality results Makeup Brushes & Tools Beauty Tools & Accessories Brushes & Applicators"
149-213-220,3,2,7344,B004JZT328,"Revlon Covered Lip Brush, Premium Revlon All Revlon brushes are expertly crafted using ultra soft, premium fibers and natural birch wood handles for professional quality results Makeup Brushes & Tools Beauty Tools & Accessories Brushes & Applicators"
151-145-151,3,0,7854,B004ZD2M5O,"Coastal Scents The Brush Guard, Blush Pack, 0.60-Ounce Coastal Scents The coastal scents brush guard keeps your makeup brushes like new! This blush pack contains eight brush guards perfect for your blush brushes that you want to protect from damage. Beauty Tools & Accessories Travel Cases & Holders Bags & Cases"
151-145-151,3,1,7855,B004ZD2M68,"Coastal Scents The Brush Guard, Powder/Kabuki Pack, 0.65-Ounce Coastal Scents The coastal scents brush guard keeps your makeup brushes like new! This powder/kabuki pack contains four brush guards perfect for your powder/kabuki brushes that you want to protect from damage. Beauty Tools & Accessories Travel Cases & Holders Bags & Cases"
151-145-151,3,2,7857,B004ZD2M6S,"Coastal Scents The Brush Guard, Shadow/Liner Pack, 0.45-Ounce Coastal Scents The coastal scents brush guard keeps your makeup brushes like new! This shadow/liner pack contains ten brush guards perfect for your shadow/liner brushes that you want to protect from damage. Beauty Tools & Accessories Travel Cases & Holders Bags & Cases"
153-164-13,3,0,7631,B004T19R3W,"Flo Refillable Perfume Atomizer,Black Got vacation plans and wish you could carry your favorite fragrance with you? Pack your bag and fill this stylish, travel-ready atomizer with the perfume of your choice. The slim silhouette fits easily into your purse for scent touch-ups wherever your travels may take you. Fragrance Women's Beauty Eau de Parfum"
153-164-13,3,1,7690,B004V904J8,"Flo Refillable Perfume Atomizer - Pink FLO Got vacation plans and wish you could carry your favorite fragrance with you? Pack your bag and fill this stylish, travel-ready atomizer with the perfume of your choice. The slim silhouette fits easily into your purse for scent touch-ups wherever your travels may take you. Fragrance Women's Beauty Eau de Parfum"
153-164-13,3,2,7691,B004V928GA,"Flo Refillable Perfume Atomizer - Silver FLO Got vacation plans and wish you could carry your favorite fragrance with you? Pack your bag and fill this stylish, travel-ready atomizer with the perfume of your choice. The slim silhouette fits easily into your purse for scent touch-ups wherever your travels may take you. Refillable Containers Beauty Tools & Accessories Bags & Cases"
153-199-162,3,0,9645,B007UZO2DO,"SHANY Cosmetics Makeup Trolley Case, Silver Black Leopard Trolley case is the most innovative case ever made by our team, Light weight aluminum case with durable print and ABS plastic. 360"" spinning wheel allows you to pull or push your case in any direction. The case comes with 4 wheels and multiple layers of storage with adjustable grids. Train Cases Beauty Tools & Accessories Bags & Cases"
153-199-162,3,1,9647,B007UZO2GG,"SHANY Cosmetics Black Diva 3 Layers Makeup Train Case Light weighted ABS plastic, with smooth surface bring luxurious and quality all in one. Shany Black makeup case is one of the best in its class with large dividers and adjustable grids.this special case offers three tiers, designed for Pro artists to be able to manage all their accessories in one place. Train Cases Beauty Tools & Accessories Bags & Cases"
153-199-162,3,2,9649,B007UZO2N4,"SHANY Cosmetics Makeup Trolley Case, Leopard Black Leopard Trolley case is the most innovative case ever made by our team, Light weight aluminum case with durable print and ABS plastic. 360"" spinning wheel allows you to pull or push your case in any direction. The case comes with 4 wheels and multiple layers of storage with adjustable grids. Train Cases Beauty Tools & Accessories Bags & Cases"
155-217-44,3,0,11517,B00EHMN8JM,"BEST Vitamin C Serum- 20% Vitamin C E + Amino Complex + Hyaluronic Acid Serum -- Natural &amp; Organic -- Reveal Youthful Skin -- Powerful Anti-Oxidants and Anti-Aging Vitamin C Serum for Your Face -- Satisfaction Guarantee Cosmedica Skincare 20% Vitamin C Serum with Vitamin E + Hyaluronic Acid SerumWhat is the Secret to Drop a Decade from Your Face?Secret #1 is Vitamin C for SkinApplying vitamin C to the skin can be 20 times more effective than taking it orallySafer, cheaper and easier than a facelift or chemical peelWhat Does Vitamin C Do for Your Face?- Counteract wrinkle formation by increasing collagen production- Protects against and repairs UV damage like discoloration and fine lines- Fortify against sun spots, discoloration, and environmental damage- Improved skin clarity and a brighter complexion- Powerful anti-oxidants, Vitamin C and E, work synergistically for maximumpotency and absorptionParaben and Alcohol FreeAirtight and opaque glass bottles ensure product integrity**30 Days Hassle-Free Unconditional Return Policy, No Questions Asked** Oils & Serums Beauty Skin Care Face"
155-217-44,3,1,11835,B00H8Z2LNY,"Best Hyaluronic Acid Serum With Vitamin Vitamin C, A, D &amp; E | By Vernal Skincare | Instant Firm, Pure, Undiluted, &amp; NO FILLERS - Best Anti Wrinkle Serum, Best Anti Aging - Highest Quality Hyaluronic Acid Serum, Potent Anti Aging Serum - Certified Pure Hyaluronic Acid Serum That Will Tighten, Lifts and Firms Skin. 2 oz Give your moisturizer a best friend with this concentrated anti aging serum formulated with Vernal's customized blend of Pure Hyaluronic Acidable to permeate the skin and address ageing where it begins. Hyaluronic Acid (HA) is the key compound that keeps our skin youthful and hydrated. It is an anti wrinkle cream with a natural substance produced by skin cells that keeps skin moist, supple and smooth. Binds to water molecules, holding up to 1000 times its weight in moisture. Keeps skin hydrated, elastic and youthful looking, helping to plump fine lines and wrinkles, thereby diminishing their appearance.The Difference VS others Anti aging serums?Unlike other anti aging serums this product has been tried and tested in consumer trials. Testing showed 7.2% improvement in the depth of wrinkles after 5 min of application, then 32% at 15 min.Most User's Report Noticable Results Within The First MonthAFTER 1 APPLICATION100% reported that their skin looks rested & fresher92% reported that their skin feels re-energized / revitalized88% reported that their skin feels more lifted with this anti aging serumAFTER 2 WEEK100% reported that their skin looks smoother96% reported that their skin looks firmer96% reported that the signs of fatigue have diminished with this ant aging serumAFTER 4 WEEKS96% reported that their skin looks luminous & radiant Beauty Eyes Skin Care Fillers"
155-217-44,3,2,12076,B00KPKIV8I,"Best Vitamin C Serum for Face &amp; Skin -Super Brightening Vitamin C 20% Serum by Joyal Beauty. Best Skin Tightener + Best Skin Lightening Product for Your Best Skin Ever! The Highest Quality Stabilized Potent Vitamin C + Vegan Hyaluronic Acid+Vitamin E+Ferulic Acid. Natural and Organic Antioxidants Give Your Skin a Radiant and Youthful Glow within 4 weeks. 1 OZ Joyal Beauty Super Brightening Vitamin C Serum is a powerful concentrated delivery system for the highest form of active, stabilized,  Vitamin C boosting collagen production and increasing elasticity and firmness for your beautiful skin.  It is enriched with  vitamin E, ferulic acid, pure vegan hyaluronic acid and many anti-aging formulas to plump skin cells and restore cells.   Our potent plants-derived ferulic acid incorporation into the topical solution of vitamin C+E improved chemical stability of the vitamins C+E and doubled photoprotection to solar-simulated irradiation of skin from 4-fold to approximately 8-fold as measured by both erythema and sunburn cell formation. This combination of pure natural small molecular antioxidant can reach deep skin layer and provide meaningful synergistic protection against oxidative stress in skin. You will definitely see amazing radiant glow with your complexion within 4 weeks!Functions&#x2605; Provide amazing eight-fold small molecular weight antioxidant protection.&#x2605; Proven to reduce and restore sunburn cells up to 96%.&#x2605; Prevention of the formation of free radicals in sun exposed skin.&#x2605; Fade sun spots and discoloration right away.&#x2605; Refine skin texture and reduce wrinkle formation.&#x2605; Plump skin cells and increase elasticity.&#x2605; Provide deep moisture protection on the skin.&#x2605; Prevent and treat UV-induced damage.&#x2605; Brighten and restore the skin cells to its natural radiant glory.&#x2605; Manufacturer's Guarantee: Our goal is 100% Customer Satisfaction! We provide 30 Days Money Back Warranty! If you are not satisfied with your order, we will happily refund your money. Risk-Free Return. Look good; Feel great! Order Now! Oils & Serums Beauty Skin Care Face"
16-106-240,3,0,0,7806397051,"WAWO 15 Color Professionl Makeup Eyeshadow Camouflage Facial Concealer Neutral Palette COKA An extensive range of 15 multiple vibrant long wear concealer colour with different skin tones to create more than 10,000 amazing looks. Using the most commonly applied shades, ensures the best skin colour match and guarantees a traceless and natural finish. Enabling layering and mixing, provides total camouflage for almost any skin problem including blemishes, scars, birthmarks and black circles. It is also suitable to use as bronzer. The light colour is suitable for redness, acne and so on. The medium colour is perfect for dark shadows in the under-eye area. The dark colour provides exceptional camouflage and adheres well to the skin. Silky glossy colour and high quality ingredients together to care skin around and can last for all day long. It is perfect for Professional Salon, Wedding, Party and Home use. Size: 15.4 x 10.2 x 1.3cm. Each Diameter: 2.6cm. Concealer: 15 Color Concealer. Makeup Beauty Concealers & Neutralizers Face"
16-106-240,3,1,8815,B0068Y6CA4,"Professional 15 Color Concealer Camouflage Makeup Palette Crazy Cart <Introductions:A good eyeshadow palette is essential for   your makeup. This eyeshadow palettte offers a complete assortment of colors for   your selectionFeatures:1. New and high quality2. An   extensive range of 15 multiple vibrant concealer colour with different skin   tones to create amazing looks3. Provide total camouflage for almost any skin   problem including blemishes
4. It is   also suitable to use as bronzer5. The medium colour is perfect for dark   shadows in the under-eye area6. Silky glossy colour and high quality   ingredients together to care skin around and can last for all day long7. It   is perfect for professional salonSpecifications:1. Dimensions: (6.14 x 4.13 x   0.47)"" / (15.6 x 10.5 x 1.2)cm (L x W x H)2. Each Diameter: 2.6cm3. Case   Color: Black4. Concealer: 15 Color Concealer1 x Professional 15 Concealer   Camouflage Makeup Palette Makeup Beauty Concealers & Neutralizers Face"
