sid_prefix,collision_group_size,dedup_last,item_id,asin,item_text
102-113-136-180,6,1,6242,B003OGUQS8,"Creative Nail Shellac Tropix, 0.25 Fluid Ounce CND Cosmetics Patent-pending formulations of solvents, monomers and polymers goes on like polish and wears like gel. A UV-cured color coat featuring UV3 technology. Makeup Nails Beauty Nail Polish"
102-113-136-180,6,2,6245,B003OGYO7W,"Creative Nail Shellac Negligee, 0.25 Fluid Ounce CND Cosmetics Patent-pending formulations of solvents, monomers and polymers goes on like polish and wears like gel. A UV-cured color coat featuring UV3 technology. Makeup Nails Beauty Nail Polish"
102-113-136-180,6,3,6246,B003OGZC2S,"Creative Nail Shellac Fedora, 0.25 Fluid Ounce CND Cosmetics Patent-pending formulations of solvents, monomers and polymers goes on like polish and wears like gel. A UV-cured color coat featuring UV3 technology. Makeup Nails Beauty Nail Polish"
102-113-136-180,6,4,6248,B003OH0KBA,"Creative Nail Shellac Wildfire, 0.25 Fluid Ounce CND Cosmetics Patent-pending formulations of solvents, monomers and polymers goes on like polish and wears like gel. A UV-cured color coat featuring UV3 technology. Makeup Nails Beauty Nail Polish"
102-113-136-180,6,5,9352,B007AAUXI2,"Creative Nail Shellac Rubble, 0.25 Fluid Ounce CND Cosmetics Patent-Pending formulations of solvents, monomers and polymers goes on like polish and wears like gel. Makeup Nails Beauty Nail Polish"
231-100-127-38,6,0,7488,B004NYTR8U,"KLEANCOLOR What Girls Really Talk About - Glitter Nail Lacquer Mini Collection (NPC594) Kleancolor KleanColor presents its long wearing and chip-resistant Nail Lacquers in petite, travel-friendly size. The set features ultimate party accessory of holo effects in bold colours to complete the look of girl who knows her fashion statement is trendier than others. Makeup Nails Beauty Nail Polish"
231-100-127-38,6,1,7489,B004NYWR7S,"KLEANCOLOR Techno High - Metallic Nail Lacquer Mini Collection (NPC592) Kleancolor KleanColor presents its long wearing and chip-resistant Nail Lacquers in petite, travel-friendly size. The set features bold rich metallic colors to add twist and edge to complete the look of strong woman who loves to rock the world. Makeup Nails Beauty Nail Polish"
231-100-127-38,6,2,7490,B004NYZ5AE,"KLEANCOLOR Wicked Witch - Gothic Nail Lacquer Mini Collection (NPC595) Kleancolor KleanColor presents its long wearing and chip-resistant Nail Lacquers in petite, travel-friendly size. The set features gothic colors to complete the look of mystic woman who is not afraid to play with her dark side. Makeup Nails Beauty Nail Polish"
231-100-127-38,6,3,8993,B006LUAYZO,"Kleancolor Glitter Nail Lacquer Mini Collection-jingle Splash Kleancolor KleanColor presents its long wearing and chip resistant Nail Lacquers in petite, travel friendly size. The set features colors with biggest spirit to complete the look of woman who outshines everyone with her heart. Makeup Nails Beauty Nail Polish"
231-100-127-38,6,4,9420,B007H4HP7S,"Kleancolor Nail Lacquer Mini Collection - Blue Maniacs (NPC602) Kleancolor KleanColor presents its long wearing and chip-resistant Nail Lacquers in petite, travel-friendly size. The set features dazzling blues that spin off adventure to complete the look of girl who pursuits her heart and enjoys being herself. Makeup Nails Beauty Nail Polish"
231-100-127-38,6,5,9421,B007H4J832,"Kleancolor Nail Lacquer Mini Collection - Green Addicts (NPC603) Kleancolor KleanColor presents its long wearing and chip-resistant Nail Lacquers in petite, travel-friendly size. The set features vivid greens that spell out confidence to complete the look of girl who knows what is right for her and stands on her ground. Makeup Nails Beauty Nail Polish"
231-32-149-167,6,0,8910,B006HJPT7W,"O.P.I Gelcolor Collection Nail Gel Lacquer, Alpine Snow, 0.5 Fluid Ounce OPI OPI GelColor Collection is the new, polish on gel formula. Soak off gel lacquer. Makeup Nails Beauty Nail Polish"
231-32-149-167,6,1,8912,B006HJR2Q8,"Opi Gelcolor Collection Nail Gel Lacquer, Funny Bunny, 0.5 Fluid Ounce OPI Opi gelcolor collection is the new, polish-on gel formula. Soak off gel lacquer. Makeup Nails Beauty Nail Polish"
231-32-149-167,6,2,8913,B006HJRQ1O,"GelColor by OPI Soak-Off Gel Laquer nail polish - Kyoto Pearl - GC L03 OPI Opi gelcolor collection is the new, polish-on gel formula. Soak off gel lacquer. Makeup Nails Beauty Nail Polish"
231-32-149-167,6,3,8914,B006HJRU6U,"OPI Gelcolor Collection Nail Gel Lacquer, Lincoln Park After Dark, 0.5 Fluid Ounce OPI Opi gelcolor collection is the new, polish-on gel formula. Soak off gel lacquer. Makeup Nails Beauty Nail Polish"
231-32-149-167,6,4,8915,B006HK7ECY,"OPI Gelcolor Collection Nail Gel Lacquer, Passion, 0.5 Fluid Ounce OPI Opi gelcolor collection is the new, polish-on gel formula. Soak off gel lacquer. Makeup Nails Beauty Nail Polish"
231-32-149-167,6,5,8916,B006HKAC6O,"OPI Gelcolor Nail Polish, GCR54 Russian Navy, 0.5 Fluid Ounce OPI An extremely dark blue polish with a subtle addition of purple/pink shimmer. The perfect navy blue nail color for the fall/winter season, now in OPI GelColor Soak-Off Gel Lacquer for long-lasting, chip-free nails. Makeup Nails Beauty Nail Polish"
231-43-245-82,6,0,10584,B00A2Y02TI,"China Glaze Nail Lacquer, Escaping Reality, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
231-43-245-82,6,1,10589,B00A2Y6PG2,"China Glaze Nail Lacquer, Creative Fantasy, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
231-43-245-82,6,2,11093,B00BGAOJGY,"China Glaze Nail Lacquer, Highlight Of My Summer, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
231-43-245-82,6,3,11121,B00BKUHIO0,"China Glaze Nail Lacquer, That's Shore Bright, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
231-43-245-82,6,4,11122,B00BKUHJ0S,"China Glaze Nail Lacquer, Too Yacht To Handle, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
231-43-245-82,6,5,11123,B00BKUHK98,"China Glaze Nail Lacquer, Are You Jelly?, 0.5 Fluid Ounce China Glaze Express yourself online and off with amazing china glaze color. Select from over 300 high gloss colors that give the confidence of gorgeous nails wherever and whenever it's time to shine. Makeup Nails Beauty Nail Polish"
3-239-243-125,6,0,11683,B00GDTVJ7A,"Virgin Argan Oil - Large 4 Oz - Superior Grade 100% Pure Organic Cold Pressed Argan Oil - Full Money Back Guarantee - Superior Quality Luxurious Daily Moisturizer for Hair, Face and Skin - Best All Natural Conditioner for Damaged or Dy Hair - Experience the Magic of the &quot;Tree of Life&quot; From Head to Toe with this Moroccan Anti-aging, Anti Wrinkle Secret - The Highest Quality Pure Oil Available - Protected By Our Lifetime No Questions Asked Money Back Guarantee The Secret to Soft, Silky Hair and SkinYour search for the best argan oil is finally over. When you purchase from us today, here is what you can look forward to...Argan Beauty Argan Oil is 100% pure argan oil, with no additives, fillers or toxic parabens.  Our all natural cold pressed argan oil from a small family farm in Morocco is produced under organic certified conditions to bring you what is quite simply the best and rarest oil on earth.- Great for dry or color treated hair.- Easily absorbed for the softest skin with no oily feel.- High in vitamin E, and antioxidants, it helps erase acne, scars and blemishes.  It improves elasticity, eliminating wrinkles and stretch marks.- Good for cracked or rough patches of skin on heels and elbows.- Certified organic and sustainable by USDA and international certification ECOCERT- Packaged in a dark amber glass bottle to keep it fresh.- Anti-aging properties due to its high level of Tocopherols, essential fatty acids, squalene, polyphenols, sterols and natural anti-oxidants.Argan Beauty Gives Back -We source from a Women's Collective and your purchase helps sustain their livelihood and the natural ecology of their environment. In addition, Argan Beauty  donates a portion of our proceeds to local projects that benefit their communities.Our GuaranteeWe believe in providing exceptional customer service. Give us a try and if for any reason you are not thrilled, you have 60 days to let us know and we will give you 100% of your money back - no questions asked.So get your bottle now.  And when you do, consider purchasing two and giving one as a beautiful gift. - But don't wait - We sometimes run out of stock!Click Add to Cart Now! Beauty Skin Care Treatments & Masks Face"
3-239-243-125,6,1,11741,B00GPQUFUI,"Virgin Argan Oil ~ 2 Fl Oz. ~ Certified Organic Moroccan Argan Oil ~ 100% Pure ~ Best Moisturizer and Conditioner for Hair, Skin, Face, Nails and Cuticles ~ Eco Certified ~ Highest Quality 3X Virgin ~ No Chemicals or Additives ~ No Hassle Guarantee! Pure, Organic, Highest Quality Argan Oil imported from Morocco and bottled in USA.  Produced by native Berber women's cooperatives using only organic and sustainable methods.Known as the ""Secret of Hollywood"" because of its amazing restorative, beautifying and anti-aging properties.Exceptionally rich in essential fatty acids and antioxidants such as Vitamin E, this Argan oil revitalizes your skin.The antioxidants in this oil penetrate deeply into the skin to help extinguish inflammation.The properties of Argan oil are like nothing else you can put on your body. Just some of the therapeutic properties of Argan oil are:Vitamin E: Argan oil is exceptionally rich in natural vitamin E (twice as much as olive oil) which helps neutralize free radicals and prevents skin damage.Phenolic acid: known for its anti-aging benefits.Carotenes: full of antioxidants and helps protect against sun damage and skin aging.Saponins: softens the skin, eases acne and eczema and restores the skin's water lipid layer, helping to minimize wrinklesOleic Acid: rich in antioxidants, acts as a moisturizer and provides soft and supple skin.Omega 6: helps prevent loss of moisture from skin.The purity and freshness of our Argan oil assures that you get the full benefit of this beauty secret. We show you the manufacturing date right on our label so that you know it is fresh, and has not been sitting and degrading in a warehouse for many months or years.We only use dark amber-colored glass containers to prevent degradation from sunlight or artificial light.Order now, this product sells out quickly! Moisturizers Beauty Body Oils Skin Care"
3-239-243-125,6,2,11749,B00GRBVM0S,"Virgin Argan Oil for Hair &amp; Face Treatment - 100% Cold Pressed Pure Organic Moroccan Oil - 4 Oz - Perfect for Dry Skin, Split Ends, Acne &amp; Damaged Nails - Get Beautiful Skin &amp; Hair Starting Today, Guaranteed! The Secret to Glowing Skin, Shiny, Soft Hair and Beautiful NailsRich in vitamin E, natural fatty acids, and omega 6, Argan oil is a natural antioxidant.Argan Oil is dry, non-greasy and easily absorbed. It doesn't clog your pores and can be directly applied to your face, skin, hair and cuticles. You can also add it to enhance your favorite beauty products.Top 5 Argan oil uses:Face Moisturizer:Twice a day, after cleansing your skin, massage a few drops directly into your face and neck, and experience glowing, vibrant, soft healthy skin.Leave-in Hair Conditioner:While your hair is still wet after washing it, add a few drops of Argan oil to your hair (ends and scalp), especially if you use a blow dryer, straight-iron or curling iron on a regular basis. Your hair will be soft, manageable, and tangle-free.Hair Styling Shine:Use as a styling product. Add a few drops of Argan oil to your hand, rub your hands together and run your fingers through your hair to create shine and tame frizz.Overnight Hair Treatment:For damaged hair, massage a generous amount of Argan oil into your hair, wrap your hair and leave the oil in overnight. In the morning, wash your hair as usual.Heel and Cuticle Softener:Don't suffer with painful cracked heels, and dry, peeling cuticles. Nourish your heels by massaging a generous amount of Argan oil, and then covering them up with socks overnight. For healthy cuticles, massage a few drops of Argan oil into your cuticles twice a day.Warning:Don't get fooled by cheap, diluted Argan oil! BebeLush Argan oil is 100% pure & certified organic.Save Over 50% Today During Our Limited Time Introductory Sale. Click the Add To Cart Button Now. Moisturizers Beauty Body Oils Skin Care"
3-239-243-125,6,3,11793,B00GXFRF8Q,"100% Pure Sweet Almond Oil 16oz - Carrier Oil for Essential Oils - One of Nature's Best Skin Care Products - Cold Pressed, Natural Moisturizer and Conditioner for Beautiful Hair, Skin, Face, Nails, Lips, and Hands - Massage Oil for Men &amp; Women - Promotes Healthy Hair Growth - Anti-Aging/Anti-Wrinkle Benefits - Satisfaction Guaranteed Sweet Almond Oil Might Be Nature's Best Kept SecretBeauty Doesn't Have To Be Complicated- Stronger, Shinier, More Healthy Looking Hair- Softer Skin, Unclogged Pores- Rejuvenated Nails, Softer Cuticles- All Natural Under Eye Dark Circle Treatment- Wonderful Eye Makeup Remover (especially for water-proof makeup)Our Chemical Free, Cosmetic Grade Sweet Almond Oil is 100% Pure and NaturalThis means it works with your body to restore skin, hair and nails to their natural state.We Take The Extra Step To Ensure Quality- Bodyality's(TM) Sweet Almond Oil is specially bottled in amber colored packaging, 
designed to protect and maintain the oil's nearly 2 year shelf life.- We specially double seal our bottles to make sure you product arrives 
free of any annoying leaks and spills- Even if the bottle gets slippery during use, our bottles and labels are oil 
resistant. Simply use a little soap and water to remove any excess oil quickly and 
easily to return the bottle back to normal.Our GuaranteeWe strive to create satisfied customers. If you're not completely happy with our product 
after 30 days, just let us know and we'll replace your product or refund 100% of 
your purchase price - NO questions asked.Purchase a bottle today and start seeing the improvement Bodyality's Sweet Almond 
Oil can make in your life. Then buy another bottle to share with a friend! Hands & Nails Beauty Nail Treatments Skin Care Growth Formula"
3-239-243-125,6,4,11864,B00HG07W80,"Virgin Argan Oil - Facial Moisturizer - 100% Pure Moroccan Argan Oil for Hair, Best Anti-aging Moisturizer - Hair Treatment Oil Repairs Hair, Restores Shine - Argan Oil Organic Certification By Ecocert and USDA - Natural Skin Care Product for Men and Women - Beard Oil - Cutical Softener, Nail Strengthener - 2 Oz Bottle - Satisfaction Guaranteed In The Next Minute You're Going To Learn How One Product Can Replace Many Of Your Skin & Hair Care BasicsWhere does Argan Oil Come From?Argan Oil comes exclusively from Morocco and is one of the rarest oils in the world. It takes from 16 to 18 hours to extract the oil from about 70 lbs. of nut kernels to produce one quart of oil.Benefits For Skin- Anti-aging effects so you stay looking young longer- Reduces and softens wrinkles- Produces moisture retention and evens skin texture- Softens and produces a radiant skin luster. No more tired looking skin- Minimizes scars and stretch marks- Non-greasy and absorbs quickly. Makeup can be applied immediately- Does not clog pores- Helps to control acne by reducing inflammation- Soothes dry skin, psoriasis and dry eczema- Calms razor burnBenefits For Hair- Strengthens hair so hair will grow rapidly- Makes hair manageable- Treats split ends and damage. Produces shiny hair, even when hair has been colored- Prevents dandruff and controls itchy scalp- Makes beards and mustaches soft and manageableBenefits for Hands and Nails- Moisturizes and softens hands for young looking hands- Softens cuticles for easy manicure- Rejuvenates dry cracked nails so they will grow strongGuaranteeTry EllaClaire Argan oil today. If you're not satisfied, return the product and enjoy
our hassle-free ""Money Back Guarantee."" No questions asked.Add To Cart Now! Oils & Serums Beauty Skin Care Face"
3-239-243-125,6,5,11976,B00IR3DL9O,"Pure Virgin Argan Oil: Best Hair Treatment Oil, Perfect Skin Care Oil--Repair Dry, Permed, Colored or Heat-Damaged Hair - Natural Moisturizer Beauty System - Moisturize, Smooth and Rejuvenate Dry, Rough Skin - Great Tool for Body and Face, NEVER Leaves a Greasy or Sticky Residue! Premier Nail Oil, Too! - Serious Anti-Aging Products - USDA Certified Organic Moroccan Argan Oil from Monaco - Add to Your Favorite Conditioner After Shampoo - 2oz Bottle - 1 YEAR, No Questions Asked Money-Back Guarantee! Grandma Knows Best?Our Grandma used to say,""If your hair looks good, and your shoes look good... you look good.""We can't help you with the shoes (sorry); but if you're constantly fighting-Frizzy, brittle hair,-Snake-dry skin, or-""Who'da thought it?"" fingernails,Naked Beauty Cosmetics'Pure Argan Oilis just what you need to ""de-uglify"" them.Discovering Charlize Theron's SecretCelebrities from Katy Perry, to Madonna, to Charlize Theron swear by Pure Argan Oil--and their beautiful skin and hair show why. Following in their footsteps is a smart idea... but! Have you been fooled by lesser products? Charlize knows: Pure Argan Oil has a unique nutty-tangy scent. If your oil doesnot, it could be because:-It's not Argan Oil at all (yes, sadly, there ARE fakes out there),-Modern, high-heat processing methods have destroyed the very elements that make Argan Oil so effective,-It's been diluted with lesser oils and chemicals.Naked Beauty Cosmetics'Pure Argan Oilcontainsonlythe highest-quality nuts from Morocco's Argan tree. It's cold-pressed, leaving its awesome qualities intact. Our Pure Argan Oil isAbsolutely Organic, Absolutely Cruelty-Free, and Absolutely Great for hair, skin and nails.Just a Little BitLike love, a little Pure Argan Oil does a lot of good. It absorbs quickly, so it never feels greasy. Just a few drops to a few droppers-full daily, and you'll soon proudly displayyourbeautiful hair, skin and nails.And if you don't, well... there's always our1 YEAR, No-Hassle Money-Back Guarantee.HUZZAH! Naked Beauty Cosmetics' Pure Argan Oil is only $24.75 each! That's 30% off our regular price! But only while supplies last--So order yours NOW! Moisturizers Beauty Body Oils Skin Care"
5-94-94-68,6,0,10924,B00AZBSBUU,"Nail Art 270 Pieces Gold &amp; Silver 4mm Square Metal Studs for Nails, Cellphones 3d nail art *** Nail Art 270 pieces Gold & Silver 4mm SQUARE Metal Studs for Nails, Cellphones ***  ***Quantity : 270 Pieces(135 gold + 135 Silver) Makeup Nails Beauty Nail Art"
5-94-94-68,6,1,10925,B00AZBSPQA,"Nail Art 300 Pieces Gold &amp; Silver 3mm Square Metal Studs for Nails, Cellphones 3d nail art *** Nail Art 300 pieces Gold & Silver 3mm SQUARE Metal Studs for Nails, Cellphones *** ***Quantity : 300 Pieces Beauty Tools & Accessories Nail Art Equipment Nail Tools"
5-94-94-68,6,2,10926,B00AZBTUNC,"Nail Art 300 Pieces Gold &amp; Silver 3mm Round Metal Studs for Nails, Cellphones 3d nail art *** Nail Art 300 pieces Mix Gold & Silver 3mm  ROUND Metal Studs for Nails, Cellphones ***  ***Quantity : 300 Pieces ( 150 Gold+ 150 Silver) Makeup Nails Beauty Nail Art"
5-94-94-68,6,3,10927,B00AZBUAP4,"Nail Art 300 Pieces Gold &amp; Silver 2mm Round Metal Studs for Nails, Cellphones 3d nail art *** Nail Art 300 pieces Mix Gold & Silver 2mm  ROUND Metal Studs for Nails, Cellphones ***  ***Quantity : 300 Pieces ( 150 Gold+ 150 Silver) Makeup Nails Beauty Nail Art"
5-94-94-68,6,4,10929,B00AZBWA5W,"Nail Art 250 Pieces Gold &amp; Silver 4mm TRIANGLE Metal Studs for Nails, Cellphones BTArtbox *** Nail Art 250 pieces Mix Gold & Silver 4mm TRIANGLE  Metal Studs for Nails, Cellphones ***  ***Quantity : 250 Pieces( 125 Gold + 125 Silver) Beauty Tools & Accessories Nail Art Equipment Nail Tools"
5-94-94-68,6,5,10998,B00B57TCA6,"Nail Art 600 Pieces Mix 3mm SQUARE Metal Studs for Nails, Cellphones 3d nail art *** Nail Art 600 pieces Mix 3mm SQUARE Metal Studs for Nails, Cellphones ***  ***Quantity : 600 Pieces( 100 black, 100 blue, 100 pink, 100 hot pink, 100 purple, 100 red) Beauty Tools & Accessories Nail Art Equipment Nail Tools"
63-204-241-253,6,0,4736,B002B4JP90,e.l.f. Studio Eyeshadow &quot;C&quot; Brush e.l.f. Cosmetics Creates the perfect smokey eye. The medium size brush gives more control for more specific blending needs. Use with any powder eyeshadow product for color blending. Makeup Brushes & Tools Beauty Tools & Accessories Brushes & Applicators
63-204-241-253,6,1,4740,B002B4LUFW,"e.l.f. Complexion Brush e.l.f. Cosmetics Expertly sweeps all types of powders across the entire face and sculpts features beautifully. Use with pressed, loose, or translucent powders, blush or bronzer. Makeup Brushes & Tools Beauty Tools & Accessories Brushes & Applicators"
63-204-241-253,6,2,4741,B002B4LUKM,"e.l.f. Studio Small Angled Brush e.l.f. Cosmetics Creates precise color application. Creates even, thin and straight lines every time. Use to apply lip color, eyebrow color, or to line eyes. Makeup Brushes & Tools Beauty Tools & Accessories Brushes & Applicators"
63-204-241-253,6,3,4790,B002CKYZMK,"e.l.f. Cosmetics Foundation Brush DDI Achieve an ultra smooth, poreless finish when applying foundation or tinted moisturizer. For best results use upward brush strokes. Makeup Brushes & Tools Beauty Tools & Accessories Brushes & Applicators"
63-204-241-253,6,4,5715,B00373OK3A,e.l.f. Blush Brush e.l.f. Cosmetics The tailored design allows for easy maneuvering and precise color application creates a beautifully defined and sculpted look can be used to apply blush or bronzer. Makeup Brushes & Tools Beauty Tools & Accessories Brushes & Applicators
63-204-241-253,6,5,10820,B00AP1BTZE,"e.l.f. Small Stipple Brush e.l.f. Cosmetics Use this brush with any liquid or powder face product such as foundation, blush or bronzer to build your coverage from sheer to heavy. Makeup Brushes & Tools Beauty Tools & Accessories Brushes & Applicators"
0-241-143-2,5,0,3848,B001F51TS6,Olay 2-In-1 Advanced Ribbons Firming Butter + Advanced Moisture Body Wash 18 Oz (Pack of 3) Olay Moisturizers Beauty Body Butter Body Skin Care
0-241-143-2,5,1,3850,B001F51TVI,Olay Ultra Moisture Moisturizing Body Wash With Shea Butter 23.6 Oz (Pack of 3) Olay Moisturizers Beauty Body Butter Body Skin Care
0-241-143-2,5,2,3865,B001FB5NTG,"Olay Moisturinse In-Shower Body Lotion w/ shea butter, 15.2 Ounce (Pack of 4) Olay Moisturizers Beauty Body Butter Body Skin Care"
0-241-143-2,5,3,4040,B001JQLNJ6,Olay 2-In-1 Advanced Ribbons Tone Brightening + Advanced Moisture Body Wash 18 Oz (Pack of 3) Olay Beauty Body Washes Bath & Body Cleansers
0-241-143-2,5,4,4041,B001JQLNJG,Olay Quench In-Shower Body Lotion 15.2 Oz (Pack of 2) Olay Beauty Body Washes Bath & Body Cleansers
10-255-70-79,5,0,73,B0000530LO,"Suave Naturals Shampoo, Daily Clarifying - 22.5oz. Suave Shampoos Beauty Hair Care"
10-255-70-79,5,1,74,B0000530LP,"Suave Shampoo, Daily Clarifying - 12oz. Suave Shampoos Beauty Hair Care"
10-255-70-79,5,2,2470,B000W30RP8,"Suave Naturals Gentle Cleansing Shampoo, Waterfall Mist, 12 oz Suave Shampoos Beauty Hair Care"
10-255-70-79,5,3,7259,B004HJI066,"Suave Professionals, shampoo, almond and shea butter, 28oz Suave Shampoos Beauty Hair Care"
10-255-70-79,5,4,10567,B00A0IWTDI,"Suave Suave Naturals Rainforest Fresh Shampoo, 22.5 Ounce Suave Shampoos Beauty Hair Care"
120-223-120-84,5,0,4359,B001QX2OIG,"Scunci Effortless Beauty Wide Stretch Basic Neon Headwraps Scunci With scunci effortless beauty hair accessories a woman should never have a bad hair day. scunci headwraps are a must have for sports or an active lifestyle. they give everyday dos an effortless fashion boost and highlight your features by keeping hair off the face. great when you're growing out bangs or layered styles. soft, stretchy and comfortable to wear headwraps stay in place. a fresh perspective on casual looks in neon colors plus black. Headbands Hair Care Beauty Styling Accessories Styling Tools"
120-223-120-84,5,1,4360,B001QX4O70,"Scunci Effortless Beauty Mixed No Damage Black Headwraps, 6-Count With scunci effortless beauty hair accessories a woman should never have a bad hair day. scunci no-damage headwraps are a must have for sports or an active lifestyle. they give everyday dos an effortless fashion boost and highlight your features by keeping hair off the face. great when you're growing out bangs or layered styles. soft, stretchy and comfortable to wear in a variety of sizes and styles. all in black. wear one or mix for chic, sleek style. as essential as the little black dress. Headbands Hair Care Beauty Styling Accessories Styling Tools"
120-223-120-84,5,2,4440,B001T8OEBI,"Scunci Effortless Beatuy Headbands, 1 Inch, 2-Count Scunci Fashion and function is mission possible with these scunci effortless beauty hairbands. your secret weapon on the war on boring hair, they keep your hair in its place on all life's adventures. accentuate a ponytail or bun for a polished profile. comfortable and stylish basic hairbands are as essential as the little black dress. mulitple mini teeth on the underside of the band prevent sliding. 2 pack with 1 brown shade for unobtrusive hold, 1 in basic black. Headbands Hair Care Beauty Styling Accessories Styling Tools"
120-223-120-84,5,3,5171,B002QA3130,"Scunci Effortless Beauty Wide Stretch Basic Neutral Headwraps, Colors may vary Scunci With scunci effortless beauty hair accessories a woman should never have a bad hair day. scunci headwraps are a must have for sports or an active lifestyle. they give everyday dos an effortless fashion boost and highlight your features by keeping hair off the face. great when you're growing out bangs or layered styles. soft, stretchy and comfortable to wear headwraps stay in place. soft neutral shades for a fresh natural look that complements any hair color. Headbands Hair Care Beauty Styling Accessories Styling Tools"
120-223-120-84,5,4,6765,B0045H31M8,"Scunci No-slip Grip Flat Jelly Basic Headwraps, 4-Count, Colors may vary Scunci With scunci no-slip grip hair accessories a woman should never have a bad hair day. scunci no-slip jelly headwraps are a must have for sports or an active lifestyle. they give everyday dos an effortless fashion boost and highlight your features by keeping hair off the face. great when you're growing out bangs or layered styles. soft, stretchy and comfortable to wear jelly no-slip grip headwraps absolutely stay in place. wear one or layer for glamor looks. Headbands Hair Care Beauty Styling Accessories Styling Tools"
211-147-119-229,5,0,57,B000052YQN,"POND'S Cold Cream Cleanser, 3.5 oz. Pond&#39;s Moisturizers Beauty Body Oils Skin Care"
211-147-119-229,5,1,2929,B0013YXQ58,"Pond's Dry Skin Cream , 6.5 Ounce Pond&#39;s Moisturizers Beauty Body Oils Skin Care"
211-147-119-229,5,2,3705,B001ECQ4R6,"POND'S Dry Skin Cream, 10.1-oz. (Pack of 3) Pond&#39;s Creams & Moisturizers Beauty Fluids & Lotions Lotions Face Skin Care"
211-147-119-229,5,3,3706,B001ECQ4RG,"POND'S Cold Cream Cleanser, 9.5-oz. Jars (Pack of 3) Pond&#39;s Beauty Cleansers Skin Care Face"
211-147-119-229,5,4,3709,B001ECQ4TY,"Pond's Deep Cleanser &amp; Make-Up Remover with Cucumber Extract, 10.1-Ounce Jars (Pack of 3) Pond&#39;s Beauty Cleansers Skin Care Face"
228-146-189-29,5,0,8571,B005TT8RPM,"Soft - 6ml (.2 oz) Perfume Oil by Al-Rehab (Crown Perfumes) Al-Rehab Product description by Sheriffsoncorp--Al-Rehab is one of Saudi Arabia's leading perfume manufacturer which creates fine traditional Arabian and oriental perfumes. The perfumes are made of precious natural essences (Oud, Rose of Taif, Incense, Musk, Sandalwood and rare spices). all perfume oils and solid perfumes are alcohol free. Fragrance Women's Beauty Eau de Parfum"
228-146-189-29,5,1,8572,B005TT8T46,"Nebras - 6ml (.2 oz) Perfume Oil by Al-Rehab (Crown Perfumes) Al-Rehab Description  by Al-Rashad Books: ""Nebras has a Fresh feminine fragrance with delicate Taif Rose and citrus note in the top, and a blend of jasmine, precious oudh, sandalwood and amber in its heart. It is the scent of a fresh morning breeze in a rose garden. Gentle, soft scent of fresh rose petals with accents of lemongrass mixed. Popular among women."" Al-Rehab is one of Saudi Arabia's leading perfume manufacturer which creates fine traditional Arabian and oriental perfumes. The perfumes are made of precious natural essences (Oud, Rose of Taif, Incense, Musk, Sandalwood and rare spices). Al-Rehab produces liquid perfumes, perfume oils (or attars, which is a traditional name of Arabian perfumes), solid perfumes and fragrances. You can choose a fragrance concentration you prefer: all perfume oils and solid perfumes are alcohol free. Fragrance Women's Beauty Essential Oils"
228-146-189-29,5,2,8573,B005TT8T4G,"Balkis - 6ml (.2 oz) Perfume Oil by Al-Rehab (Crown Perfumes) Al-Rehab Balkis has a oriental feminine fragrance enriched with vanilla. Used by both men and women. Al-Rehab is one of Saudi Arabia's leading perfume manufacturer which creates fine traditional Arabian and oriental perfumes. The perfumes are made of precious natural essences (Oud, Rose of Taif, Incense, Musk, Sandalwood and rare spices). Al-Rehab produces liquid perfumes, perfume oils (or attars, which is a traditional name of Arabian perfumes), solid perfumes and fragrances. You can choose a fragrance concentration you prefer: all perfume oils and solid perfumes are alcohol free. Fragrance Women's Beauty Essential Oils"
228-146-189-29,5,3,8575,B005TT8UJK,"Lovely - 6ml (.2 oz) Perfume Oil by Al-Rehab (Crown Perfumes) Al-Rehab Description  by Al-Rashad Books: ""Lovely has a Delicate sweet creamy citrus and floral notes with slight overlapping tones of musk. Popular among women."" Al-Rehab is one of Saudi Arabia's leading perfume manufacturer which creates fine traditional Arabian and oriental perfumes. The perfumes are made of precious natural essences (Oud, Rose of Taif, Incense, Musk, Sandalwood and rare spices). Al-Rehab produces liquid perfumes, perfume oils (or attars, which is a traditional name of Arabian perfumes), solid perfumes and fragrances. You can choose a fragrance concentration you prefer: all perfume oils and solid perfumes are alcohol free. Fragrance Women's Beauty Essential Oils"
